,1e-05,5e-05,0.0001,0.0005,0.001,0.005,0.01,0.05,0.1,0.5,1,5
-20,-14862.448324459512,-14862.503259164427,-14861.75642220387,-17788.006534538985,-17661.874101977566,-21705.2791580924,-21808.263777356024,-45202.34620980909,-90056.48881318471,-44802.2085887628,100000.0,100000.0
-15,-17839.043527235182,-17839.44486105067,-17838.835942849833,-17790.41048164056,-17659.065577718764,-21782.260858831156,-21842.248068798464,-90465.50580296703,-89900.84970591165,-44824.09151050926,100000.0,100000.0
-10,-17837.446193251344,-22305.45921521513,-22324.16499724074,-22248.883034994044,-29817.487457398747,-29188.98204051375,-88387.74757903758,-90055.1098694243,-89659.3490573824,-44839.0155223852,100000.0,100000.0
-5,-22243.700418448836,-22309.528865796547,-22324.152150135058,-29829.19978194384,-44755.72200229477,-173561754214.68942,-265817721364.1422,-53194266967.20983,-89651.18753963041,-44849.46625486184,100000.0,100000.0
-1,-29620.403692829896,-44750.867161211165,-44747.50448650314,-1126162462598.599,-4177028740509385.5,-2.9277477810192884e+16,-5243868948412374.0,-13911657693.527905,-89716.51833897411,-44855.75084069943,100000.0,100000.0
0,-44749.239498180694,-44751.067821125995,-89519.98728094119,-330971383958144.0,-293877076733621.4,-1156933268417678.0,-2082083597992868.0,-30215009411.540634,-89727.88233667318,-44856.58949413663,100000.0,100000.0
1,-29568.416454773094,-44743.258952387834,-44746.12679299957,-3883480791.104568,-668448447434.1388,-61584644802083.336,-61347882906504.32,-1529940434.5681317,-89734.92657308742,-44856.772810514114,100000.0,100000.0
5,-22219.083450752078,-22297.724985349392,-22324.144021850967,-29861.62613113513,-44371.18018820679,-89621.88637349731,-89604.0606729602,-89784.67769806122,-89740.42590278841,-44861.07124280315,100000.0,100000.0
10,-17835.68299252654,-22300.101323383762,-22324.145784951816,-22212.875639632814,-29523.24649048735,-29628.09372326379,-44894.57286014621,-44884.603806957435,-44890.44877240209,100000.0,100000.0,100000.0
15,-17838.257310171844,-17836.629798722555,-17833.30812988607,-17771.000356907465,-17695.09797013681,-29548.853878516,-29704.442152546606,-44842.898370706076,-44898.04492202516,100000.0,100000.0,100000.0
20,-14862.017722564671,-14860.75946487809,-14858.312873536303,-17773.356409847056,-17689.579723415372,-22133.099707899717,-22144.630708029592,-29871.632498658164,-44853.89638341355,100000.0,100000.0,100000.0
