Time,traj,gen,theta
1.0,1.4962999820709229,1.4727654623814,5.00001
2.0,1.50600004196167,1.4616493436085944,5.00002
3.0,1.475000023841858,1.4516756330159002,5.00003
4.0,1.514899969100952,1.4427627209378355,5.00004
5.0,1.4997999668121338,1.4348264941610487,5.00005
6.0,1.5083999633789062,1.4277828256329543,5.00006
7.0,1.493399977684021,1.421549511704241,5.00007
8.0,1.4947999715805054,1.4160477072429807,5.00008
9.0,1.4910999536514282,1.4112029243931143,5.00009
10.0,1.506999969482422,1.4069456665041062,5.0001
11.0,1.5388000011444092,1.403211767667056,5.00011
12.0,1.5092999935150146,1.3999425028357737,5.00012
13.0,1.4830000400543213,1.3970845256635542,5.00013
14.0,1.502400040626526,1.3945896823969517,5.00014
15.0,1.473399996757507,1.392414741417537,5.00015
16.0,1.4825999736785889,1.3905210699133563,5.00016
17.0,1.4702999591827393,1.3888742820118383,5.00017
18.0,1.437800049781799,1.387443876635724,5.00018
19.0,1.4823999404907229,1.3862028783458602,5.00019
20.0,1.46150004863739,1.3851274904269126,5.0002
21.0,1.4859000444412231,1.3841967663342805,5.00021
22.0,1.4803999662399292,1.3833923032198405,5.00022
23.0,1.496000051498413,1.3826979594605244,5.00023
24.0,1.4602999687194824,1.3820995968081213,5.00024
25.0,1.471400022506714,1.381584846857379,5.00025
26.0,1.4853999614715576,1.3811429009049567,5.00026
27.0,1.4342999458312988,1.3807643218722276,5.0002699999999995
28.0,1.437399983406067,1.380440876732675,5.00028
29.0,1.4846999645233154,1.3801653877740896,5.00029
30.0,1.4144999980926514,1.3799316010016731,5.0003
31.0,1.4290000200271606,1.3797340700234904,5.00031
32.0,1.4306999444961548,1.3795680538341493,5.00032
33.0,1.4223999977111816,1.379429427011168,5.00033
34.0,1.424299955368042,1.3793146009501727,5.00034
35.0,1.4342999458312988,1.379220454882174,5.00035
36.0,1.419800043106079,1.3791442755331977,5.00036
37.0,1.4246000051498413,1.3790837043999122,5.00037
38.0,1.39110004901886,1.3790366917222947,5.00038
39.0,1.416100025177002,1.3790014563344046,5.00039
40.0,1.417199969291687,1.3789764506663806,5.0004
41.0,1.3889000415802002,1.3789603302545776,5.00041
42.0,1.4156999588012695,1.3789519271925146,5.00042
43.0,1.416700005531311,1.3789502270232847,5.00043
44.0,1.3869999647140503,1.3789543486348042,5.00044
45.0,1.3860000371932983,1.3789635267732807,5.00045
46.0,1.3349000215530396,1.3789770968380999,5.00046
47.0,1.3492000102996826,1.3789944816635993,5.00047
48.0,1.3907999992370603,1.379015180030409,5.00048
49.0,1.3652000427246094,1.3790387566817748,5.00049
50.0,1.3738000392913818,1.3790648336489875,5.0005
51.0,1.363700032234192,1.3790930827152013,5.00051
52.0,1.3769999742507937,1.3791232188689484,5.00052
53.0,1.3794000148773191,1.3791549946178756,5.00053
54.0,1.3669999837875366,1.379188195050047,5.00054
55.0,1.3797999620437622,1.3792226335447952,5.00055
56.0,1.372099995613098,1.3792581480478863,5.00056
57.0,1.375300049781799,1.3792945978368905,5.00057
58.0,1.3730000257492063,1.3793318607123415,5.00058
59.0,1.3802000284194946,1.3793698305587048,5.00059
60.0,1.3712999820709229,1.3794084152265083,5.0006
61.0,1.3948999643325806,1.379447534693381,5.00061
62.0,1.3873000144958496,1.3794871194672793,5.00062
63.0,1.3803000450134275,1.3795271092000252,5.00063
64.0,1.3693000078201294,1.379567451483455,5.00064
65.0,1.378999948501587,1.3796081008041277,5.00065
66.0,1.423200011253357,1.3796490176357123,5.00066
67.0,1.4115999937057495,1.3796901676509112,5.0006699999999995
68.0,1.3946000337600708,1.3797315210371779,5.00068
69.0,1.4191999435424805,1.37977305190255,5.00069
70.0,1.4301999807357788,1.379814737759725,5.0007
71.0,1.4184999465942385,1.3798565590780763,5.00071
72.0,1.3939000368118286,1.3798984988946503,5.00072
73.0,1.4133000373840332,1.3799405424763835,5.00073
74.0,1.4325000047683716,1.3799826770267827,5.0007399999999995
75.0,1.422700047492981,1.3800248914312199,5.00075
76.0,1.4011000394821167,1.3800671760357508,5.00076
77.0,1.4061000347137451,1.380109522455041,5.00077
78.0,1.4038000106811523,1.3801519234055717,5.00078
79.0,1.4048999547958374,1.3801943725607868,5.00079
80.0,1.3789000511169434,1.3802368644253047,5.0008
81.0,1.3955999612808228,1.380279394225672,5.0008099999999995
82.0,1.3697999715805054,1.3803219578154895,5.00082
83.0,1.3553999662399292,1.3803645515930185,5.00083
84.0,1.3632999658584597,1.3804071724296167,5.00084
85.0,1.3645000457763672,1.3804498176075906,5.00085
86.0,1.3971999883651731,1.3804924847662121,5.00086
87.0,1.3716000318527222,1.3805351718548404,5.00087
88.0,1.412500023841858,1.380577877092196,5.0008799999999995
89.0,1.38510000705719,1.3806205989309954,5.00089
90.0,1.3787000179290771,1.3806633360272293,5.0009
91.0,1.374699950218201,1.380706087213477,5.00091
92.0,1.3787000179290771,1.38074885147573,5.00092
93.0,1.3593000173568726,1.3807916279332562,5.00093
94.0,1.3877999782562256,1.3808344158211128,5.00094
95.0,1.4093999862670898,1.3808772144749524,5.00095
96.0,1.398300051689148,1.380920023317827,5.00096
97.0,1.424100041389465,1.3809628418487232,5.00097
98.0,1.4097000360488892,1.3810056696326027,5.00098
99.0,1.3984999656677246,1.381048506291751,5.00099
100.0,1.3996000289916992,1.381091351498259,5.001
101.0,1.383800029754639,1.3811342049674964,5.00101
102.0,1.4062000513076782,1.381177066452435,5.00102
103.0,1.3724000453948977,1.3812199357387223,5.00103
104.0,1.4048000574111938,1.3812628126403987,5.00104
105.0,1.4085999727249146,1.3813056969961763,5.00105
106.0,1.3524999618530271,1.3813485886662082,5.00106
107.0,1.3847999572753906,1.3813914875292768,5.0010699999999995
108.0,1.3700000047683716,1.3814343934803561,5.00108
109.0,1.3834999799728394,1.381477306428491,5.00109
110.0,1.3912999629974363,1.381520226294953,5.0011
111.0,1.3710999488830566,1.3815631530116415,5.00111
112.0,1.3650000095367432,1.3816060865196906,5.00112
113.0,1.3982000350952148,1.3816490267682624,5.00113
114.0,1.413599967956543,1.381691973713494,5.0011399999999995
115.0,1.402500033378601,1.381734927317587,5.00115
116.0,1.40910005569458,1.3817778875480133,5.00116
117.0,1.3797999620437622,1.381820854376825,5.00117
118.0,1.375,1.3818638277800566,5.00118
119.0,1.3658000230789185,1.3819068077372032,5.00119
120.0,1.382099986076355,1.381949794230769,5.0012
121.0,1.3792999982833862,1.3819927872458728,5.0012099999999995
122.0,1.3802000284194946,1.3820357867699073,5.00122
123.0,1.3518999814987185,1.3820787927922429,5.00123
