Time,traj,gen,theta
1.0,1.2611000537872314,1.2821245004053243,1e-05
2.0,1.3221999406814575,1.2797478500954493,2e-05
3.0,1.291599988937378,1.277175082525866,3.0000000000000004e-05
4.0,1.2979999780654907,1.2744140775692923,4e-05
5.0,1.3009999990463257,1.2714756750869523,5e-05
6.0,1.3098000288009644,1.2683737220370925,6.000000000000001e-05
7.0,1.346400022506714,1.2651250051138705,7.000000000000001e-05
8.0,1.3279000520706177,1.261749056779694,8e-05
9.0,1.327399969100952,1.2582678303377002,9e-05
10.0,1.2963000535964966,1.2547052492012087,0.0001
11.0,1.3229000568389893,1.2510866458691663,0.00011
12.0,1.312399983406067,1.2474381161380588,0.00012000000000000002
13.0,1.3072999715805054,1.2437858224732967,0.00013000000000000002
14.0,1.3098000288009644,1.2401552860226275,0.00014000000000000001
15.0,1.3203999996185305,1.2365707086022564,0.00015000000000000001
16.0,1.2821999788284302,1.2330543637569173,0.00016
17.0,1.3050999641418457,1.2296260899254436,0.00017
18.0,1.278499960899353,1.2263029096416143,0.00018
19.0,1.277899980545044,1.223098787793601,0.00019
20.0,1.281499981880188,1.22002453066849,0.0002
21.0,1.3039000034332275,1.2170878171672626,0.00021
22.0,1.2914999723434448,1.214293345251369,0.00022
23.0,1.2901999950408936,1.2116430710160215,0.00023
24.0,1.258999943733215,1.2091365149642554,0.00024000000000000003
25.0,1.291700005531311,1.206771109866104,0.00025
26.0,1.3005000352859497,1.2045425665294898,0.00026000000000000003
27.0,1.2899999618530271,1.2024452372358745,0.00027
28.0,1.2812000513076782,1.2004724608360955,0.00028000000000000003
29.0,1.2683000564575195,1.1986168779682436,0.00029
30.0,1.2861000299453735,1.1968707090913657,0.00030000000000000003
31.0,1.2353999614715576,1.1952259917206938,0.00031
32.0,1.245300054550171,1.193674776240562,0.00032
33.0,1.2811000347137451,1.192209281916511,0.00033000000000000005
34.0,1.2792999744415283,1.1908220162691259,0.00034
35.0,1.225499987602234,1.1895058619014631,0.00035000000000000005
36.0,1.2302000522613523,1.1882541353063654,0.00036
37.0,1.2403000593185425,1.1870606222402105,0.00037000000000000005
38.0,1.2421000003814695,1.1859195940470575,0.00038
39.0,1.239199995994568,1.184825808946477,0.00039000000000000005
40.0,1.2346999645233154,1.1837745018350831,0.0004
41.0,1.229200005531311,1.1827613656525449,0.00041000000000000005
42.0,1.246399998664856,1.1817825268674975,0.00042
43.0,1.2553999423980713,1.1808345171732832,0.00043000000000000004
44.0,1.2598999738693235,1.1799142430630072,0.00044
45.0,1.257699966430664,1.1790189545852112,0.00045000000000000004
46.0,1.2324999570846558,1.1781462142671706,0.00046
47.0,1.208400011062622,1.17729386693038,0.00047000000000000004
48.0,1.2035000324249268,1.1764600109080456,0.00048000000000000007
49.0,1.2275999784469604,1.1756429710019802,0.0004900000000000001
50.0,1.214400053024292,1.1748412733805411,0.0005
51.0,1.1928999423980713,1.1740536225144977,0.00051
52.0,1.1885000467300415,1.173278880168759,0.0005200000000000001
53.0,1.225200057029724,1.1725160464100075,0.0005300000000000001
54.0,1.1897000074386597,1.1717642425493529,0.00054
55.0,1.2206000089645386,1.1710226959116363,0.00055
56.0,1.226199984550476,1.1702907263060163,0.0005600000000000001
57.0,1.2093000411987305,1.169567734063489,0.0005700000000000001
58.0,1.2059999704360962,1.1688531895040832,0.00058
59.0,1.212399959564209,1.1681466236979763,0.00059
60.0,1.23389995098114,1.1674476203894182,0.0006000000000000001
61.0,1.202399969100952,1.1667558089591623,0.0006100000000000001
62.0,1.219099998474121,1.1660708583092483,0.00062
63.0,1.2170000076293943,1.1653924715628845,0.00063
64.0,1.2069000005722046,1.1647203814814064,0.00064
65.0,1.2080999612808228,1.1640543465094697,0.0006500000000000001
66.0,1.1878999471664429,1.1633941473685703,0.0006600000000000001
67.0,1.20360004901886,1.1627395841274915,0.00067
68.0,1.180799961090088,1.1620904736862445,0.00068
69.0,1.2139999866485596,1.1614466476174596,0.0006900000000000001
70.0,1.1710000038146973,1.1608079503159334,0.0007000000000000001
71.0,1.184999942779541,1.16017423741319,0.00071
72.0,1.216599941253662,1.1595453744194162,0.00072
73.0,1.1811000108718872,1.1589212355600929,0.0007300000000000001
74.0,1.1557999849319458,1.1583017027790194,0.0007400000000000001
75.0,1.1865999698638916,1.1576866648833135,0.00075
76.0,1.1927000284194946,1.157076016809377,0.00076
77.0,1.1611000299453735,1.1564696589918073,0.0007700000000000001
78.0,1.148300051689148,1.1558674968198284,0.0007800000000000001
79.0,1.1759999990463257,1.1552694401680772,0.00079
