,1e-05,5e-05,0.0001,0.0005,0.001,0.005,0.01,0.05,0.1,0.5,1,5
-20,-19612.051663419974,-19444.970491848864,-19038.35432084791,-22271.4348099347,-22237.79681653782,-27705.966308604555,-27717.393413372774,-107860.8875446699,100000.0,-7613.415352101542,-6587.714637608301,-1195.556026232653
-15,-23597.641461949515,-23454.194315032175,-23014.231244580416,-27802.056747903225,-36992.99879234178,-27677.32978705916,-37034.865524076915,100000.0,-15340.889471970042,-9495.42874619891,-7705.380315140529,-1206.8909126039116
-10,-23654.129628350503,-29433.019100958234,-28999.19107643401,-37001.670791027354,-36886.400261940005,-36941.148117525045,-108498.74953625933,-28608.90133155789,100000.0,-13218.417086433798,-8363.147174661965,-1219.7893339310317
-5,-29601.92765050284,-29404.14341830851,-28986.045570244583,-54926.23437032999,-54727.27271328433,-109185540893.19293,-15085922061.654419,-268314752562.06818,-16504.977578388236,-17890.855663853767,-9829.111240562652,-1234.1692649816425
-1,-53761.87897887908,-54096.10466078814,-108031.19834768018,-2195390304437.6863,-5642262216797769.0,-124366225030666.42,-476651915850164.5,-21707.22475405492,-31816.518808060006,-21919.044405066383,-11038.399304421986,-1246.6966304061118
0,-54117.99515536908,-54117.11285115847,-108227.58141531226,-77889645465831.1,-733214756779182.5,-748663324891167.5,-201682970872985.78,-29361.088915474367,-38826.7583372569,-22946.80377122305,-11343.964106850359,-1249.967040602157
1,-54060.15315583171,-54117.34623470352,-107711.47542243871,-6028091738.321463,-1097058584480.1754,-14484887119146.295,-3792382798118.594,-37409.26640324219,-45817.78089131451,-23966.26139845783,-11650.359649057993,-1253.2921217889414
5,-29611.13332341817,-29428.873715752296,-29020.789736589224,-58787.16937711453,-57014.17878576165,-113583.37264803472,-114005.70361750119,-59949.76267487591,-65605.53940131255,-18630.303181039973,-12879.332843065826,-1267.1323683637565
10,-23657.201717603864,-29575.09245519381,-29476.229643537936,-37415.09044479808,-37179.140464465105,-56077.793041576406,-56610.86103875671,-95783.85562936524,-34150.81595028496,-16233.607321217358,-14403.5812773441,-1285.6244585775078
15,-23597.7431247602,-23551.12467259625,-23218.18483217524,-27920.269200331564,-27850.819399181128,-37267.380090731254,-37429.64118051991,-56863.16850078028,100000.0,-18044.91079726721,-15882.318351586886,-1305.4090743486045
20,-19611.186127695397,-19505.727844320896,-19127.874280616255,-22319.85191895975,-22292.048044777435,-37237.0405376576,-37308.62679524444,-56667.9266810124,-51769.60393022296,-19278.58521283709,-17280.475305613312,-1326.4563658074487
