Time,traj,gen,theta
1.0,1.190000057220459,1.2261936711764747,-9.9999
2.0,1.207800030708313,1.2287136319342835,-9.9998
3.0,1.2036999464035034,1.2300342837854146,-9.9997
4.0,1.2003999948501587,1.2305047680636392,-9.9996
5.0,1.1979000568389893,1.2303786399226908,-9.9995
6.0,1.1883000135421753,1.229838147068648,-9.9994
7.0,1.1859999895095823,1.2290132097073752,-9.9993
8.0,1.1996999979019165,1.2279958157924682,-9.9992
9.0,1.1792999505996704,1.2268507123676784,-9.9991
10.0,1.2020000219345093,1.2256232273540775,-9.999
11.0,1.1859999895095823,1.2243449284754035,-9.9989
12.0,1.187600016593933,1.2230376825756366,-9.9988
13.0,1.184399962425232,1.2217165478656113,-9.9987
14.0,1.210800051689148,1.2203918232349338,-9.9986
15.0,1.2065999507904053,1.219070493463846,-9.9985
16.0,1.2089999914169312,1.2177572441888458,-9.9984
17.0,1.210199952125549,1.2164551720243821,-9.9983
18.0,1.2109999656677246,1.2151662796539142,-9.9982
19.0,1.2003999948501587,1.213891819843667,-9.9981
20.0,1.2063000202178955,1.2126325336992352,-9.998
21.0,1.1996999979019165,1.2113888151412482,-9.9979
22.0,1.197700023651123,1.210160824077974,-9.9978
23.0,1.1991000175476074,1.2089485640173905,-9.9977
24.0,1.212399959564209,1.2077519351078934,-9.9976
25.0,1.1822999715805054,1.206570770253336,-9.9975
26.0,1.216599941253662,1.205404859605295,-9.9974
27.0,1.204699993133545,1.204253967098822,-9.9973
28.0,1.2069000005722046,1.203117841558651,-9.9972
29.0,1.2031999826431274,1.2019962241121789,-9.9971
30.0,1.198799967765808,1.2008888530991157,-9.997
31.0,1.2098000049591064,1.1997954672896185,-9.9969
32.0,1.1995999813079834,1.1987158079641063,-9.9968
33.0,1.1928000450134275,1.1976496202299245,-9.9967
34.0,1.201300024986267,1.1965966538291752,-9.9966
35.0,1.211899995803833,1.1955566636088122,-9.9965
36.0,1.216599941253662,1.1945294097674548,-9.9964
37.0,1.192399978637695,1.1935146579565128,-9.9963
38.0,1.1956000328063965,1.1925121792872346,-9.9962
39.0,1.1973999738693235,1.1915217502776443,-9.9961
40.0,1.184499979019165,1.1905431527619328,-9.996
41.0,1.2075999975204468,1.1895761737768282,-9.9959
42.0,1.1937999725341797,1.1886206054356023,-9.9958
43.0,1.205600023269653,1.18767624479554,-9.9957
44.0,1.204200029373169,1.1867428937227373,-9.9956
45.0,1.190500020980835,1.1858203587570415,-9.9955
46.0,1.1943000555038452,1.1849084509791794,-9.9954
47.0,1.2094000577926636,1.1840069858802167,-9.9953
48.0,1.2137000560760498,1.1831157832346548,-9.9952
49.0,1.1958999633789062,1.1822346669772514,-9.9951
50.0,1.1787999868392944,1.181363465083166,-9.995
51.0,1.1926000118255615,1.1805020094525958,-9.9949
52.0,1.2059999704360962,1.1796501357985107,-9.9948
53.0,1.2039999961853027,1.1788076835389631,-9.9947
54.0,1.1999000310897827,1.1779744956920126,-9.9946
55.0,1.1901999711990356,1.1771504187749997,-9.9945
56.0,1.1953999996185305,1.176335302706775,-9.9944
57.0,1.1973999738693235,1.175529000713027,-9.9943
58.0,1.1852999925613403,1.1747313692353885,-9.9942
59.0,1.2101000547409058,1.1739422678429037,-9.9941
60.0,1.1985000371932983,1.173161559146763,-9.994
61.0,1.1721999645233154,1.172389108717681,-9.9939
62.0,1.1677000522613523,1.1716247850060313,-9.9938
63.0,1.181399941444397,1.170868459264625,-9.9937
64.0,1.1799999475479126,1.1701200054738479,-9.9936
65.0,1.1764999628067017,1.1693793002693837,-9.9935
66.0,1.1799999475479126,1.1686462228719847,-9.9934
67.0,1.1855000257492063,1.1679206550197705,-9.9933
68.0,1.1800999641418457,1.167202480902347,-9.9932
69.0,1.1864999532699585,1.1664915870972266,-9.9931
70.0,1.187800049781799,1.1657878625081537,-9.993
71.0,1.1765999794006348,1.165091198305447,-9.9929
72.0,1.1755000352859497,1.1644014878679059,-9.9928
73.0,1.1928000450134275,1.1637186267267623,-9.9927
74.0,1.1972999572753906,1.1630425125112822,-9.9926
75.0,1.1969000101089478,1.1623730448959861,-9.9925
76.0,1.17330002784729,1.1617101255494902,-9.9924
77.0,1.1894999742507937,1.1610536580848532,-9.9923
78.0,1.194599986076355,1.160403548011402,-9.9922
79.0,1.1851999759674072,1.159759702688035,-9.9921
80.0,1.1872999668121338,1.1591220312778887,-9.992
81.0,1.176200032234192,1.1584904447044266,-9.9919
82.0,1.180400013923645,1.157864855608608,-9.9918
83.0,1.1806000471115112,1.1572451783073916,-9.9917
84.0,1.186900019645691,1.1566313287536332,-9.9916
85.0,1.1690000295639038,1.15602322449692,-9.9915
86.0,1.1901999711990356,1.1554207846455142,-9.9914
87.0,1.1742000579833984,1.1548239298294902,-9.9913
88.0,1.173799991607666,1.1542325821650081,-9.9912
89.0,1.1704000234603882,1.153646665219327,-9.9911
90.0,1.1548000574111938,1.1530661039770678,-9.991
91.0,1.1615999937057495,1.152490824807245,-9.9909
92.0,1.1369999647140503,1.1519207554313198,-9.9908
93.0,1.087000012397766,1.1513558248920788,-9.9907
94.0,1.0247000455856323,1.1507959635233647,-9.9906
95.0,1.067199945449829,1.1502411029208872,-9.9905
96.0,1.055400013923645,1.1496911759132047,-9.9904
97.0,1.0707999467849731,1.1491461165344106,-9.9903
98.0,1.0570000410079956,1.1486058599965645,-9.9902
99.0,1.152400016784668,1.1480703426637717,-9.9901
100.0,1.1263999938964844,1.1475395020263193,-9.99
101.0,1.1627999544143677,1.1470132766756365,-9.9899
102.0,1.142899990081787,1.1464916062803923,-9.9898
103.0,1.1523000001907349,1.145974431562479,-9.989700000000001
104.0,1.1617000102996826,1.145461694274161,-9.9896
105.0,1.145400047302246,1.1449533371755933,-9.9895
106.0,1.1335999965667725,1.1444493040131931,-9.9894
107.0,1.1610000133514404,1.1439495394980383,-9.9893
108.0,1.1288000345230105,1.14345398928549,-9.9892
109.0,1.1644999980926514,1.1429625999547852,-9.9891
110.0,1.1490999460220337,1.1424753189894261,-9.989
111.0,1.1345000267028809,1.1419920947582511,-9.9889
112.0,1.156599998474121,1.1415128764963924,-9.9888
113.0,1.1368000507354736,1.1410376142873417,-9.9887
114.0,1.1497000455856323,1.1405662590451868,-9.9886
115.0,1.149899959564209,1.1400987624971322,-9.9885
116.0,1.146399974822998,1.139635077166929,-9.9884
117.0,1.1405999660491943,1.1391751563581636,-9.9883
118.0,1.169100046157837,1.1387189541385112,-9.9882
119.0,1.160099983215332,1.1382664253237635,-9.9881
120.0,1.159500002861023,1.1378175254628786,-9.988
121.0,1.1644999980926514,1.1373722108228606,-9.9879
122.0,1.1649999618530271,1.1369304383744918,-9.9878
123.0,1.169100046157837,1.1364921657779234,-9.9877
124.0,1.1540000438690186,1.136057351368919,-9.9876
125.0,1.1442999839782717,1.1356259541455813,-9.9875
126.0,1.122099995613098,1.1351979337549096,-9.9874
127.0,1.1618000268936155,1.134773250480066,-9.9873
128.0,1.121500015258789,1.134351865227785,-9.9872
129.0,1.1571999788284302,1.133933739516209,-9.9871
130.0,1.0219999551773071,1.1335188354628656,-9.987
131.0,1.1414999961853027,1.1331071157729298,-9.9869
132.0,1.0509999990463257,1.1326985437280257,-9.9868
133.0,1.1168999671936035,1.132293083174801,-9.9867
134.0,1.1483999490737915,1.1318906985142974,-9.9866
135.0,1.1238000392913818,1.1314913546911498,-9.9865
136.0,1.1318999528884888,1.13109501718327,-9.9864
137.0,1.1031999588012695,1.1307016519917568,-9.9863
138.0,1.1152000427246094,1.1303112256308907,-9.9862
139.0,1.1205999851226809,1.1299237051183866,-9.9861
140.0,1.1332000494003296,1.1295390579660989,-9.986
141.0,1.1332999467849731,1.129157252170728,-9.9859
142.0,1.1145000457763672,1.1287782562045265,-9.9858
143.0,1.1426000595092771,1.1284020390068008,-9.9857
