Time,traj,gen,theta
1.0,1.4962999820709229,1.5016673686808222,-0.999
2.0,1.50600004196167,1.5097691313462813,-0.998
3.0,1.475000023841858,1.5105934019162754,-0.997
4.0,1.514899969100952,1.5089197718516973,-0.996
5.0,1.4997999668121338,1.5067861227091424,-0.995
6.0,1.5083999633789062,1.504571953661254,-0.994
7.0,1.493399977684021,1.5023372854356232,-0.993
8.0,1.4947999715805054,1.5000925098145557,-0.992
9.0,1.4910999536514282,1.4978397078647454,-0.991
10.0,1.506999969482422,1.4955794273873038,-0.99
11.0,1.5388000011444092,1.4933119297532398,-0.989
12.0,1.5092999935150146,1.491037448833252,-0.988
13.0,1.4830000400543213,1.4887562543017607,-0.987
14.0,1.502400040626526,1.486468672791661,-0.986
15.0,1.473399996757507,1.4841750995984844,-0.985
16.0,1.4825999736785889,1.4818760085347187,-0.984
17.0,1.4702999591827393,1.4795719618387861,-0.983
18.0,1.437800049781799,1.4772636206413137,-0.982
19.0,1.4823999404907229,1.474951756096333,-0.981
20.0,1.46150004863739,1.472637261152446,-0.98
21.0,1.4859000444412231,1.4703211628621657,-0.979
22.0,1.4803999662399292,1.4680046350666094,-0.978
23.0,1.496000051498413,1.465689011220627,-0.977
24.0,1.4602999687194824,1.4633757970493315,-0.976
25.0,1.471400022506714,1.4610666826362406,-0.975
26.0,1.4853999614715576,1.4587635534467862,-0.974
27.0,1.4342999458312988,1.4564684996887214,-0.973
28.0,1.437399983406067,1.4541838233031106,-0.972
29.0,1.4846999645233154,1.451912041785337,-0.971
30.0,1.4144999980926514,1.4496558879486505,-0.97
31.0,1.4290000200271606,1.4474183046897868,-0.969
32.0,1.4306999444961548,1.4452024338025573,-0.968
33.0,1.4223999977111816,1.443011597931722,-0.967
34.0,1.424299955368042,1.4408492748790132,-0.966
35.0,1.4342999458312988,1.438719063682458,-0.965
36.0,1.419800043106079,1.4366246421955642,-0.964
37.0,1.4246000051498413,1.434569716300076,-0.963
38.0,1.39110004901886,1.432557961381317,-0.962
39.0,1.416100025177002,1.430592957261109,-0.961
40.0,1.417199969291687,1.4286781183789408,-0.96
41.0,1.3889000415802002,1.4268166215889155,-0.959
42.0,1.4156999588012695,1.4250113344389137,-0.958
43.0,1.416700005531311,1.4232647471495106,-0.957
44.0,1.3869999647140503,1.421578911661347,-0.956
45.0,1.3860000371932983,1.4199553910152545,-0.955
46.0,1.3349000215530396,1.418395221955301,-0.954
47.0,1.3492000102996826,1.416898893006991,-0.953
48.0,1.3907999992370603,1.415466339419703,-0.952
49.0,1.3652000427246094,1.4140969553556164,-0.951
50.0,1.3738000392913818,1.4127896226383894,-0.95
51.0,1.363700032234192,1.4115427543659096,-0.949
52.0,1.3769999742507937,1.4103543508247074,-0.948
53.0,1.3794000148773191,1.4092220645140645,-0.947
54.0,1.3669999837875366,1.408143270737362,-0.946
55.0,1.3797999620437622,1.407115140165611,-0.945
56.0,1.372099995613098,1.4061347100046264,-0.944
57.0,1.375300049781799,1.4051989508501646,-0.943
58.0,1.3730000257492063,1.4043048269310023,-0.942
59.0,1.3802000284194946,1.4034493481354293,-0.941
