cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.1599990741057003,0.19321866336684995,-0.03389485961632026,0.23095950357245226,0.06433498409198758,0.00011083665094975077,0.27381701748104237,-0.030088562000374543,-8.721753495932101e-05,-8.864726900835915e-08
