,1e-05,5e-05,0.0001,0.0005,0.001,0.005,0.01,0.05,0.1,0.5,1,5
-20,-662.0259557092367,-661.3159490096003,-661.2998708280129,-661.4628266156778,-661.9183892775865,-662.3537700850321,-660.7427717747264,-662.6069036950067,-663.3530867060265,-656.3901996452939,-656.8483928352181,123.40728910139487
-15,-662.6177804744474,-661.3744214538964,-661.3417385981371,-661.5087324951571,-661.9832448836095,-661.9041211510714,-660.8351799971133,-663.3459962961991,-662.295552346851,-656.6434630652764,-656.9511989156201,776.6866450376391
-10,-664.2116551686463,-661.532686437008,-661.4525676544658,-661.6249071686493,-662.1392238314501,-661.3450840065252,-661.054677007126,-663.2285377377616,-658.5966111462865,-656.8686499956094,-227.13291560631973,1483.1978882982216
-5,-671.042381761539,-662.2271990382355,-661.9088552614618,-662.0654089352743,-662.7047004514511,-661.2014670122654,-661.6131452273089,-660.286163499157,-657.1407956042777,-657.063030563176,-269.36422945621695,2089.2776610137666
-1,-694.466315405191,-664.6930077070477,-663.4339004249193,-663.4243216257677,-663.2130763436895,-662.300455640753,-662.0575376626431,-658.4865336745991,-657.4426258723988,-657.1972805507183,-305.82261773189003,2464.969716529638
0,-706.9606138388322,-666.758040365762,-664.1758152689235,-663.595376672419,-663.9795459563815,-662.1308687113947,-661.2752837247343,-658.405038728939,-657.5313791518507,-657.2281144013325,-315.2761501371934,2541.873597221853
1,-696.6226314485829,-665.0010850702881,-663.610772917334,-663.6489416880667,-664.1096161589927,-662.128074993224,-660.6660858594022,-658.3647159851879,-657.6128291603787,-657.2579428503659,-324.8593579176207,2611.769594830513
5,-671.1415707063973,-662.2295812317319,-661.8882106818534,-661.9321766587823,-662.3479794264751,-662.0459483465893,-661.0997021479768,-658.2929267132389,-657.8502843574021,-657.3671404478101,-364.4349491324899,2821.0024546361615
10,-664.2222192098769,-661.5237697563953,-661.4315000397744,-661.525690251503,-661.9161384848264,-661.7779027993321,-660.851764502981,-658.2544414273887,-657.9889050386579,-657.4835504084725,-416.4940034972533,2928.6927184049264
15,-662.6235525510764,-661.3670022467043,-661.3258849181474,-661.4371532174193,-661.8281300307004,-661.9525189977924,-660.6848492428444,-658.4815735983078,-658.0412346925199,-657.5806832231715,-470.95281082675695,2880.9518110982985
20,-662.0289930546651,-661.3098758624349,-661.2872071141868,-661.4075693827366,-661.8007984857641,-662.1278125401126,-660.7772062126548,-658.9767039756549,-658.084270290583,-675.5374078153094,-526.7576481063795,2702.0920932339804
