cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
-10.215652339128095,-57.81050701591082,-127.77673204330979,100.10542669209866,177.23874348464093,-8.612473217725137,-35.98171518349526,-52.062985248558824,21.886274667843573,8.634129426430198
