cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,x^5,px^4,x^4sin,p^2x^3,px^3sin,x^3sin^2,p^3x^2,p^2x^2sin,px^2sin^2,x^2sin^3,p^4x,p^3xsin,p^2xsin^2,pxsin^3,xsin^4,p^5,p^4sin,p^3sin^2,p^2sin^3,psin^4,sin^5,initial_theta,delta_theta
0.04013261779022281,0.05063038807381319,-0.04093800063187609,-13.444641991623326,0.0,-0.09573870860431523,-0.06415199601263406,-0.040541040339364565,2.6538891985449076,0.0,0.0,0.0,0.0,0.04711089385615393,0.0,-0.03256161749254095,0.04110622019311169,9.48381115681271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19054814601015915,0.06333412008621299,0.0,0.0,6.830662934219793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12639491488495005,-0.030791244866923785,0.0,0.0,0.0,-5.523757135413267,0.0,0.0,0.0,0.0,1.0,5e-05
