cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.022803798481607077,0.0,0.0,0.10587853572382067,0.058662484837852996,0.08522029231430729,0.02368159416727298,0.059885138745515994,0.0,-0.5493101089428488,0.34348761057911975,0.2545965026495484,0.12241122099931039,0.3095680087948053,0.125665640390933,0.08196793003448559,0.04370902840637573,0.0,0.0
