cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
2.5005004117486185,4.748248185090069,0.10010010834433382,0.0,-0.35035034696084694,0.0,-0.9999999954848486,0.0,0.0,0.0,-5.0,0.01
