cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
1.0000000664041433,6.000000042769728,0.20020019616213788,0.0,-0.3003003020427638,0.0,-1.0000000025800753,0.0,0.0,0.0
