cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
3.0022022614524073,2.9949950437064583,0.2202202084525932,0.0,-0.5005005035661595,0.0,-1.0000000020454671,0.0,0.0,0.0,-10.0,0.01
