cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
-1.0020025868667934,8.00250219750605,0.4004004456356666,0.0,-0.500500483058386,0.0,-0.9999999884838014,0.0,0.0,0.0,5.0,0.005
