cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.5999999405937145,5.999999961641647,0.2402402437234119,0.0,-0.3003002987444916,0.0,-0.9999999976442666,0.0,0.0,0.0
