cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
1.2002000341131531,4.7997996858284875,0.2002002110356754,0.0,-0.20020019542881992,0.0,-0.9999999921501525,0.0,0.0,0.0,-1.0,0.01
