cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.6022910296766868,4.481368589877697,0.23878006152146625,-0.019800638781222124,-0.15086453615976866,0.0,-1.0049285326076414,0.0,0.0,0.0
