cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.02190733832519331,0.0,0.0,0.10476922741381467,0.05832682971370883,0.08169968673994792,0.022484002805398612,0.056965927778067756,0.0,-0.5043756618058369,0.32732427850671025,0.2855488455320442,0.12073004983921765,0.2942912853701684,0.13981191336060442,0.07542903843682251,0.050364527930994586,0.0,0.0
