cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
2.2008008510128594,4.997998028766644,0.16016015533732458,0.0,-0.4004004019359913,0.0,-1.0000000014407746,0.0,0.0,0.0,-5.0,0.01
