cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
0.9205202152929406,4.999499304453523,0.5205205633926778,0.0,-0.5005004836241868,0.0,-0.9999999885242609,0.0,0.0,0.0,-1.0,0.005
