cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
0.9799783227893358,7.04003914684832,0.0200200305521887,0.0,-0.04004003641254232,0.0,-0.9999999622873278,0.0,0.0,0.0,1.0,0.1
