cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
-1.1547417697750293,1.7372599137763358,0.7110136845213406,-1.5789154330335742,-0.03892158405975731,-0.00514089867058647,-1.2932870995506185,0.08164622096352653,-0.005395172848411256,0.0,0.0,0.005
