t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,0.0,33.8389328932434,-3.6817969007810234,9.042998719620474,-19.876681817312427,-1.5107355773397202,0.08647684921285563,-28.71427611883004,36.228165593201155,-24.019191814126703,32.01209721836564,-32.63715860084362
0.01,0.001001001001001001,33.839609397484274,-3.681871260784202,9.043178288208427,-19.877080327301417,-1.5107675700541356,0.08647686638171234,-28.714852939930097,36.22888727204368,-24.01967383815946,32.01273612611563,-32.63781156959441
0.02,0.002002002002002002,33.84029829559434,-3.6819532606124494,9.043354742128606,-19.877479002960303,-1.5107893303191848,0.0864629958079721,-28.715425579979087,36.22962631734502,-24.0201617720739,32.01335677933044,-32.63845973985146
0.03,0.003003003003003003,33.84099959225283,-3.6820428861788512,9.043528078437078,-19.877877861159572,-1.5108008442054597,0.08643525627788319,-28.715994016529727,36.23038270756991,-24.020655617119747,32.013959160448735,-32.63910312538309
0.04,0.004004004004004004,33.84171329181657,-3.6821401226494026,9.043698294256798,-19.878276919135057,-1.5108020970286482,0.0863936659998916,-28.716558226624986,36.23115642112658,-24.021155375758628,32.014543251782456,-32.63974173937557
0.05,0.005005005005005005,33.842439398320735,-3.682244954443246,9.043865386779686,-19.878676194489966,-1.5107930733484136,0.08633824260541058,-28.717118186797823,36.231947436362695,-24.021661051662505,32.015109035513426,-32.64037559443001
0.06,0.006006006006006006,33.84317791547965,-3.682357365232894,9.04402935326869,-19.879075705196907,-1.5107737569674724,0.08626900314977745,-28.717673873070865,36.23275573156125,-24.022172649712118,32.01565649369001,-32.64100470255913
0.07,0.007007007007007007,33.84392884668756,-3.6824773379444435,9.044190191059869,-19.879475469599935,-1.5107441309308722,0.08618596411339619,-28.718225260956057,36.23358128493632,-24.02269017599548,32.01618560822386,-32.64162907518423
0.08,0.008008008008008008,33.84469219501949,-3.68260485475778,9.04434789756446,-19.87987550641659,-1.5107041775254677,0.08608914140306466,-28.718772325454243,36.23442407462884,-24.023213637806364,32.01669636088668,-32.6422487231321
0.09,0.009009009009009009,33.8454679632321,-3.6827398971067717,9.044502470270974,-19.88027583473995,-1.5106538782795966,0.08597855035348516,-28.719315041054724,36.23528407870226,-24.023743043642874,32.01718873330714,-32.64286365663205
0.1,0.01001001001001001,33.84625615376459,-3.6828824456794527,9.04465390674727,-19.880676474040698,-1.5105932139629568,0.08585420572895702,-28.71985338173475,36.23616127513815,-24.024278403205983,32.01766270696779,-32.643473885312936
0.11,0.011011011011011011,33.8470567687396,-3.6830324804182006,9.044802204642648,-19.88107744416916,-1.510522164586682,0.08571612172525028,-28.720387320958984,36.23705564183179,-24.02481972739814,32.01811826320209,-32.64407941820022
0.12,0.012012012012012012,33.847869809964166,-3.683189980519903,9.04494736168995,-19.881478765357407,-1.5104407094036212,0.08556431197165924,-28.720916831678895,36.23796715658759,-24.025367028321888,32.01855538319147,-32.64468026371313
0.13,0.013013013013013013,33.84869527893074,-3.6833549244361175,9.045089375707644,-19.881880458221307,-1.5103488269088192,0.08539878953323504,-28.72144188633213,36.238895797114566,-24.02592031927852,32.01897404796248,-32.64527642966179
0.14,0.014014014014014014,33.84953317681817,-3.683527289873222,9.045228244601942,-19.882282543762617,-1.5102464948402,0.08521956691319618,-28.721962456841823,36.23984154102171,-24.02647961476674,32.019374238384046,-32.64586792324449
0.15,0.015015015015015015,33.850383504492754,-3.683707053792561,9.045363966368901,-19.88268504337108,-1.5101336901794538,0.08502665605551624,-28.722478514615858,36.24080436581326,-24.027044930481374,32.01975593516473,-32.646454751044864
0.16,0.016016016016016016,33.85124626250932,-3.6838941924105835,9.045496539096542,-19.883087978826513,-1.5100103891531302,0.0848200683476878,-28.7229900305461,36.24178424888398,-24.0276162833121,32.020119118850126,-32.64703691902926
0.17,0.017017017017017015,33.85212145111234,-3.6840886811989737,9.045625960966962,-19.88349137230092,-1.5098765672339363,0.08459981462366208,-28.72349697500755,36.24278116751432,-24.02819369134219,32.02046376982028,-32.64761443254404
0.18,0.018018018018018018,33.85300907023708,-3.6842904948847797,9.045752230258472,-19.8838952463606,-1.5097321991422405,0.08436590516696334,-28.723999317857473,36.243795098865576,-24.02877717384729,32.020789868287224,-32.648187296312976
0.19,0.01901901901901902,33.85390911951076,-3.684499607450533,9.045875345347719,-19.884299623968257,-1.5095772588477876,0.08411834971397748,-28.724497028434474,36.24482601997491,-24.02936675129422,32.02109739429256,-32.6487555144347
0.2,0.02002002002002002,33.854821598253785,-3.684715992134367,9.045995304711832,-19.884704528485155,-1.5094117195716206,0.08385715745741437,-28.72499007555752,36.245873907750415,-24.02996244533981,32.02138632770513,-32.649319090380146
0.21,0.02102102102102102,33.85574650548099,-3.684939621430128,9.046112106930567,-19.885109983673225,-1.5092355537882147,0.08358233704994313,-28.72547842752492,36.24693873896602,-24.03056427882973,32.02165664821877,-32.649878026990116
0.22,0.022022022022022022,33.8566838399029,-3.6851704670874876,9.04622575068846,-19.885516013697224,-1.5090487332278233,0.0832938966080001,-28.725962052113236,36.24802049025643,-24.031172275797374,32.02190833535013,-32.65043232647281
