cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.0986379751390953,0.0,0.0,0.0,0.0,0.01917547794345964,0.0,-5.0,0.05
