cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.09440285510842424,0.0,0.0,0.0,0.0,0.10008589775313656,0.0,-1.0,0.01
