cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.02085530741725525,0.0,0.0,0.0,0.0,0.020015750600984417,0.0,-1.0,0.05
