cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.29960050199973415,0.0,0.0,0.0,0.0,0.020216506753222004,0.0,-15.0,0.05
