cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.10441195700506374,0.0,0.0,0.0,0.0,0.1010153751399985,0.0,-1.0,0.01
