cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,initial_theta,delta_theta
0.0,0.0,0.0,0.019376153024403008,0.0,0.0,0.0,0.0,0.01936394763009598,0.0,-1.0,0.05
