cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.0,0.0,0.0,0.17728838991912746,0.08040337912761825,0.0886751793946211,0.0,0.0,0.0,-0.10642442215303646,0.47631334376306317,0.5695873796219262,0.20755989780213052,0.28345565453464844,0.23165924788933265,0.07304717153567385,0.10649635465239943,0.0,0.0
