cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
2.5983469058730986,7.282433171667828,0.0,-0.8388824789926892,-0.5259014503751265,0.0,-1.1996949674438415,0.0,0.0,0.0
