cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3
0.0,0.0,0.0,0.0,0.11536881036980076,0.06613976564553767,0.074877707749438,0.0,0.0,0.0,-0.4740620425882918,0.3803993821245738,0.29257940077279965,0.15626370620116947,0.26429056881707386,0.16269707762051538,0.07939488704121424,0.07846900714016594,0.0,0.0
