cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,initial_theta,delta_theta
3.0020020085606456,2.9949950017300675,0.4004004000219922,0.0,-1.001001002939851,0.0,-1.0000000017454223,0.0,0.0,0.0,-5.0,0.005
