cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.7999999850708879,5.999999993579607,0.22022022131182645,0.0,-0.3003003000396733,0.0,-0.9999999999664232,0.0,0.0,0.0
