cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
-30.65231133272585,-20.504972908403907,0.0,28.449198464051197,0.0,0.0,6.473527596299109,0.0,0.0,0.0,-33.91603571024186,0.0,0.0,0.0,0.0,-24.17332545988414,0.0,0.0,0.0,0.0,0.0,-4.743796329339488,0.0,0.0,0.0,0.0,0.0,0.0
