cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6,initial_theta,delta_theta
0.0,0.0,0.0,0.0,0.0,0.0,0.07203310188930304,0.039973765299648224,-0.054352561669665525,0.0,-0.14170543752831263,0.0,0.044366896816499204,-0.04897328562940343,0.0,0.16085861743066399,0.03267689520152846,-0.038847893667723295,0.029255587640358655,-0.039302226407370244,0.07566551107118895,0.08997662975024368,-0.09602986394788207,0.06502182400778582,-0.032935393784396916,-0.04595537649969365,-0.09879720014564486,0.0,0.0,0.001
