cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
0.0,0.0,0.0,-32.152051380469835,0.0,0.0,-59.421131706375796,0.0,0.0,0.0,-40.973415946909476,0.0,0.0,0.0,0.0,-12.511355352348536,0.0,0.0,0.0,0.0,0.0,-1.4284103578643823,0.0,0.0,0.0,0.0,0.0,0.0
