cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6
0.0,0.0,0.0,-23.480013072718208,0.0,0.0,-38.78679052336657,0.0,0.0,0.0,-23.89088181115815,0.0,0.0,0.0,0.0,-6.514578470214202,0.0,0.0,0.0,0.0,0.0,-0.6640600325301552,0.0,0.0,0.0,0.0,0.0,0.0
