cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6,initial_theta,delta_theta
-0.1871476146302223,0.26594967196531444,0.060324466178060636,-0.32972075814558965,0.0,0.0,0.32182195854487183,0.0,0.07407447120361908,0.30510441501769586,-0.16852446385313388,0.14651469547673285,0.0,-0.12593076543402582,-0.12744254529748558,-0.13210655890290016,-0.20928039309087507,0.029428630967077755,0.11100156549169915,0.175824696634975,0.032150792218439576,0.05182920391172563,-0.1900219774374018,0.07229582131583116,0.10864565850238056,0.08659311354510162,0.0,0.0,-1.0,0.005
