cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,x^5,px^4,p^2x^3,p^3x^2,p^4x,p^5,x^6,px^5,p^2x^4,p^3x^3,p^4x^2,p^5x,p^6,initial_theta,delta_theta
-0.3754289982058833,0.4300921193044757,-0.045797158021370736,-0.4681160909510225,-0.1551365345766165,0.0,0.40081639071189334,0.0,0.27906560954546167,0.0845205128066131,-0.10088887993048863,0.0,0.0,0.0,0.0,-0.38508412752695315,-0.060930555212509244,0.0,0.031158158761199768,0.0,0.0,-0.06528496705051741,-0.0656020695402548,0.0609483139318673,0.0,0.0,0.0,0.0,-1.0,0.005
