t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
0.0,0.0,20.395757350164555,9.871215074000903,-25.556425504285823,36.0537513446349,-8.440522517969477,22.51880887292259,33.8386856488816,-13.201442055969107,31.810625690291467,6.1421533921524585,-14.027543961224433,-38.40785575487714,-32.030509285641166,-25.212154059801062,-12.993175394250772,-22.05472737657786,30.907907283676963,3.9698880140355706,14.000413706014895,10.899772566253835,-5.166063280348043,-27.872678576892834,-35.43308924854337,13.666102524053878,11.265342854194598,9.47077834032137,14.86690896429645,11.858829492031893,-18.474414962380106,-39.35206473407975,25.78427559137703,13.865341453349755
0.03,0.001001001001001001,20.39697870944081,9.871801559428048,-25.557961119741492,36.05591176861274,-8.441036380421608,22.520153979472095,33.840711731502736,-13.202240291619276,31.812529261890163,6.142517611746909,-14.028387986694169,-38.410166536520734,-32.032434491974534,-25.213671762735927,-12.99396085178378,-22.05605898260769,30.909755026313157,3.9701184783871715,14.001245272033723,10.900417172217054,-5.166380951173883,-27.87435360235938,-35.435221356510084,13.666913875034114,11.266012281831218,9.471340655528708,14.867800218112336,11.859538215887444,-18.47552993196417,-39.35442922324998,25.78581346129278,13.866165640439284
0.06,0.002002002002002002,20.398158624119755,9.872471276929305,-25.559539658437483,36.05805689954282,-8.441502635163271,22.521556968493872,33.84267291177593,-13.203067982580402,31.814429001669865,6.142926437862852,-14.029229043898905,-38.41238418540013,-32.03432457977622,-25.215180195635103,-12.994850731553973,-22.057375395175846,30.911660380728943,3.9704113580977305,14.002007549709695,10.900987738253253,-5.1667133013061495,-27.875998977955796,-35.437360631206076,13.667671515259597,11.2667542713662,9.471965518628783,14.868702110813249,11.860255346468023,-18.47662452897009,-39.35684249023123,25.78727355614157,13.866924321243003
0.09,0.003003003003003003,20.399297369024914,9.873224459595411,-25.56116128080785,36.060186259075245,-8.441921465477064,22.523017403612673,33.84456939678273,-13.203925112424365,31.81632476046914,6.143379786432241,-14.030067009944792,-38.414508732425396,-32.03617953171076,-25.21667895302291,-12.995845073210766,-22.05867685061001,30.913623292858095,3.970766788771442,14.002700672559714,10.901484222699818,-5.16706022682989,-27.877614425337047,-35.439507264997225,13.668375613586916,11.26756854086017,9.472652975981088,14.86961465911231,11.860980610606264,-18.4776984354442,-39.35930455750738,25.788655803846737,13.867617753688505
0.12,0.004004004004004004,20.40039520694162,9.87406136144858,-25.562826161277776,36.062299379847325,-8.442293018659916,22.524534838364342,33.84640137970653,-13.204811667038205,31.818216386990187,6.143877572276754,-14.030901756088506,-38.416540219731225,-32.0379993190842,-25.218167637895686,-12.99694387464166,-22.05996358413758,30.915643706106216,3.9711848993176364,14.003324751569947,10.901906611504685,-5.1674216419461585,-27.879199668363118,-35.44166145507154,13.66902631730836,11.268454828688972,9.47340308264797,14.870537867470821,11.861713746003938,-18.47875133861988,-39.36181543869021,25.789960127526477,13.868246167339066
0.15,0.005005005005005005,20.401452388665014,9.874982257332512,-25.564534488172246,36.06439580546956,-8.442617406139057,22.526108816228163,33.84816903982525,-13.205727634550742,31.82010372781266,6.144419709159497,-14.031733147795505,-38.41847870021924,-32.03978390173445,-25.219645861766285,-12.99814709172168,-22.06123583002219,30.91772156129021,3.97166581181526,14.003879875164312,10.902254918177318,-5.167797479000993,-27.880754433189924,-35.443823403575756,13.669623752060932,11.269412893398375,9.47421590235969,14.87147172821224,11.862454501257998,-18.479782930913675,-39.36437513846059,25.791186445578973,13.868809763268148
0.18,0.006006006006006006,20.40246915304392,9.875987442789434,-25.566286463619814,36.06647509051016,-8.442894703563477,22.52773887065624,33.84987254250103,-13.206673005247776,31.82198662740628,6.145006109833071,-14.032561044790953,-38.42032423712556,-32.04153322792612,-25.22111324469714,-12.999454638055708,-22.062493821696116,30.9198567965684,3.972209641383889,14.00436610916419,10.902529183749063,-5.168187688523045,-27.882278448358978,-35.445993317753,13.670168021733073,11.270442513548497,9.475091507473735,14.872416221629283,11.86320263589443,-18.480792909925192,-39.36698365250667,25.792334671777358,13.869308713941269
0.21,0.007007007007007007,20.403445727020475,9.877077233923618,-25.568082303451163,36.06853680047852,-8.44312495087077,22.52942452510024,33.85151203916682,-13.20764777147585,31.82386492814235,6.145636686084054,-14.033385301103216,-38.422076903613316,-32.04324723424948,-25.222569415321818,-13.00086638471393,-22.06373779188889,30.92204934736128,3.972816496061254,14.004783496739257,10.90272947674295,-5.168592239269921,-27.883771444885948,-35.448171410081514,13.670659208368843,11.271543487548357,9.476029978928265,14.873371316084107,11.86395792040985,-18.481780978440764,-39.36964096745938,25.793404715374468,13.869743163105031
0.24,0.008008008008008008,20.404382325665303,9.87825196725081,-25.569922237092044,36.07058051180801,-8.44330815232923,22.531165293035762,33.85308766731001,-13.208651927534522,31.82573847030438,6.146311348773967,-14.034205765099829,-38.42373678238987,-32.04492584552334,-25.22401401085499,-13.002382159960787,-22.064967972752346,30.92429914626291,3.9734864766872744,14.005132058349375,10.902855893152859,-5.169011118283287,-27.885233156348324,-35.45035789841453,13.67109737206934,11.272715633480939,9.477031406189571,14.874336968101591,11.86472013632089,-18.482746844440996,-39.37234706082546,25.794396481217248,13.8701132256831
0.27,0.009009009009009009,20.40527915220814,9.879511999532962,-25.57180650745014,36.07260581183853,-8.44344427655508,22.532960677984722,33.85459955045317,-13.209685469557119,31.82760709209791,6.147030007876752,-14.035022279515813,-38.425303965348384,-32.046568974701394,-25.225446677090797,-13.004001748977805,-22.066184595982342,30.926606122942943,3.974219676794609,14.005411791677464,10.902908556432019,-5.16944433095283,-27.886663318972328,-35.45255300612129,13.671482550891135,11.273958788919135,9.478095887193446,14.87531312245568,11.865489076221284,-18.483690221112216,-39.37510190091834,25.795309869870785,13.870418987678985
