t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.0,0.0,9.090117685743094,35.251413029069006,12.329271980819149,0.30641921240398823,-37.25695604056587,-3.245662735385246,-32.64108597842084,-31.0014952976192,29.959385798315655,-39.53463453587919,-28.075225297155928,16.894987179293462,-34.8414699335741,-11.792150846889031,-31.713977980500594,-29.418373965015086,-3.5271491612045023,29.590646792185,19.548526637936384,37.08115534010372,21.298219766103333,30.024833469943427,23.69198031287834,35.25132482423613,-27.75446594821861,-30.4608946220586,17.98205523830562,9.115031982562632,35.25659955272945,-18.955838092997244
0.03,0.001001001001001001,9.090656614256233,35.253521890379034,12.33000308907127,0.306436562071681,-37.25919862492027,-3.2458632601480937,-32.64305253765691,-31.003363754114382,29.961183181041132,-39.53701441285004,-28.076911965480274,16.895991842929064,-34.84356487230274,-11.79285941416137,-31.71588792426048,-29.42014822534529,-3.527361723558852,29.592420626837747,19.54969617016063,37.08337246769977,21.299490415401678,30.026633075799797,23.693399479176783,35.253436013289864,-27.75613656904374,-30.46272347912889,17.98313307161975,9.115570291545401,35.25870878917479,-18.956978450338944
0.06,0.002002002002002002,9.09123114824721,35.25565941863213,12.330733166878863,0.3064250943510739,-37.26145520860154,-3.2459903277108157,-32.64503861849221,-31.00526434955453,29.96289688523193,-39.53938195917193,-28.078563839445618,16.897083291719994,-34.84563272523374,-11.793665865790338,-31.71780354562942,-29.421967251024732,-3.5275087330594856,29.59414399078478,19.550861092589315,37.085560406748726,21.30076735177749,30.028431096475348,23.69477592501635,35.25555380218215,-27.757787962853094,-30.46456024290665,17.984282989657704,9.116073903313415,35.26087163719324,-18.958142204181275
0.09,0.003003003003003003,9.09184144779549,35.25782596747857,12.331462337816367,0.30638474961271656,-37.26372617862323,-3.2460438804989313,-32.64704401689,-31.007197579786393,29.96452702900448,-39.541737028978005,-28.080180725079277,16.89826153192574,-34.84767333650308,-11.794570558600281,-31.71972470412565,-29.42383148653071,-3.5275899614901602,29.59581718374928,19.552021426354074,37.08771931250466,21.302050552158878,30.030227703351766,23.69610954035678,35.25767821364783,-27.759419939694716,-30.466405562758272,17.985504720977563,9.11654275783011,35.26308840890188,-18.959329556763134
0.12,0.004004004004004004,9.092487681009699,35.260021898351354,12.33219072165649,0.3063154629104698,-37.26601192912256,-3.246023859865036,-32.649068527188064,-31.009163955555614,29.966073737681047,-39.54407947033419,-28.081762426258937,16.899526575001172,-34.84968654732093,-11.79557385191453,-31.721651258651708,-29.42574138770743,-3.527605170548404,29.597440516926262,19.553177194026354,37.089849336673225,21.303339994797998,30.032023065770584,23.69740022285338,35.259809282790194,-27.76103231171689,-30.46826010251802,17.986797987542083,9.116976803746091,35.265359409502096,-18.960540725391834
0.15,0.005005005005005005,9.093170024097533,35.26224758060503,12.33291843422576,0.30621716390810755,-37.268312861445175,-3.2459302058363986,-32.65111194194097,-31.01116400270748,29.967537143655814,-39.546409125133984,-28.083308744639677,16.900878437414846,-34.85167219590128,-11.796676107522126,-31.723583067327972,-29.427697422127945,-3.527554111808648,29.599014313023098,19.554328419617267,37.0919506274435,21.304635659419553,30.03381735096337,23.698647878013862,35.261947057249394,-27.76262489297269,-30.470124540856645,17.988162504474026,9.117375998417925,35.26768493725053,-18.961775942414267
0.18,0.006006006006006006,9.093888661431395,35.26450339165757,12.33364558725365,0.3060897768055616,-37.270629384225764,-3.245762856877189,-32.653174051755805,-31.01319826239597,29.968917386279852,-39.54872582899302,-28.08481947957626,16.90231714045364,-34.853630117389,-11.797877689631514,-31.72551998732793,-29.42970006946413,-3.5274365266843715,29.600538906312238,19.555475128579065,37.09402332952323,21.305937527374944,30.035610723981968,23.699852419358947,35.264091597366765,-27.764197499223023,-30.471999571659076,17.98959797980108,9.117740307925565,35.27006528343061,-18.963035455188653
0.21,0.007007007007007007,9.094643785609785,35.26678971713551,12.334372288215057,0.30593322026483344,-37.27296191346458,-3.2455217496652953,-32.65525464512144,-31.01526729130119,29.970214611765037,-39.55102941114345,-28.086294428040645,16.903842710013436,-34.855560143784224,-11.799178964810652,-31.72746187471541,-29.431749821865104,-3.5272521463891686,29.602014642696123,19.556617347808203,37.09606758417756,21.307245581802167,30.037403347628587,23.701013768586748,35.266242976345005,-27.76574994773808,-30.47388590441144,17.991104114190506,9.11806970708848,35.27250073232476,-18.964319526056745
0.24,0.008008008008008008,9.09543559751453,35.26910695102223,12.335098640165993,0.30574740733560135,-37.275310872599704,-3.2452068188836876,-32.65735350823108,-31.017371661855282,29.971428973106917,-39.55331969432814,-28.087733384534612,16.905455176375547,-34.8574621038641,-11.800580301913019,-31.729408584283927,-29.43384718434452,-3.527000691896642,29.603441879784278,19.557755105649925,37.0980835292712,21.308559807791625,30.039195382385593,23.70213185574102,35.26840128040439,-27.767282057097187,-30.475784264597674,17.992680600673605,9.118364179480583,35.274991561187235,-18.96562843231632
0.27,0.009009009009009009,9.096264306363862,35.271455495809484,12.335824741572285,0.30553224538055695,-37.27767669257513,-3.244817997026263,-32.65947042479823,-31.019511962476948,29.972560630026546,-39.55559649469473,-28.08913614099752,16.907154573968548,-34.85933582310186,-11.802082071988936,-31.731359969398444,-29.435992675177083,-3.5266818738990313,29.604820986982592,19.558888431904332,37.10007129931411,21.309880192557944,30.04098698634482,23.703206619383284,35.27056660893502,-27.76879364698697,-30.477695394105968,17.994327124360144,9.118623717444045,35.27753804021771,-18.96696246619378
