t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
0.0,0.0,16.084252109966084,-14.813074302117412,34.45153501258156,-29.17422217439056,-18.491484051604612,29.31657221269116,-25.982216053828253,0.8809709978971897,31.360606779341122,-11.850490046593363,-12.79554141842621,17.80769437602513,-19.101616451550832,-2.834767344125111,2.984713676392973,-22.139077215426777,20.893841478607147,15.665519885644422,-10.849342544777219
0.03,0.001001001001001001,16.08521715028633,-14.813970756267572,34.45359872937786,-29.175980507917078,-18.49259926827857,29.318327412497847,-25.98377719742109,0.8810173367505396,31.362486159078237,-11.85120985762208,-12.796314171296336,17.80876068219734,-19.10276702221476,-2.834946774138182,2.98488960376175,-22.140407947208438,20.895091911140717,15.666456329606417,-10.849996886026501
0.06,0.002002002002002002,16.086126073312542,-14.814787684555315,34.45564769435081,-29.177763853518854,-18.493692008299327,29.32009263306818,-25.985383885065527,0.8810860802759598,31.364317301950518,-11.85193396701757,-12.797083976066695,17.809822959554356,-19.103968065327855,-2.835122226519335,2.9851043610014654,-22.141764636386796,20.8963980669033,15.667354747303921,-10.850574688657355
0.09,0.003003003003003003,16.08697882443823,-14.815525141137538,34.45768180505301,-29.179572323396677,-18.494762222055844,29.321867939212428,-25.987036186617942,0.8811771304159162,31.36610049333212,-11.852662560592709,-12.797850994193544,17.81088135779477,-19.105219778305248,-2.8352934121682245,2.985358165042519,-22.143147360399205,20.897759918849864,15.668215308756718,-10.85107603772222
0.12,0.004004004004004004,16.087775358992904,-14.816183173892084,34.45970096238341,-29.181406033219577,-18.495809862423986,29.32365339204138,-25.988734177861154,0.8812903908391382,31.367836007920648,-11.853395815144895,-12.798615390858764,17.81193603066763,-19.106522359612658,-2.8354600420835268,2.9856512339476207,-22.144556195578247,20.899177434772014,15.669038184644132,-10.851501019227568
0.15,0.005005005005005005,16.08851564227182,-14.816761824281675,34.46170507054506,-29.183265102088615,-18.49683488481909,29.325449048790308,-25.990477940458945,0.8814257669336314,31.36952410971736,-11.8541338984532,-12.799377335055796,17.81298713596475,-19.10787600878413,-2.8356218273993545,2.9859837869568877,-22.14599121712225,20.90065057727405,15.669823546379225,-10.851849720063608
0.18,0.006006006006006006,16.089199649565714,-14.81726112722792,34.463694037005745,-29.18514965249942,-18.49783724724812,29.327254962640644,-25.992267561908516,0.8815831658002099,31.371165052011744,-11.854876969278529,-12.800136999674143,17.814034835516907,-19.10928092643715,-2.835778479420975,2.9863560445305963,-22.1474524990591,20.902179303745445,15.670571566186304,-10.852122227943012
0.21,0.007007007007007007,16.08982736619061,-14.817681110995176,34.465667772461686,-29.187059810303523,-18.498816910361406,29.329071182539305,-25.99410313549079,0.8817624962465301,31.372759077370276,-11.855625177366768,-12.800894561582444,17.81507929519395,-19.110737314285107,-2.835929709659939,2.986768228389502,-22.148940114203246,20.90376356632979,15.671282417181697,-10.852318631348526
0.24,0.008008008008008008,16.09039878751776,-14.818021797084132,34.467626190804104,-29.18899570466845,-18.499773837503998,29.33089775301565,-25.995984760218413,0.8819636687816079,31.374306417629203,-11.856378663454944,-12.801650201710181,17.816120684908775,-19.112245375147083,-2.836075229868754,2.987220561552626,-22.150454134105924,20.9054033118903,15.671956273457775,-10.852439019489495
0.27,0.009009009009009009,16.09091391900372,-14.818283200134971,34.469569209088796,-29.19095746803655,-18.500707994766653,29.332734713995986,-25.997912540781407,0.882186595610802,31.375807293891164,-11.857137559280345,-12.802404105128026,17.817159178625165,-19.11380531295489,-2.836214752075211,2.9877132683724126,-22.151994628998555,20.907098481971992,15.672593310170178,-10.85248348226718
0.3,0.01001001001001001,16.091372776220688,-14.818465327839963,34.47149674750863,-29.192945236082597,-18.501619351036446,29.334582100615613,-25.99988658749029,0.8824311906312472,31.377261916525537,-11.857901987592621,-12.80315646112686,17.818194954369467,-19.11541733275733,-2.8363479886165024,2.9882465745671603,-22.153561667729267,20.908849012760626,15.67319370362819,-10.852452110248853
0.32999999999999996,0.011011011011011011,16.09177538488704,-14.818568180865382,34.473408729368984,-29.194959147670065,-18.50250787804707,29.336439943028317,-26.00190701621663,0.882697369427719,31.378670485172364,-11.85867206216887,-12.803907463295493,17.819228194246104,-19.117081640721594,-2.8364746521732536,2.988820707250623,-22.155155317692557,20.910654835038507,15.673757631388256,-10.85234499465057
0.36,0.012012012012012012,16.092121780898186,-14.818591752782652,34.475305081066075,-29.196999344806166,-18.50337355042881,29.338308266213332,-26.003973948330824,0.8829850492689152,31.380033188749756,-11.859447887831672,-12.804657309597088,17.82025908445689,-19.118798444131837,-2.8365944558036027,2.9894358949586803,-22.15677564475203,20.91251587413728,15.674285272350584,-10.852162227328586
0.39,0.013013013013013013,16.092412010357723,-14.818536030008623,34.47718573206822,-29.19906597259552,-18.504216345758234,29.34018708977969,-26.00608751063706,0.8832941491041363,31.381350205464642,-11.860229560470124,-12.805406202444319,17.82128781532414,-19.120567951384785,-2.8367071129774595,2.990092367672972,-22.158422713156252,20.914432049887807,15.674776806858793,-10.85190390077932
0.42,0.014014014014014014,16.09264612960892,-14.818400991754904,34.47905061489993,-29.201159179192544,-18.50503624460757,29.342076427767964,-26.0082478353053,0.8836245895603503,31.3826217028268,-11.86101716706383,-12.806154348773255,17.822314581317556,-19.12239037198239,-2.836812337611084,2.99079035684139,-22.160096585447626,20.916403276567245,15.675232416802578,-10.8515701081478
