t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0.0,0.0,13.910757336993706,-23.918527097876115,8.175647587345933,-6.620392958398661,16.762165099144248,25.96932307231375,-17.952078677136498,-6.3268494261286525,12.983032831012391,-36.46189240992658,-3.5698359555290766,22.329919595083325,-8.81301713787816,24.875367573686336,24.437314679917062,-44.32777558539493
0.03,0.001001001001001001,13.91158398787461,-23.919970840695655,8.176130384857093,-6.62079370462098,16.763161649031417,25.970872498873252,-17.95315957324851,-6.327231940977755,12.98380967064845,-36.46408619027369,-3.570054998865106,22.331255677620184,-8.813549280691051,24.87685296771725,24.438780490966924,-44.33044227098836
0.06,0.002002002002002002,13.912370273822285,-23.92145395510064,8.176594819849095,-6.621204927061442,16.76412828281964,25.972405696525477,-17.954280430166882,-6.327572315550585,12.98460754747628,-36.46639673730727,-3.5702345137909877,22.332579820585536,-8.814052743454491,24.878345399117723,24.440314926630684,-44.33299261716634
0.09,0.003003003003003003,13.913115907266697,-23.92297642101159,8.17704076058667,-6.621626516165548,16.765064994557584,25.973922360653987,-17.955441160870926,-6.327870624405736,12.985426342752291,-36.46882348152644,-3.5703744205219525,22.333892083269635,-8.8145276805264,24.87984492688118,24.44191796080481,-44.33542650451618
0.12,0.004004004004004004,13.913820597507835,-23.92453821817763,8.177468068825744,-6.622058355583692,16.765971778942863,25.975422183624296,-17.956641674867804,-6.328126943549968,12.986265933440789,-36.471365822876926,-3.5704746435934687,22.33519252089162,-8.814974244639219,24.881351606749632,24.443589564560167,-44.337743824026155
0.15,0.005005005005005005,13.91448405089069,-23.92613932621961,8.177876599947561,-6.622500322168555,16.766848631295993,25.976904854682783,-17.957881878158425,-6.32834135057431,12.987126192187459,-36.47402313056604,-3.5705351118016067,22.336481184629577,-8.815392586906608,24.882865491050605,24.445329705750993,-44.33994447681243
0.18,0.006006006006006006,13.91510597098797,-23.927779724661814,8.178266203099591,-6.622952285973287,16.767695547536384,25.978370059866275,-17.95916167318703,-6.328513924797647,12.988006987291682,-36.476794742845854,-3.5705557581465572,22.337758121650626,-8.815782856829173,24.884386628529167,24.44713834860401,-44.34202837389626
0.21,0.007007007007007007,13.915686058790504,-23.929459392952275,8.178636721343093,-6.623414110250599,16.768512524160435,25.979817481922773,-17.960480958774447,-6.328644747417518,12.988908182677696,-36.47967996676582,-3.5705365197792984,22.33902337514112,-8.816145202299197,24.885915064175336,24.449015453288073,-44.34399543603179
0.24,0.008008008008008008,13.916224012905364,-23.93117831047159,8.178987991807265,-6.623885651452903,16.769299558221693,25.98124680024372,-17.96183963003497,-6.328733901667807,12.989829637864636,-36.48267807789626,-3.5704773379514045,22.340276984336974,-8.816479769604316,24.887450839047116,24.450960975464742,-44.34584559358417
0.27,0.009009009009009009,13.9167195297616,-23.932936456530268,8.17931984584988,-6.624366759233592,16.770056647313133,25.98265769080829,-17.963237578276846,-6.328781472983032,12.990771207935486,-36.48578832002405,-3.5703781579679865,22.341518984554174,-8.816786703430134,24.88899399008945,24.452974865820156,-44.34757878645817
0.3,0.01001001001001001,13.917172303823644,-23.934733810354526,8.179632109224311,-6.624857276449636,16.77078378955154,25.984049826140076,-17.964674690886415,-6.3287875491688546,12.991732743504983,-36.48900990482223,-3.5702389291437484,22.34274940721953,-8.817066146861698,24.890544549949407,24.4550570695787,-44.34919496407699
0.32999999999999996,0.011011011011011011,13.917582027812292,-23.936570351060546,8.17992460225283,-6.625357039165602,16.77148098356403,25.985422875276644,-17.96615085119592,-6.328752220578477,12.992714090686501,-36.49234201149502,-3.5700596047621462,22.34396827990169,-8.8173182413838,24.892102546787903,24.45720752599892,-44.35069408541122
