t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
0.0,0.0,-20.068784384927042,34.69185746349813,2.7857057292995617,21.00983525071508,-25.36851947841997,-4.781662361459543,-24.530384254513187,1.0334295153825754,-7.661472142555684,49.53025971957307,2.7045780705642626,-4.1220790143059975,-10.860475943915725,10.593122609825416,-23.74599466903711
0.03,0.001001001001001001,-20.069994543563205,34.69393671094,2.78586573334678,21.01109294045711,-25.370050484082892,-4.781949676691172,-24.531860291685447,1.033482921084804,-7.661936137754953,49.53322686667374,2.7047395514691117,-4.122330367353092,-10.861134627036451,10.593750050229994,-23.747422536310495
0.06,0.002002002002002002,-20.071196481252496,34.69596995341421,2.7859807488553807,21.012334500909777,-25.37158215152978,-4.782203914653878,-24.533320403927963,1.0336168778222636,-7.662351468219708,49.536099464698644,2.704925038300412,-4.122650609399663,-10.8617535838792,10.59442572537274,-23.748877586786907
0.09,0.003003003003003003,-20.07239002801665,34.69795735092578,2.7860506007793377,21.013559706580256,-25.373114629316575,-4.782425039558881,-24.534764803202258,1.033831263662706,-7.662718000770435,49.53887728432716,2.7051347666835235,-4.12303961091853,-10.862332693441086,10.59514975229906,-23.750359810309572
0.12,0.004004004004004004,-20.073575020892594,34.69989906184619,2.78607511958464,21.01476834336916,-25.37464806201646,-4.782613024018178,-24.53619369825474,1.0341259399195895,-7.663035612647727,49.54156011380441,2.705368970987315,-4.123497233131306,-10.862871843032789,10.595922245108559,-23.75186919090223
0.15,0.005005005005005005,-20.07475130389542,34.701795242953544,2.7860541412779956,21.015960208651354,-25.376182590206447,-4.782767849070919,-24.53760729458964,1.0345007511413753,-7.663304191488924,49.544147758702024,2.705627884329441,-4.124023328043981,-10.863370928296494,10.596743315019204,-23.75340570675927
0.18,0.006006006006006006,-20.075918727981158,34.70364604947234,2.7859875074426244,21.01713511135067,-25.377718350453897,-4.782889504210212,-24.53900579444486,1.0349555250884688,-7.663523635308084,49.54664004168947,2.7059117385838576,-4.124617738469994,-10.863829853223345,10.597613070423371,-23.754969330235408
0.21,0.007007007007007007,-20.077077151009586,34.70545163511254,2.7858750652812203,21.0182928720085,-25.37925547530281,-4.782977987410351,-24.540389396770568,1.0354900726980034,-7.663693852479533,49.549036802316586,2.706220764390588,-4.12528029804097,-10.864248530170448,10.598531616935677,-23.756560027835008
0.24,0.008008008008008008,-20.07822643770728,34.70721215210801,2.785716667666177,21.019433322846364,-25.380794093259944,-4.7830333051544915,-24.5417582972105,1.0361041880367052,-7.663814761725265,49.55133789680786,2.7065551911677517,-4.126010831205342,-10.8646268798775,10.599499057432414,-23.75817776020111
0.27,0.009009009009009009,-20.079366459631025,34.70892775125416,2.7855121731971395,21.02055630782236,-25.38233432878064,-4.783055472462788,-24.543112688085834,1.0367976482421077,-7.66388629210642,49.5535431978689,2.70691524712587,-4.126809153215107,-10.864964831483105,10.60051549208248,-23.759822482104244
0.3,0.01001001001001001,-20.08049709513183,34.710598581944645,2.785261446265941,21.021661682681632,-25.383876302254325,-4.78304451292098,-24.5444527583815,1.0375702134524234,-7.663908383019038,49.555652594505666,2.7073011592844543,-4.127675070100974,-10.865262322540822,10.60158101836969,-23.76149414243113
0.32999999999999996,0.011011011011011011,-20.081618229319638,34.712224792207145,2.7849643571289677,21.022749315000784,-25.385420129989672,-4.783000458709425,-24.54577869373486,1.0384216267254118,-7.66388098419431,49.55766599185675,2.707713153490893,-4.128608378636196,-10.865519299035002,10.602695731106364,-23.76319268417336
0.36,0.012012012012012012,-20.082729754028975,34.71380652873804,2.7846207819869893,21.0238190842263,-25.386965924199366,-4.782923350632565,-24.54709067642666,1.03935161394662,-7.663804055703468,49.55958331103923,2.7081514544416416,-4.129608866289406,-10.865735715396445,10.603859722438099,-23.764918044416188
0.39,0.013013013013013013,-20.083831567785577,34.715343936935945,2.784230603072466,21.024870881706992,-25.38851379298448,-4.7828132381488,-24.54838888537411,1.040359883727401,-7.663677567967487,49.56140448900833,2.708616285705731,-4.130676311166789,-10.865911534517931,10.605073081839643,-23.766670154327493
0.42,0.014014014014014014,-20.084923575774223,34.71683716093398,2.783793708744343,21.025904610720467,-25.39006384031838,-4.782670179400731,-24.549673496126037,1.0414461272931577,-7.663501501771718,49.56312947843128,2.7091078697505977,-4.131810481943959,-10.866046727769625,10.606335896101818,-23.76844893914712
0.44999999999999996,0.015015015015015015,-20.086005689807845,34.718286343630744,2.783309993590317,21.02692018649366,-25.391616166030225,-4.782494241245738,-24.55094468086,1.0426100183622804,-7.663275848285567,49.56475824757557,2.7096264279702473,-4.133011137787923,-10.86614127501442,10.607648249309422,-23.77025431817668
0.48,0.016016016016016016,-20.087077828298057,34.7196916267199,2.7827793585365597,21.027917536217444,-25.393170865787976,-4.7822854992868455,-24.55220260838126,1.0438512130162945,-7.663000609087305,49.56629078021192,2.7101721807157615,-4.134278028269546,-10.866195164623198,10.609010222810076,-23.772086204769927
0.51,0.017017017017017015,-20.08813991622718,34.721053150718205,2.7822017109648476,21.02889659905533,-25.39472803108096,-4.782044037903819,-24.55344744412354,1.0451693495617522,-7.66267579619408,49.56772707553206,2.710745347328151,-4.135610893266946,-10.866208393490039,10.610421895173987,-23.773944506323932
0.54,0.018018018018018018,-20.08919188512191,34.72237105499209,2.7815769648370523,21.029857326146267,-25.396287749201964,-4.781769950284417,-24.55467935015143,1.0465640483844472,-7.662301432097163,49.5690671480815,2.7113461461735655,-4.137009462860282,-10.86618096704739,10.611883342144605,-23.77582912427113
0.57,0.01901901901901902,-20.09023367302865,34.72364547778249,2.7809050408269163,21.03079968060159,-25.397850103228887,-4.781463338455748,-24.555898485164416,1.0480349117965535,-7.661877549802479,49.57031102770745,2.711974794680868,-4.138473457218397,-10.866112899281166,10.61339463658016,-23.777739954072448
0.6,0.02002002002002002,-20.091265224490627,34.72487655622807,2.7801858664590267,21.031723637496096,-25.399415172005938,-4.781124313315625,-24.557105004502382,1.0495815238773274,-7.661404192876396,49.57145875952189,2.712631509381575,-4.140002586477844,-10.866004212745805,10.614955848386101,-23.779676885211632
0.63,0.02102102102102102,-20.092286490526853,34.72606442638658,2.7794193762548844,21.032629183853295,-25.400983030124426,-4.780752994663854,-24.55829906015254,1.0512034503080383,-7.660881415496774,49.572510403879896,2.713316505952176,-4.141596550614792,-10.865854938579233,10.616567044438435,-23.781639801191
0.6599999999999999,0.022022022022022022,-20.093297428612956,34.72720922325439,2.778605511885946,21.03351631862483,-25.402553747903134,-4.780349511233343,-24.559480800757665,1.0529002382018273,-7.660309282509221,49.57346603637314,2.714029999258831,-4.1432550393103655,-10.865665116517732,10.61822828849802,-23.783628579528735
0.69,0.023023023023023025,-20.09429800266396,34.728311080784096,2.777744222333496,21.03438505266408,-25.40412739136835,-4.779914000720935,-24.560650371625588,1.0546714159292194,-7.659687869488506,49.57432574783857,2.7147722034044537,-4.144977731809989,-10.865434794910689,10.619939641115826,-23.785643091757898
0.72,0.024024024024024024,-20.095288183019026,34.729370131900076,2.7768354640551958,21.03523540869401,-25.40570402223352,-4.7794466098178505,-24.56180791473981,1.056516492940047,-7.659017262805029,49.57508964438218,2.715543331778187,-4.146764296777315,-10.865164030735158,10.621701159529247,-23.787683203427406
0.75,0.025025025025025023,-20.09626794642816,34.73038650851201,2.7758792011581304,21.036067421269188,-25.407283697878682,-4.778947494239623,-24.56295356877121,1.0584349595825682,-7.658297559696263,49.57575784741773,2.7163435971072696,-4.148614392143343,-10.864852889610233,10.62351289754951,-23.78974877410506
0.78,0.026026026026026026,-20.097237276040953,34.73136034152621,2.774875405578153,21.036881136732084,-25.40886647132957,-4.778416818755397,-24.564087469090733,1.060426286920592,-7.657528868343025,49.576330493720235,2.7171732115113025,-4.15052766495136,-10.864501445811136,10.625374905440284,-23.791839657382862
0.8099999999999999,0.02702702702702703,-20.098196161397297,34.73229176085474,2.77382405726532,21.0376766131636,-25.410452391236582,-4.777854757216454,-24.565209747782955,1.0624899265494505,-7.656711307950435,49.57680773549411,2.718032386558913,-4.152503751198344,-10.864109782283,10.627287229787562,-23.79395570088481
0.84,0.028028028028028028,-20.099144598420075,34.73318089542221,2.77272514437517,21.038453920327864,-25.41204150185359,-4.777261492583831,-24.566320533660498,1.064625310411679,-7.655845008833398,49.57718974045558,2.718921333326822,-4.154542275673493,-10.863677990654264,10.62924991336095,-23.796096746277303
0.87,0.029029029029029027,-20.100082589409855,34.7340278731702,2.7715786634656,21.039213139611302,-25.41363384301669,-4.776637216954881,-24.56741995227917,1.0668318506132959,-7.654930112506406,49.57747669192924,2.719840262461317,-4.156642851794568,-10.863206171249592,10.631262994966457,-23.79826262928243
0.8999999999999999,0.03003003003003003,-20.101010143041478,34.73483282105925,2.770384619699056,21.039954363956,-25.415229450122926,-4.775982131588614,-24.56850812595376,1.069108939241593,-7.653966771777466,49.577668788958306,2.720789384242124,-4.158805081442739,-10.862694433102275,10.633326509290963,-23.800453179694212
0.9299999999999999,0.031031031031031032,-20.10192727436255,34.73559586506828,2.769143027049741,21.040677697787363,-25.4168283541091,-4.775296446929669,-24.569585173774403,1.0714559481853698,-7.652955150845909,49.57776624642826,2.721768908648687,-4.1610285547966575,-10.862142893965986,10.635440486738476,-23.802668221398083
0.96,0.03203203203203203,-20.10283400479377,34.73631713019143,2.767853908515522,21.041383256936108,-25.418430581430734,-4.774580382630745,-24.570651211623467,1.073872228958568,-7.651895425403826,49.57776929520354,2.72277904542885,-4.163312850166478,-10.861551680325825,10.63760495325838,-23.804907572393724
0.99,0.03303303303303303,-20.103730362131046,34.73699674043223,2.7665172963341957,21.04207116855455,-25.42003615404125,-4.77383416757331,-24.571706352192837,1.0763571125282776,-7.650787782740876,49.577678182276685,2.7238200041699385,-4.16565753382858,-10.860920927408534,10.63981993016585,-23.80717104482147
1.02,0.03403403403403403,-20.104616380549256,34.73763481879499,2.765133232203748,21.04274157102727,-25.42164508937148,-4.773058039886427,-24.572750705001543,1.0789099091481091,-7.649632421852146,49.57749317092966,2.7248919943722387,-4.168062159861738,-10.860250779191782,10.642085433954612,-23.809458444992426
