t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
0.0,0.0,-31.85893102931506,1.8587135186451227,-12.425197024308753,18.898528368921475,31.86703692291544,-9.745983063296917,-13.986458666013904,19.378800314113285,8.674393986354236,-6.2462055911685015,-27.05737460947583,-12.224898763798043,33.582521580850276,23.81758355668953,31.26723854208068,-5.949962513928804,9.75168505541793,26.818804042230216,-12.767107218838536,16.193207812384003,-15.962718403878528,-23.9471960473779,27.052627770287128,12.289146154255587,7.959110578593783,-16.070630268044205,-30.169362375645132,-19.59187980986299,33.36164182480992,27.94282368892849,-31.202287300144285,-29.824834982305543,-30.4711821303386,-29.195350595802225,31.275006285437893
0.03,0.001001001001001001,-31.860849039012272,1.858817069734641,-12.425942886274186,18.899655027790253,31.8689421956054,-9.746572114449538,-13.987302492827116,19.379954864290806,8.67490753714974,-6.24658602209811,-27.059006463453365,-12.225635062824072,33.58453652361009,23.81900770795148,31.26910531967331,-5.950320149753228,9.752260947048725,26.82040622119073,-12.767877956195838,16.1941701684394,-15.963681982106708,-23.948639755694185,27.054249728502246,12.289879411843735,7.959579495186687,-16.07160141410079,-30.171181266190633,-19.59306079882816,33.36363553901223,27.94449266114702,-31.204160841286715,-29.826632035533617,-30.473016905156392,-29.197105137516584,31.276881514496246
0.06,0.002002002002002002,-31.862752058525928,1.8588829675992178,-12.42665366082108,18.900930653073704,31.870897827504667,-9.747208112849279,-13.988113004698842,19.381166273600293,8.675274779811405,-6.246872015821325,-27.060613243051684,-12.226419229669279,33.58648477565392,23.820350953865244,31.270998479578825,-5.950667263594017,9.752875393511864,26.821908469880167,-12.768542958127908,16.195065386212104,-15.964699734084363,-23.950039026757555,27.055848912879057,12.290672377247937,7.959982468415849,-16.072703261818873,-30.173004032108953,-19.594121013044283,33.365517379378154,27.94615270072452,-31.206008796387724,-29.82845219949821,-30.474877497519074,-29.198815932255712,31.278862851068393
0.09,0.003003003003003003,-31.864640366515392,1.8589112382870518,-12.427329428462258,18.90235523719707,31.87290356689708,-9.747891108727654,-13.988890024626341,19.382434464261255,8.675495757337815,-6.247063699236501,-27.062195091850093,-12.227251238899692,33.58836631552752,23.8216133156184,31.27291794164482,-5.951003717760417,9.753528784313183,26.82331059444825,-12.769102441424254,16.195893670140943,-15.96577165696181,-23.951393798349514,27.05742551324009,12.291525132066173,7.960319478220153,-16.073935859295723,-30.174830584511017,-19.5950604464497,33.367287529111955,27.947803601669087,-31.207830935279816,-29.83029548038077,-30.476763342277863,-29.200483139019454,31.28094982941865
0.12,0.004004004004004004,-31.866514232934165,1.8589018765240883,-12.427970254557774,18.90392878526162,31.87495917215869,-9.748621146030432,-13.989633369441776,19.38375936326202,8.67557050655152,-6.2471611933311815,-27.063752137099318,-12.228131018475567,33.590181120853245,23.82279482171876,31.274863651060127,-5.951329359693014,9.754221505902128,26.824612400994997,-12.769556595368842,16.196655193436253,-15.966897775834768,-23.952704013844503,27.05897966739708,12.292437774656328,7.960590503163915,-16.07529926951646,-30.176660842424962,-19.59587907996099,33.36894614563639,27.949445138466537,-31.20962701666344,-29.832161908870464,-30.478673854815096,-29.20210692248159,31.28314197367188
0.15,0.005005005005005005,-31.868373918978698,1.8588548457852017,-12.42857618931292,18.905651314578222,31.877064411693908,-9.749398262470603,-13.990342849737178,19.385140902237605,8.675499057849763,-6.247164613131151,-27.065284489870447,-12.229058449753643,33.59192916820697,23.823895507862236,31.27683557821621,-5.9516440219614575,9.754953941842789,26.82581369524388,-12.769905581391663,16.19735009796377,-15.968078143646835,-23.95396962185753,27.060511460963717,12.293410420103353,7.960795520481678,-16.07679356998808,-30.178494732596384,-19.596576881340994,33.370493360384856,27.95107706615013,-31.211396787997455,-29.83405153987409,-30.480608431022542,-29.203687452874647,31.28543879761326
0.18,0.006006006006006006,-31.870219677028853,1.858770078389798,-12.429147267778555,18.907522854105803,31.879219063861445,-9.750222489576867,-13.991018269760978,19.386579017327826,8.675281435011511,-6.247074067668828,-27.066792245184622,-12.230033367495865,33.59361043299931,23.824915416820716,31.278833718579047,-5.951947522267191,9.755726472971139,26.826914282267587,-12.770149532755783,16.197978494119788,-15.969312841100505,-23.95519057591816,27.06202092716581,12.294443200167066,7.960934506155319,-16.07841885234911,-30.180332189293505,-19.59715380508002,33.371929278637104,27.95269912037024,-31.213139985398932,-29.835964452222512,-30.482566447293724,-29.20522490589331,31.28783980448904
0.21,0.007007007007007007,-31.872051750579775,1.8586474756216347,-12.429683509853751,18.909543443794348,31.88142291688993,-9.751093852737629,-13.991659427286233,19.38807364901526,8.674917655061003,-6.246889659970884,-27.068275482123667,-12.23105555988491,33.59522488936106,23.825854598349864,31.280858092571208,-5.952239663451028,9.756539477538503,26.827913966266525,-12.770288554279018,16.198540460697203,-15.970601976576583,-23.95636683417105,27.063508046648295,12.295536263210444,7.961007435023696,-16.080175221954494,-30.182173154117223,-19.59760979229014,33.37325397939791,27.954311017464264,-31.21485633355241,-29.837900748373464,-30.484547260530707,-29.206719462616284,31.290344486809342
0.24,0.008008008008008008,-31.873870374164856,1.8584869078727395,-12.430184920290742,18.911713133832045,31.883675768782986,-9.752012371240427,-13.992266113450656,19.3896247419427,8.674407728188173,-6.246611487064989,-27.06973426392181,-12.23212476854688,33.59677251003282,23.826713109116945,31.282908745463917,-5.95252023350544,9.757393331341227,26.82881255040032,-12.770322722089569,16.199036044742048,-15.971945686061835,-23.957498359103276,27.0649727472788,12.296689774108202,7.961014280925126,-16.082062797435196,-30.18401757581607,-19.59794477061254,33.374467515317974,27.955912454527034,-31.21654554562882,-29.83986055411038,-30.486550208165884,-29.208171309446335,31.292952326153888
0.27,0.009009009009009009,-31.87567577326961,1.8582882148114033,-12.43065148870221,18.914031983796,31.885977427213533,-9.752978058306805,-13.992838112568522,19.391232244709638,8.673751657726394,-6.24623964000563,-27.07116863803865,-12.233240688581704,33.59825326625887,23.82749101264864,31.284985747278736,-5.952789005591464,9.758288407836543,26.82960983667251,-12.770252083415047,16.19946526140018,-15.973344133084677,-23.95858511729864,27.06641490394757,12.297903914135519,7.9609550168729815,-16.084081710232017,-30.18586541010606,-19.598158654137883,33.37556991265675,27.95750310948203,-31.21820732321419,-29.84184401823707,-30.48857460819921,-29.2095806380683,31.295662792981624
