t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
0.0,0.0,15.639521632471654,-31.62896055683548,-8.174665820670473,-24.864327829898393,-34.582559050898524,-21.01475580262664,-7.317265628152587,33.12657080782684,12.194079832460222,-33.49827437969213,-7.20247819636771,-0.4460015104956583,-23.008087918499125,-34.73831271572169,8.636682212069838,43.16665676305889,42.37363403519533,-34.671191619803665,41.10546116850433,37.81152013624195,-8.161212926315784,20.508312977237242,-6.614137553338321,-9.351791562045602,34.28499238131401,4.687576357527572,-10.596117509098969,-11.054126463416482,-29.999350973226633,35.320154464897115,42.073012593301996,-24.88895608238291,-6.478117278721015,13.351363525064299,6.990741423292241,-11.992922168918309,13.42866956643245,31.285417740657977,-17.002438690135243,-4.8791858247615965,-18.120196858404185,-8.413155403951524,-8.009132468118873,-22.350135970009628,25.16404948655753,2.3179555895961244,3.9940351235003577,-22.967441824203238,18.509577392901814
0.03,0.001001001001001001,15.640452777885454,-31.63085975866461,-8.175161371778273,-24.86582033282883,-34.5846375654312,-21.016019779593123,-7.317707595168441,33.12855336568299,12.194805132072094,-33.500293201104924,-7.202913948685394,-0.44603086504772016,-23.00947565659975,-34.74040333605264,8.637197705899993,43.16923850848072,42.376170384439014,-34.67327384005951,41.10792434020852,37.8137835417126,-8.16170656697642,20.50953415116269,-6.614542263615661,-9.35236158021861,34.287040453598685,4.68785610472592,-10.596755470735648,-11.054794502575556,-30.00115539086561,35.322268902422785,42.075534282671796,-24.89045465123841,-6.478514262912231,13.352162661442216,6.991156319721943,-11.993645379201247,13.429469253011092,31.287287669554352,-17.00346167806273,-4.879483920552212,-18.12128888911763,-8.413667149180931,-8.009618959366046,-22.351483652599295,25.165556652611627,2.3180939090651647,3.9942702462863435,-22.96882255941162,18.51068238838766
0.06,0.002002002002002002,15.641498352665307,-31.63274532937654,-8.175718979027696,-24.867238728347402,-34.58681262592283,-21.017244533622527,-7.318073900342986,33.13052407209159,12.195547722318276,-33.50227577504203,-7.203411684766819,-0.4461342914509003,-23.010919892357528,-34.742437073270736,8.637768844819465,43.171906803318485,42.378759383273966,-34.67533707608976,41.11033694609683,37.81604512030902,-8.162217708986947,20.51068769219055,-6.61511583904451,-9.352888728208518,34.28923852887285,4.688067997751099,-10.597447673541676,-11.055473313937279,-30.002894827628698,35.32432991072556,42.07809595612976,-24.89201229143206,-6.478889083677478,13.353050003954413,6.991556706676815,-11.9943675684499,13.430199820757611,31.2891558705263,-17.004447706711417,-4.879808442485054,-18.122397136268198,-8.414202532438173,-8.010156775317476,-22.352738751986784,25.166912479061622,2.3181878096370734,3.994605800660148,-22.97024194055654,18.511859011851115
0.09,0.003003003003003003,15.642658280683337,-31.634617205622256,-8.17633861270773,-24.86858278381299,-34.58908448360926,-21.01843010509557,-7.318364260309666,33.132482698521095,12.196307889835595,-33.50422228439038,-7.203971370596929,-0.4463118780993347,-23.012420960740638,-34.74441397547975,8.638395468346191,43.17466148896552,42.38140121585825,-34.67738151881357,41.112698525983,37.818304628497444,-8.162745965581564,20.51177348678339,-6.615857939801461,-9.353373043386435,34.2915867267008,4.688211963632517,-10.598194404267762,-11.056163028250458,-30.00456929729595,35.326337400287954,42.080698076603,-24.89362837429944,-6.479241514256989,13.354025820955046,6.99194260279227,-11.995088450377887,13.430861095077516,31.291022505649913,-17.005397134974455,-4.88015924088831,-18.123521861370975,-8.414761336001396,-8.010745842845965,-22.35390124762817,25.1681169596123,2.318237534594496,3.9950416393770887,-22.971700135272464,18.513106870420437
0.12,0.004004004004004004,15.643932514234875,-31.636475341268536,-8.177020233718835,-24.86985230501517,-34.59145338520085,-21.019576513808836,-7.318578424931946,33.13442903034029,12.19708589756179,-33.506132902056045,-7.204592991213893,-0.4465637054377884,-23.013979204493673,-34.74633408002807,8.639077404356263,43.1775023714933,42.384096054335316,-34.67940733502575,41.11500865864587,37.82056183058561,-8.163290924245938,20.51279141165184,-6.616768204342858,-9.353814545712169,34.29408517196816,4.688287932319591,-10.598995956309441,-11.056863787272892,-30.006178824553146,35.32829128812782,42.083341123251834,-24.895302258030192,-6.479571324016953,13.355090390487062,6.9923140209988635,-11.995807732515054,13.431452866144262,31.292887742786572,-17.006310312251976,-4.880536166651987,-18.12466335103905,-8.4153433494729,-8.011386078079974,-22.354971132768927,25.169170091962155,2.3182433255058474,3.995577643599,-22.97319730700739,18.51442552951331
0.15,0.005005005005005005,15.645321033851259,-31.638319707371263,-8.177763793266198,-24.871047135955486,-34.593919572942426,-21.02068375888308,-7.318716177112041,33.13636286681821,12.197881984857668,-33.50800779111497,-7.205276550606086,-0.4468898457337446,-23.015594974065756,-34.74819741339183,8.639814469198543,43.180429221125536,42.38684405831565,-34.681414667505926,41.117266961815375,37.82281649881038,-8.163852147027537,20.513741333814192,-6.617846248861916,-9.354213237827027,34.296733994358824,4.688295836589898,-10.599852629592295,-11.057575743702692,-30.007723445189995,35.33019149774574,42.08602559147337,-24.897033287312002,-6.479878278403387,13.356243999985452,6.9926709685551955,-11.9965251162045,13.431974888902642,31.294751755732857,-17.007187578688974,-4.880939071187116,-18.125821916947952,-8.415948369710838,-8.012077386655324,-22.355948414163883,25.1700718779449,2.318205422269926,3.996213722875606,-22.97473361507236,18.515814512854778
0.18,0.006006006006006006,15.646823848112781,-31.640150292149002,-8.178569232521856,-24.87216715863384,-34.59648328465459,-21.021751818671486,-7.318777332639726,33.13828402112254,12.19869636760662,-33.509847104965715,-7.206022071580081,-0.44729036282725243,-23.01726862751683,-34.75000399106053,8.640606467809825,43.18344177166817,42.389645374325305,-34.683403635131434,41.119473092163076,37.82506841341862,-8.164429170856536,20.51462311066527,-6.619091666657397,-9.354569105136166,34.299533327795494,4.688235611969275,-10.600764730438609,-11.058299061112258,-30.009203206303518,35.33203795909773,42.088751992896405,-24.898820792987948,-6.480162138901706,13.35748694594013,6.9930134470673195,-11.997240296610423,13.432426883053544,31.2966147243652,-17.00802926542657,-4.8813678063903,-18.12699789580629,-8.416576200754655,-8.012819663946585,-22.356833111809102,25.170822323732324,2.318124063159327,3.9969498151159386,-22.976309214686047,18.517273302490956
0.21,0.007007007007007007,15.64844099346137,-31.641967100956528,-8.179436482255701,-24.873212292840474,-34.59914475375637,-21.022780650667585,-7.3187617400814,33.14019232031672,12.199529238291744,-33.51165098748422,-7.206829595599633,-0.4477653118583411,-23.019000530401964,-34.75175381742519,8.641453193830404,43.18653971989676,42.39250013522167,-34.68537433299443,41.1216267452979,37.82731736274146,-8.165021507877189,20.515436590054914,-6.620504027415484,-9.35488211588047,34.302483309843225,4.688107196663931,-10.60173257141523,-11.059033913884953,-30.010618166506507,35.33383060859342,42.09152085536681,-24.900664091728274,-6.480422663002011,13.358819533517636,6.993341452494738,-11.99795296273695,13.432808533020372,31.298476834779102,-17.00883569486663,-4.881822224613515,-18.1281916493322,-8.41722665374447,-8.013612795278007,-22.357625258686028,25.171421440098865,2.3179994848627117,3.9977858865502243,-22.9779242570145,18.518801338799644
0.24,0.008008008008008008,15.650172534012453,-31.643770156258018,-8.1803654624354,-24.87418249595409,-34.60190420926927,-21.02377019141261,-7.31866928070941,33.14208760535591,12.200380766050882,-33.51341957318058,-7.207699182595518,-0.4483147389718237,-23.02079105563356,-34.75344688566873,8.642354429719962,43.18972272490306,42.395408459576736,-34.687326832523446,41.12372765576764,37.82956314326202,-8.165628645789509,20.516181610376353,-6.622082876406643,-9.355152221198008,34.3055840810752,4.6879105315046035,-10.60275647116242,-11.05978048715444,-30.01196839614116,35.33556938911945,42.09433272292264,-24.90256248571774,-6.4806596041701505,13.360242076140885,6.9936549751430315,-11.998662797458143,13.433119487897452,31.30033827942281,-17.009607180949768,-4.882302178639123,-18.12940356423528,-8.417899546834521,-8.014456656113804,-22.358324900518102,25.17186924274812,2.31783192252597,3.9987219316826295,-22.979578889206113,18.520398020498945
0.27,0.009009009009009009,15.652018561365342,-31.645559497599482,-8.181356081795231,-24.87507776274651,-34.60476187580278,-21.024720356402003,-7.318499868471517,33.14396973108192,12.201251096709946,-33.51515298735792,-7.208630910746042,-0.448938680999333,-23.022640583321355,-34.7550831776587,8.643309946873687,43.192990407402654,42.398370451028356,-34.689261181609965,41.12577559706664,37.831805559676624,-8.166250048201121,20.516858000664687,-6.623827733599395,-9.355379355175028,34.308835784400095,4.687645559902838,-10.603836754203524,-11.060538976746729,-30.013253977497765,35.33725425008821,42.097188155758026,-24.90451526235979,-6.4808727118246265,13.361754895026086,6.99395399964318,-11.99936947755938,13.433359361380697,31.302199257225226,-17.010344029446674,-4.882807521660036,-18.130634052203515,-8.418594705100839,-8.015351112227641,-22.358932095540062,25.172165752701506,2.3176216097923175,3.9997579732351856,-22.981273254421954,18.52206270465508
