t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8
0.0,0.0,-3.6916298690960794,13.873792245464871,2.797722312192086,-29.032142373541713,5.362116266147107,-15.696442966683298,12.50063182771522,18.265607785712316,-3.6675847157859556
0.03,0.001001001001001001,-3.691855395424062,13.87462219476517,2.7978836432915237,-29.033885391676538,5.3624289264437115,-15.69738852640978,12.50137737562565,18.266696724996198,-3.66780903948732
0.06,0.002002002002002002,-3.692057811410672,13.87545003827589,2.7980452236518056,-29.03564267566394,5.362736335573112,-15.698360476954946,12.502121875292858,18.267811488101295,-3.6680334847408504
0.09,0.003003003003003003,-3.692237213876856,13.876275696368344,2.798206821634063,-29.037414045918176,5.363038547575716,-15.699358715306015,12.50286539526724,18.268952239827613,-3.6682582134473756
0.12,0.004004004004004004,-3.6923937057393577,13.877099087578568,2.7983682048264344,-29.03919932078319,5.363335615935968,-15.700383132392435,12.503608003674708,18.270119148411027,-3.668483389387172
0.15,0.005005005005005005,-3.692527396043757,13.877920128607464,2.7985291400804098,-29.040998316589306,5.363627593635373,-15.701433613134709,12.504349768275707,18.271312385602215,-3.6687091783088457
0.18,0.006006006006006006,-3.6926383999971573,13.87873873432172,2.7986893935475674,-29.042810847710808,5.363914533205799,-15.702510036495244,12.505090756524387,18.2725321267477,-3.6689357480194125
0.21,0.007007007007007007,-3.6927268390005037,13.879554817755514,2.798848730716659,-29.04463672662439,5.364196486783089,-15.703612275531217,12.505831035627994,18.273778550873057,-3.6691632684756517
0.24,0.008008008008008008,-3.6927928406805353,13.880368290113017,2.799006916450998,-29.046475763968452,5.36447350616102,-15.704740197449484,12.506570672606486,18.27505184076831,-3.6693919118768075
0.27,0.009009009009009009,-3.692836538921353,13.88117906077172,2.799163715026106,-29.048327768603226,5.364745642845615,-15.70589366366354,12.507309734352402,18.276352183075545,-3.6696218527587163
0.3,0.01001001001001001,-3.692858073895601,13.88198703728659,2.799318890167568,-29.05019254767172,5.365012948109849,-15.707072529852535,12.508048287691013,18.277679768378825,-3.6698532680894367
0.32999999999999996,0.011011011011011011,-3.692857592095247,13.882792125395097,2.799472205089055,-29.05206990666146,5.365275473048775,-15.708276646022375,12.508786399440778,18.27903479129639,-3.670086337366462
0.36,0.012012012012012012,-3.69283524636196,13.883594229023089,2.799623422530456,-29.053959649466993,5.365533268635087,-15.709505856568892,12.509524136474148,18.28041745057521,-3.670321242715595
0.39,0.013013013013013013,-3.6927911959170627,13.88439325029157,2.79977230479608,-29.055861578453168,5.365786385775163,-15.710760000343132,12.510261565778716,18.281827949187953,-3.6705581689915676
0.42,0.014014014014014014,-3.6927256063910656,13.88518908952438,2.7999186137928715,-29.05777549451913,5.366034875365607,-15.712038910718732,12.510998754518772,18.283266494432336,-3.6707973038804846
0.44999999999999996,0.015015015015015015,-3.6926386498527566,13.885981645256798,2.8000621110685913,-29.059701197163037,5.366278788350319,-15.713342415661433,12.511735770097262,18.284733298032993,-3.6710388380041823
