t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0.0,0.0,26.766277096019067,3.0856228520343683,-13.060397451553822,-2.2083602442845445,8.039679827645257,9.551104371935756,26.876324003759983,14.605930790210882,6.401999290992141,-29.16842836004889,7.805108453897139,-31.73564595939289,19.808829602857614,17.93227515816238,-20.8071772544848,6.965630478371437,26.872941380209518,-7.140591489146766,-39.49649484194824,-2.117842327509487,-8.13552051853636,17.128507233591797,-13.93273603744092,-34.32547546889077,33.0287511091946,1.5777074040429764,0.0441463074739454,-22.264685415881253
0.03,0.001001001001001001,26.76788286363612,3.085804958772184,-13.061186869624366,-2.208498843839645,8.040158976785444,9.551675384914109,26.877927994738812,14.606798357507783,6.4023755423271576,-29.1701795930017,7.805568910083417,-31.73755554550711,19.810015874022465,17.933349853709483,-20.808432540911433,6.9660390819665725,26.874552610267592,-7.141022018739132,-39.49886962008018,-2.1179737153692564,-8.13600906411673,17.129529154877293,-13.93357706185724,-34.32753728671612,33.030725470104926,1.577798338695904,0.04414867723098324,-22.26602989859721
0.06,0.002002002002002002,26.76952162425776,3.085932104942895,-13.061947619171967,-2.208689708428905,8.040627672191407,9.552220680673173,26.87955770579544,14.607670425019693,6.402805983669961,-29.17195353742139,7.806055997400405,-31.739399618731195,19.811203106780116,17.93438563262197,-20.80971310763602,6.966492895114992,26.876200633619423,-7.141537750274896,-39.50125090871062,-2.118118542869051,-8.13650065594192,17.130516669814554,-13.934432972464144,-34.32963056797695,33.03275184691771,1.5778641005682432,0.044077182759934344,-22.267229281240493
0.09,0.003003003003003003,26.771193630176597,3.086004238268196,-13.062679810528993,-2.2089330570257486,8.04108605215249,9.552740226623534,26.8812132846708,14.608546866339333,6.403290651465372,-29.173749958185155,7.806569838001457,-31.74117822278626,19.812391665983622,17.935382552676046,-20.811019135712257,6.966991916276146,26.87788587004986,-7.142138951907367,-39.503639003342215,-2.1182768495256887,-8.13699536274392,17.13146950711104,-13.935304102956453,-34.33175540798621,33.03483045430226,1.5779049107056613,0.043931887554970774,-22.268283698376987
0.12,0.004004004004004004,26.772899143549886,3.0860213136998684,-13.063383552415539,-2.2092291054643645,8.041534261171378,9.553233997728572,26.882894884167147,14.609427554354419,6.40382957927837,-29.175568607952965,7.8071105612795515,-31.74289139932718,19.813581922299768,17.9363406570877,-20.81235080978477,6.967536148261885,26.879608749125985,-7.142825894747317,-39.506034211658324,-2.1184486819412403,-8.137493263502114,17.132387378166598,-13.93619080533064,-34.333911901745395,33.036961519083476,1.577920985321769,0.043712860869671105,-22.269193290296066
0.15,0.005005005005005005,26.774638436521915,3.085983293550416,-13.064058952022117,-2.20957806649891,8.041972450004538,9.553701976490071,26.88460266223179,14.610312361330314,6.404422797752224,-29.177409227006027,7.8076783038794515,-31.744539187882737,19.814774252338683,17.937259974414857,-20.813708318176705,6.968125598170978,26.881369710232892,-7.1435988530594,-39.50843685365687,-2.1186340937870582,-8.137994447615363,17.133269976839102,-13.93709345012039,-34.33610014378718,33.03914528017215,1.5779125359333293,0.04342017768355188,-22.269958202653378
0.18,0.006006006006006006,26.776411791351922,3.0858901476306304,-13.064706115096445,-2.2099801498462845,8.042400775710558,9.55414415294175,26.88633678204433,14.611201158997703,6.405070334561,-29.179271543082354,7.808273209713599,-31.74612162580124,19.81596903878816,17.938140518464966,-20.815091852969832,6.96876027732274,26.883169202609544,-7.14445810446278,-39.510847261788534,-2.118833145789772,-8.138499015077748,17.134116979216895,-13.938012426634769,-34.33832022801371,33.04138198849573,1.577879769499369,0.043053918671827666,-22.27057858617712
0.21,0.007007007007007007,26.77821950054753,3.0857418533942043,-13.065325146034409,-2.2104355622122895,8.042819401706442,9.554560524650908,26.888097412107392,14.612093818645322,6.4057722143564355,-29.181155271209324,7.808895429981769,-31.74763874820161,19.817166670552787,17.938982288207857,-20.81650161007731,6.969440201189804,26.88500768538454,-7.145403930136017,-39.513265781099356,-2.119045905719189,-8.139007076658094,17.134928043398062,-13.938948143199129,-34.340572247530375,33.043671906929376,1.5778228885642898,0.04261417017827976,-22.271054596437757
0.24,0.008008008008008008,26.780061867003784,3.085538396089508,-13.065916147975251,-2.210944507301009,8.043228497831885,9.554951096728333,26.889884726340842,14.612990211217747,6.406528458709155,-29.18306011353313,7.80954512319452,-31.74909058792984,19.818367542897985,17.93978526769361,-20.81793778930908,6.970165389330049,26.88688562761161,-7.146436615026243,-39.51569276937782,-2.1192724483780347,-8.139518754083399,17.13570280927655,-13.939901027398845,-34.34285629447491,33.04601531022709,1.5777420914050748,0.04210102419109956,-22.271386393681148
0.27,0.009009009009009009,26.78193920414782,3.0852797689186446,-13.066479222901037,-2.211507185807263,8.043628240421555,9.55531588184662,26.891698904179602,14.613890207418292,6.407339086044228,-29.184985759145015,7.810222455200478,-31.7504771755209,19.81957205759904,17.940549425975288,-20.819400594430054,6.970935865317742,26.888803508304647,-7.147556448062677,-39.518128597306486,-2.1195128555934835,-8.140034180226296,17.136440898335174,-13.940871526325964,-34.345172459841706,33.048412484952664,1.5776375721826985,0.04151457832155931,-22.271574142725047
0.3,0.01001001001001001,26.783851836089163,3.0849659732039005,-13.067014471740471,-2.2121237953919923,8.044018812385417,9.555654900267001,26.893540130674996,14.614793677817005,6.408204111571104,-29.186931883904226,7.810927599217475,-31.751798539165986,19.82078062309523,17.94127471703636,-20.820890233211074,6.971751656673919,26.890761816472118,-7.148763722374537,-39.52057364861827,-2.1197672162103984,-8.140553499296646,17.137141913445507,-13.94186010682882,-34.34752083330115,33.05086372941023,1.5775095210978485,0.040854935785349,-22.271618012918935
0.32999999999999996,0.011011011011011011,26.78580009777571,3.0845970185617086,-13.067521994477122,-2.212794530640466,8.04440040329712,9.555968179874757,26.895408596599715,14.615700492963809,6.409123547207947,-29.18889815025761,7.811660735867591,-31.753054704685127,19.82199365464916,17.941961079722713,-20.822406917472804,6.972612794796067,26.892761051150575,-7.150058735513392,-39.523028320257396,-2.1200356260862296,-8.141076867037363,17.137805438674828,-13.942867255764643,-34.34990150301391,33.05336935357419,1.5773581245510768,0.040122205386404854,-22.271518178167184
0.36,0.012012012012012012,26.78778433515543,3.08417292308424,-13.068001890262131,-2.2135195830032,8.044773209490469,9.556255756223285,26.8973044985564,14.616610523506806,6.410097401500446,-29.1908842070558,7.812422053216103,-31.754245695505112,19.823211574511337,17.942608437679116,-20.823950863122562,6.973519314887142,26.894801721437126,-7.15144178968004,-39.5254930225451,-2.1203181880875004,-8.14160445092456,17.138431039100134,-13.943893480255166,-34.35231455543994,33.055929679018185,1.5771835653075013,0.0393165015030409,-22.271274817015527
0.39,0.013013013013013013,26.789804905343733,3.0836937135287377,-13.068454257531462,-2.214299140719509,8.045137434164005,9.556517672586828,26.89922803908987,14.617523640315753,6.411125679535172,-29.192889689365956,7.813211746814401,-31.75537153264276,19.8244348120902,17.94321669929013,-20.825522290184203,6.974471255883997,26.896884346520594,-7.1529131919559505,-39.52796817935011,-2.1206150120878124,-8.142136430372087,17.13901826062939,-13.944939307945194,-34.354760075142096,33.05854503884292,1.576986022666184,0.03843794407618198,-22.270888112800833
0.42,0.014014014014014014,26.791862176796553,3.0831594255147095,-13.068879194127774,-2.215133388723611,8.045493287493711,9.55675398002189,26.90117942680301,14.618439714610755,6.4122083828475755,-29.194914218281085,7.814030019746868,-31.756432234693452,19.825663804127572,17.94378575762536,-20.827121422821133,6.975468660385277,26.899009455711145,-7.154473254539363,-39.530454228263984,-2.1209262149673034,-8.142672996940522,17.13956662983015,-13.9460052872641,-34.35723814458423,33.06121577760251,1.576765672634322,0.037486658599482615,-22.27035825386421
0.44999999999999996,0.015015015015015015,26.79395652948912,3.08257010372909,-13.069276797426992,-2.2160225085332463,8.04584098675385,9.556964737437283,26.903158876476372,14.619358618096166,6.413345509324739,-29.196957400725847,7.814877082681771,-31.757427817825,19.82689899487973,17.9443154903891,-20.828748489352538,6.9765115745788515,26.901177588468116,-7.156122294986103,-39.532951620781276,-2.121251920613485,-8.143214354550684,17.14007565376573,-13.947091987690156,-34.35974884392355,33.06394225122903,1.576522688106384,0.03646277611110305,-22.269685433827437
0.48,0.016016016016016016,26.796088355100412,3.081925802139486,-13.069647164469645,-2.2169666781207638,8.046180756445956,9.557150011672789,26.90516660919145,14.620280223099755,6.414537053103033,-29.199018829258943,7.81575315392618,-31.758358295776727,19.828140836304154,17.944805759874335,-20.830403722262897,6.977600048168856,26.90338929442579,-7.157860636455188,-39.535460822484644,-2.1215922599233874,-8.143760719701685,17.14054481983912,-13.948200000017602,-34.36229225079716,33.06672482695498,1.576257239048343,0.03536643318690035,-22.26886985193278
0.51,0.017017017017017015,26.798258057203245,3.081226584215616,-13.06999039209706,-2.217966071766666,8.046512828435977,9.55730987758632,26.907202852457722,14.621204402717117,6.415783004460812,-29.20109808187205,7.816658459484935,-31.759223679863865,19.82938978825206,17.945256412921164,-20.83208735820492,6.978734134302435,26.905645133416858,-7.159688607959319,-39.5379823132348,-2.121947370806933,-8.144312321693574,17.140973595644873,-13.949329936626304,-34.364868440102605,33.06956388323338,1.5759694926871466,0.03419777193477913,-22.267911713446225
0.54,0.018018018018018018,26.80046605145995,3.0804725231590444,-13.070306577092499,-2.2190208598956183,8.046837442099582,9.557444418149506,26.90926784034339,14.622131030961395,6.417083349706341,-29.203194721785366,7.8175932331236835,-31.76002397898718,19.830646318666815,17.945667280879746,-20.83379963799595,6.9799138894962685,26.907945675493245,-7.161606544620304,-39.540516587365445,-2.122317398191466,-8.14486940285457,17.14136142882922,-13.950482431753855,-34.36747748377224,33.07245980965504,1.5756596137055883,0.03295693998993359,-22.266811230124137
0.57,0.01901901901901902,26.802712765823607,3.0796637021413282,-13.070595816327323,-2.220131208894945,8.047154844475628,9.557553724551555,26.9113618136099,14.623059982918287,6.418438071061131,-29.205308297239785,7.8185577164360165,-31.76075919964787,19.831910903788366,17.946038179577815,-20.835540806607995,6.981139373562975,26.910291500944034,-7.163614787929524,-39.543064153883066,-2.1227024940273442,-8.145432218772887,17.141707746958716,-13.951658141769904,-34.37011945054133,33.07541300686276,1.575327764442732,0.031644090510699434,-22.265568620743462
0.6,0.02002002002002002,26.804998640744763,3.078800214550665,-13.07085820691227,-2.2212972809156644,8.047465290427786,9.557637896311224,26.913485019850235,14.623991134906385,6.419847146538918,-29.20743834128579,7.819552158914707,-31.76142934596768,19.833184028363736,17.946368909292936,-20.837311113151472,6.982410649537505,26.91268320031015,-7.165713686013493,-39.545625536671665,-2.123102817294525,-8.146001038533173,17.142011957397695,-13.952857745452516,-34.3727944057097,33.07842388646204,1.5749741051000592,0.030259382174721548,-22.264184111695464
0.63,0.02102102102102102,26.807324129383527,3.0778821642471494,-13.071093846353948,-2.2225192336561332,8.047769042814316,9.55769704139673,26.915637713630932,14.624924364642856,6.421310549820503,-29.20958437156909,7.820576818027072,-31.76203441971428,19.83446618586373,17.94665925472962,-20.83911081085277,6.983727783603623,26.91512137439547,-7.167903593904598,-39.54820127470239,-2.1235185340100378,-8.146576144957486,17.142273447194928,-13.954081944266282,-34.37550241089675,33.08149287092787,1.5745987939535095,0.028802979175130815,-22.26265793764308
0.6599999999999999,0.022022022022022022,26.80968969782697,3.0769096658267294,-13.07130283271665,-2.2237972201284055,8.048066372665986,9.55773127635337,26.917820156637926,14.625859551414477,6.422828250124726,-29.21174589011312,7.821631959294472,-31.76257442033188,19.83575787870595,17.946908985001524,-20.840940157025816,6.985090845020601,26.91760663427404,-7.170184873817089,-39.55079192224798,-2.1239498172362596,-8.147157834850821,17.142491582979805,-13.955331462641933,-34.378243523789834,33.084620393507265,1.5742019875715885,0.027275051216410984,-22.260990342241936
0.69,0.023023023023023025,26.812095825311683,3.0758828448939535,-13.071485264789585,-2.225131388407427,8.048357559372102,9.557740726438594,26.920032617826116,14.626796576254037,6.424400212075842,-29.213922383098467,7.822717856375958,-31.76304934497709,19.83705961848422,17.94711785361888,-20.842799413037728,6.986499906050249,26.920139601293023,-7.172557895428381,-39.55339804910206,-2.1243968470898977,-8.147746419251117,17.142665710868503,-13.956607048257107,-34.38101779788564,33.08780689811713,1.573783841039724,0.02567577350962453,-22.259181578925023
0.72,0.024024024024024024,26.81454300445141,3.074801838343595,-13.071641242259629,-2.226521881363227,8.048642890874659,9.557725525764273,26.922275373572727,14.627735322122136,6.426026395567606,-29.21611332063928,7.823834791156061,-31.76345918856001,19.83837192620448,17.947285598481436,-20.84468884426875,6.987955041884419,26.922720907070975,-7.175023036165739,-39.55602024080318,-2.124859810751567,-8.148342223683674,17.14279515638055,-13.95790947231795,-34.38382528222466,33.09105283923687,1.5733445081910573,0.02400532676665456,-22.257231911751123
