t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
0.0,0.0,-27.871217197775916,-22.801716831426237,3.521426390674783,36.94894180195476,21.057344043338976,17.130852712424463,-28.49672885733914,5.431693130832443,-13.687227401003419,27.278949127012716,-3.937207999639037,-0.11960909297019962,-12.73000492837274,-17.585174734276396,-1.29508803156065,-5.07108667301727,8.933463929115229,40.209798583903776,15.601255707418757,17.49335481810865,-18.70124651650017,-14.366612575631558,2.215247713722617,-27.7453227374822
0.03,0.001001001001001001,-27.872895736181935,-22.80308577205373,3.521636501628531,36.95115721946378,21.058599413625707,17.131880299419628,-28.49844194912618,5.43201538149012,-13.688049864796604,27.28058385772089,-3.937447658629271,-0.11961751636541232,-12.7307737686784,-17.586231361269597,-1.2951692357314744,-5.071397186802176,8.93399509077244,40.21220481082926,15.602187875864596,17.49439826260071,-18.702370876894893,-14.36747569814672,2.2153790112303557,-27.7469967184574
0.06,0.002002002002002002,-27.874658065698377,-22.804480040131768,3.521821705797596,36.95335727595978,21.059912027584364,17.132865294938732,-28.50010781044081,5.432350535717923,-13.68886923839144,27.28220447096897,-3.9377312121662387,-0.1195580652877964,-12.731537297935597,-17.587270176907666,-1.2952754317935853,-5.07173988504895,8.934591607289072,40.21464719910428,15.603174799010356,17.495430528717588,-18.703506219538166,-14.3683697222545,2.2155733080758315,-27.748741206057364
0.09,0.003003003003003003,-27.876503962681312,-22.80589996378984,3.521982060828415,36.95554210623325,21.06128202172902,17.133807718455888,-28.50172622687788,5.4326986431344855,-13.689685620457059,27.283811125987462,-3.938058838624581,-0.11943093994225769,-12.732295654641938,-17.58829105571749,-1.2954066427798494,-5.0721148907977325,8.93525355495792,40.217125689908684,15.604216356235588,17.49645166407744,-18.704652389663156,-14.369294663118197,2.2158304966880698,-27.75055620763271
0.12,0.004004004004004004,-27.8784331806548,-22.807345876263785,3.5221176347775227,36.957711850556834,21.062709539816854,17.134707576439702,-28.503297005206303,5.433059749425466,-13.690499113801863,27.28540397830871,-3.938430724993934,-0.11923633592638411,-12.733048978607535,-17.58929386569381,-1.2955628997333157,-5.072522325009968,8.93598101154475,40.21964022560604,15.605312414770294,17.49746171316404,-18.705809224157317,-14.370250535020883,2.2161504786244577,-27.752441726452556
0.15,0.005005005005005005,-27.880445450077726,-22.80881811602467,3.5222285061827705,36.95986665474698,21.0641947326131,17.135564862342868,-28.5048199733905,5.433433896450711,-13.69130982536674,27.28698317977922,-3.9388470669430724,-0.11897444425731657,-12.733797411032953,-17.590278468338933,-1.2957442416601561,-5.072962306593119,8.936774056236986,40.22219074971177,15.606462829641925,17.49846071742581,-18.70697655157821,-14.371237351303593,2.216533164476128,-27.754397761529052
0.18,0.006006006006006006,-27.882540478095233,-22.810317026910255,3.522314764131544,36.962006670226025,21.065737757641863,17.13637955659415,-28.50629498060651,5.43382112235276,-13.692117866216526,27.288548878574293,-3.9393080688844866,-0.1186454514006119,-12.734541094590293,-17.591244718710882,-1.2959507154781893,-5.073434952425885,8.937632769585276,40.22477720686152,15.607667443623741,17.49944871537595,-18.708154192170284,-14.372255124299533,2.216978473764433,-27.756424307430642
0.21,0.007007007007007007,-27.884717948275267,-22.811842958259042,3.5223765083259244,36.96413205408463,21.067338778922768,17.137151626592793,-28.507721897252654,5.434221461666838,-13.692923351529606,27.290101219214918,-3.939813944039411,-0.11824953930097912,-12.735280173507434,-17.592192465480128,-1.29618237596094,-5.073940377383981,8.938557233437892,40.227399542779786,15.608926087184857,17.500425742693544,-18.709341957882675,-14.37330386526425,2.2174863348286897,-27.758521354084046
0.24,0.008008008008008008,-27.88697752033087,-22.813396265047007,3.5224138491447508,36.96624296914475,21.06899796669342,17.137881026705443,-28.50910061495476,5.434634945432508,-13.69372640058564,27.29164034258683,-3.9403649145033213,-0.1177868854147737,-12.736014793655443,-17.593121550995065,-1.2964392856771811,-5.0744786943666,8.939547530867891,40.23005770424876,15.610238578442283,17.501391832325638,-18.710539652388107,-14.374383584301707,2.218056684705359,-27.760688886564925
0.27,0.009009009009009009,-27.889318829828888,-22.814977308027032,3.5224269077025214,36.96833958402313,21.070715497117696,17.138567698265653,-28.51043104656575,5.4350616013071456,-13.694527136751253,27.293166385961694,-3.9409612113119095,-0.11725766274413782,-12.736745102639176,-17.594031811356363,-1.296721514925897,-5.07505001432361,8.940603746092988,40.232751639077414,15.611604723115319,17.50234701459019,-18.711747071102952,-14.375494290286229,2.218689468998839,-27.76292688487716
