t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
0.0,0.0,10.207579745747214,-29.622528005497898,18.239312383195934,30.597507196942193,-5.246271774822956,0.44879223963747666,-21.53452669536501,32.65047200854194,-30.395336220324733,26.00065453149796,12.577883355156525,-28.540744219673684,-25.925678801829118,-5.608377511714905,-4.953759079869547,26.152650461338254,7.049170979379622,33.20756297566735,19.79218603818159,38.97205639009866,33.17449228890894,-37.567973591279774,-10.190069558087389,-31.12543550878842,14.043804768929137,33.50219749307141,11.592630422618488,-26.944617086386444,36.93896437688795,-10.339217126070123,-24.784910313537384,39.199238737772625,-21.655623511920233,18.630050775442978,11.997865422662962,-32.36904934757584,-0.6470464504645276,-31.297803904090223,-35.166860742186024,-26.23381372797104,-15.329507803558487,-11.711523595706549,15.546899171072292
0.03,0.001001001001001001,10.208183770574653,-29.624314035000943,18.24039833606953,30.59933932931777,-5.246595099871386,0.44881422244229785,-21.535820331100634,32.6524298207396,-30.39716782661204,26.002207051410807,12.578630452183479,-28.54246280669321,-25.927240896363692,-5.608720072944304,-4.954062001564223,26.1542125452271,7.049593632765818,33.20955428318399,19.79336944125638,38.97438962941238,33.176478559936456,-37.570227916639155,-10.190683254375276,-31.127303483650994,14.04463844119153,33.50420696678074,11.593322027895335,-26.94624071188684,36.94117561459568,-10.33984076078389,-24.786399199718463,39.20158639294051,-21.656925917578274,18.631165821819454,11.998584643110327,-32.370993974841625,-0.6470883850896917,-31.299690483791952,-35.16897678813877,-26.2353886338207,-15.330436982281588,-11.71223482019467,15.547830586119666
0.06,0.002002002002002002,10.208785185340556,-29.626131788911547,18.241495381040487,30.601201886572746,-5.246898213776582,0.4488145208471081,-21.53711508237407,32.65431394366606,-30.39903167674792,26.00374414112819,12.57946655000536,-28.544216839946944,-25.928775297338014,-5.6090586830869755,-4.954401264841401,26.155747769809047,7.050061266914826,33.21146412895087,19.794544853241785,38.97673308962422,33.17837350892581,-37.57237511089719,-10.191378290048508,-31.129140124279942,14.045428603580465,33.50606916479878,11.59403429272702,-26.947852153564767,36.94339921582921,-10.340502739480547,-24.787851267840328,39.203900541225494,-21.65819203297584,18.632359024713324,11.999426899192999,-32.37298917152503,-0.6470378959515218,-31.301563716064727,-35.17115226825092,-26.236851186685737,-15.33139365698022,-11.71296283435856,15.548804513824107
0.09,0.003003003003003003,10.20938399748459,-29.62798082022609,18.242603794864234,30.603094672898177,-5.247180721802573,0.4487934457299377,-21.538411670109326,32.656123769210566,-30.4009270745753,26.005265726892368,12.58039147977031,-28.546006250806514,-25.93028192181937,-5.609393034918019,-4.95477661256088,26.157255998724807,7.050573814673834,33.213292402132275,19.7957121865025,38.97908638566613,33.180176975382,-37.574415340984615,-10.19215469091456,-31.13094523070284,14.046175127796259,33.50778409528799,11.594767136492424,-26.949451840463762,36.945635158652486,-10.341203191754419,-24.78926635538203,39.20618140831265,-21.659422139024038,18.633629759360513,12.000392354978064,-32.375035321013605,-0.6468947303505425,-31.303422758174417,-35.17338750552665,-26.23820115118582,-15.332378012470741,-11.713707032900965,15.549820902886141
0.12,0.004004004004004004,10.209980211228253,-29.62986071798615,18.243723886941886,30.605017497201732,-5.247442244946139,0.4487513179151911,-21.53971082115261,32.65785873735765,-30.402853319167004,26.006771739701215,12.581405063119929,-28.54783097697869,-25.931760676740375,-5.609722821586561,-4.955187791647377,26.158737083616565,7.051131166784226,33.215038985975006,19.796871354528946,38.98144911660475,33.18188881175101,-37.57634874838015,-10.19301248567364,-31.132718595669086,14.046877886955963,33.509351771277416,11.59552049503793,-26.95104017673363,36.947883430208094,-10.34194225885558,-24.790644296196845,39.20842921737881,-21.660616522888027,18.63497738243757,12.001481188743371,-32.37713280398888,-0.6466586432570112,-31.30526674101305,-35.17568285629845,-26.239438293520127,-15.333390256616577,-11.71446680744503,15.55087969800666
0.15,0.005005005005005005,10.210573827445993,-29.631771107381915,18.244855999307074,30.606970173268056,-5.24768241957774,0.44868846815603514,-21.541013269268593,32.65951833628225,-30.404809704901577,26.00826211542808,12.582507112454289,-28.549690962657355,-25.93321145886827,-5.610047736658983,-4.9556345532127075,26.16019086409735,7.051733172309373,33.21670375753673,19.798022271981367,38.98382086570559,33.183508883461954,-37.578175448307775,-10.193951705699929,-31.134460004363063,14.047536755721147,33.51077221003487,11.596294320761672,-26.952617542039697,36.950144026839794,-10.342720093638121,-24.791984920419424,39.21064418911681,-21.66177547824304,18.63640123257766,12.002693592974621,-32.37928199841004,-0.6463293975239643,-31.30709476936019,-35.178038710314965,-26.240562381363304,-15.334430620624822,-11.715241546455966,15.551980839861905
0.18,0.006006006006006006,10.211164843534029,-29.63371164982794,18.246000506612237,30.60895251992295,-5.247900897087722,0.4486052371243102,-21.542319756130613,32.66110210241869,-30.406795521548137,26.009736794942928,12.583697431169094,-28.55158615868311,-25.934634154767913,-5.610367474154272,-4.95611665267066,26.161617167742335,7.052379639102687,33.21828658744636,19.799164854733583,38.98620120050972,33.18503706896671,-37.57989552898348,-10.194972384826906,-31.136169234118753,14.048151610433044,33.512045432500045,11.597088582707963,-26.954184291958768,36.95241695421863,-10.34353686051431,-24.793288054377445,39.21282654175241,-21.66289930552995,18.637900630902514,12.004029774326401,-32.38148327949641,-0.6459067640999828,-31.30890592218147,-35.180455490836096,-26.24157318377187,-15.33549935937097,-11.716030635172421,15.553124265073741
0.21,0.007007007007007007,10.211753253276571,-29.63568204301127,18.24715781611461,30.610964361201457,-5.248097343537983,0.44850197540824377,-21.54363103230658,32.662609620504426,-30.408810054360476,26.011195724234828,12.584975813865245,-28.553516522710588,-25.93602864075836,-5.6106817285718025,-4.956633849844801,26.163015810102277,7.053070334315591,33.219787339696744,19.80029901991641,38.98858967292315,33.186473259777514,-37.581509050910824,-10.196074559136754,-31.137846054135522,14.048722329254907,33.51317146277895,11.597903266672104,-26.955740758362065,36.954702227472566,-10.344392735414566,-24.794553520507385,39.21497649105376,-21.663988312211114,18.63947488157057,12.005489953546697,-32.38373701970851,-0.645390522241425,-31.31069925296408,-35.182933654734946,-26.242470471101107,-15.336596751752348,-11.716833455548082,15.554309906175138
0.24,0.008008008008008008,10.21233904670915,-29.637682020911697,18.24832836766205,30.61300552651993,-5.248271439319214,0.44837904351824553,-21.544947858242494,32.66404052359921,-30.41085258418065,26.01263885453597,12.586342046531016,-28.555482019383394,-25.937394782862953,-5.610990194911906,-4.9571859090694,26.164386594739174,7.053804984945005,33.221205871469685,19.801424685960733,38.9909858193191,33.187817360502955,-37.583016046224834,-10.197258266753938,-31.139490225194706,14.049248792321414,33.51415032770003,11.59873837531584,-26.95728724978529,36.95699987131986,-10.345287905753079,-24.795781137273984,39.217094250333695,-21.66504281302718,18.64112327234169,12.007074365364401,-32.38604358872772,-0.6447804597238995,-31.312473790089,-35.18547369260594,-26.24325401493255,-15.337723101070937,-11.71764938620403,15.555537691570809
0.27,0.009009009009009009,10.212922209978755,-29.639711353794116,18.24951263367891,30.61507585085217,-5.248422878813825,0.44823681190106185,-21.54627100524547,32.66539449308043,-30.412922387552264,26.0140661424473,12.587795906697103,-28.55748262051675,-25.93873243675279,-5.611292568689605,-4.957772599283683,26.165729313284398,7.054583278419957,33.22254203299354,19.80254177264021,38.993389160653344,33.18906928888265,-37.58441651808375,-10.198523547643017,-31.141101499376607,14.049730881894941,33.51498205643241,11.599593928293672,-26.95882405178604,36.95930992020605,-10.346222570398918,-24.796970719093043,39.21918003044485,-21.666063130255626,18.64284507515864,12.00878325833927,-32.3884033534343,-0.6440763730527717,-31.31422853723971,-35.18807612887842,-26.24392358801208,-15.338878735446263,-11.718477802392353,15.556807545492905
0.3,0.01001001001001001,10.2135027252005,-29.641769848172668,18.25071111915205,30.61717517490966,-5.248551370064642,0.4480756609625668,-21.547601256468123,32.66667125861523,-30.41501873684364,26.015477550065885,12.589337163564805,-28.559518305287767,-25.940041447683477,-5.611588545941901,-4.958393694119556,26.167043745519447,7.05540486322687,33.22379566743365,19.803650201113633,38.99579920259272,33.19022897582116,-37.58571044010825,-10.199870443410777,-31.142679619777542,14.050168482528546,33.51566668016666,11.60046996239026,-26.96035142728877,36.961632418444836,-10.3471969396524,-24.798122076257165,39.22123403976771,-21.66704959397169,18.644639546745584,12.010616894673674,-32.390816677883784,-0.6432780676725226,-31.3159624738471,-35.190741521934946,-26.244478964198763,-15.340064008259079,-11.719318075971461,15.558119387951747
0.32999999999999996,0.011011011011011011,10.214080570310552,-29.643857346746557,18.251924361617224,30.61930334532602,-5.248656634449406,0.4478959810994654,-21.54893940789636,32.66787059811011,-30.417140900381003,26.016873045114238,12.590965578107603,-28.56158906043334,-25.941321650425085,-5.611877823229051,-4.959048971982945,26.168329659479497,7.056269349573063,33.224966610815976,19.80474989396688,38.9982154356571,33.19129636542137,-37.586897755868,-10.201298997112811,-31.14422432022655,14.050561481235462,33.516204231858666,11.601366531669171,-26.961869616917458,36.963967420362756,-10.34821123522648,-24.799235014864006,39.223256484191616,-21.668002542312436,18.64650592922378,12.012575549985483,-32.393283923281714,-0.6423853581748049,-31.317674555570292,-35.19347046423336,-26.24491991842451,-15.341279298626608,-11.72016957539355,15.559473134681472
0.36,0.012012012012012012,10.214655718915035,-29.64597372830722,18.253152931145884,30.621460214845634,-5.248738406361114,0.44769817274018353,-21.550286269342422,32.66899233763845,-30.419288142591874,26.018252601071726,12.592680903146421,-28.563694880455664,-25.942572869185188,-5.612160097630279,-4.959738216128884,26.16958681158,7.057176310088,33.22605469198419,19.805840775254524,39.000637335374776,33.19227141501791,-37.58797837841522,-10.202809253064654,-31.145735325001286,14.050909767664917,33.51659474603706,11.60228370763318,-26.963378839316118,36.96631499044786,-10.349265690232873,-24.80030933674666,39.225247567088935,-21.668922321744684,18.648443450744637,12.014659513041282,-32.395805447956626,-0.6413980685050618,-31.319363714813026,-35.19626358243169,-26.24524622666468,-15.342525011910167,-11.721031665704599,15.560868697080567
0.39,0.013013013013013013,10.215228140134675,-29.64811890761657,18.254397430332574,30.623645642516603,-5.248796432894183,0.44748264639521595,-21.551642665445318,32.670036351346596,-30.421459724158712,26.019616197308284,12.594482883398861,-28.565835767835296,-25.94379491752492,-5.612435066734394,-4.960461214730413,26.170814946766477,7.058125280561737,33.22705973259079,19.806922770541075,39.00306436245156,33.19315409521081,-37.588952189865395,-10.204401256657617,-31.147212348542748,14.051213234284084,33.51683825867486,11.603221579396386,-26.964879291457365,36.96867520350244,-10.350360549172613,-24.801344839405797,39.22720748928234,-21.669809287337497,18.650451326140235,12.016869085449134,-32.39838160733127,-0.6403160321676025,-31.32102886127526,-35.19912153751474,-26.24545766591973,-15.343801580256018,-11.721903708557294,15.562305982147201
0.42,0.014014014014014014,10.215797798444905,-29.650292835256028,18.255658494282994,30.625859493888008,-5.248830473536417,0.44724982271720193,-21.5530094366806,32.67100256133892,-30.42365490218295,26.020963819220636,12.59637125550271,-28.568011733251783,-25.94498759826793,-5.612702428625805,-4.961217760941361,26.172013798687786,7.059115760720077,33.22798154712266,19.807995806941808,39.00549596295364,33.19394438989984,-37.589819041025066,-10.20607505417949,-31.148655095168284,14.051471776565949,33.51693480712599,11.604180253868378,-26.966371148939103,36.9710481447999,-10.351496067930661,-24.80234131594308,39.22913644900531,-21.67066380303997,18.65252875759136,12.019204581309948,-32.401012753892154,-0.6391390924290538,-31.32266888253963,-35.20204502492114,-26.2455540142081,-15.345109463170333,-11.722785062237191,15.563784892409299
0.44999999999999996,0.015015015015015015,10.216364653511194,-29.652495497445912,18.256936790602804,30.62810164121152,-5.248840299866702,0.44700013257099386,-21.554387440381635,32.671890937542365,-30.425872930359418,26.022295458371268,12.598345748014045,-28.57022279581175,-25.946150703402164,-5.6129618818664655,-4.962007652953061,26.173183089893037,7.060147215035843,33.22881994296166,19.809059813163252,39.007931568504304,33.194642296319984,-37.59057875106698,-10.207830692640242,-31.150063258782467,14.051685293182894,33.51688443012727,11.605159855950697,-26.96785456626952,36.97343391024593,-10.352672513774191,-24.803298554995557,39.23103464185595,-21.671486241965088,18.654674935313103,12.021666326826512,-32.40369923715736,-0.6378671025201298,-31.324282644692342,-35.20503477466963,-26.245535050570428,-15.346449148129224,-11.723675081702444,15.565305325849277
0.48,0.016016016016016016,10.21692866001936,-29.654726915834857,18.258233019387262,30.630371963647413,-5.248825695258345,0.446734017113981,-21.555777551774494,32.672701497550726,-30.428113059161227,26.02361111263041,12.600406081380237,-28.57246898328443,-25.94728401397438,-5.613213125474271,-4.962830694044975,26.17432253205243,7.061219073575697,33.22957472048084,19.81011471954327,39.010370596494674,33.195247825078226,-37.59123110725287,-10.209668219602925,-31.151436522585325,14.051853686205783,33.516687167866756,11.606160528745843,-26.96932967714044,36.975832606544095,-10.353890165354123,-24.8042163406705,39.23290226074414,-21.672276986680313,18.656889038257987,12.024254659869127,-32.406441403642745,-0.6364999258356915,-31.325868992978084,-35.20809155148299,-26.245400555085308,-15.34782115122482,-11.724573118637348,15.566867175823393
