t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44
0.0,0.0,14.903281728548253,-18.08530353461626,-15.455645957937598,-20.273862830798024,-30.60469862289863,-12.068448286660676,-40.0878464976642,-14.349635531723294,34.38185055092317,-25.91984889261527,34.70689192767869,-34.734265956029056,-23.279907661330693,-28.690639050978746,31.636043032587956,31.41815996051734,25.0990028598648,-5.5664265469207725,1.2746556973836343,-15.050968464357162,13.662780059694246,8.513793746482401,-11.291128718211716,29.2059056900431,-9.932971508743767,-13.042278058916162,23.365198935441583,-37.528087047787004,14.8651512461751,-33.4331435724786,34.54780833912765,-25.872174010656554,22.215008700842358,-18.08698375742457,2.096144809126364,20.669118234469295,9.325144517051184,-4.248521097067541,25.82742302849401,0.07439992692314948,-15.703889057896687,17.687570423740674,36.411386136398875,5.9474187105685985,19.37358536513974
0.03,0.001001001001001001,14.90416759722843,-18.08639769171838,-15.456582309157355,-20.275085168856275,-30.60654101372035,-12.069181380677424,-40.090258206531814,-14.350496932360706,34.38390561250934,-25.921411841909723,34.70896704920291,-34.736357025360604,-23.281309011117465,-28.69236872227322,31.637938297234847,31.42003658129861,25.100508847354785,-5.566765969955834,1.2747277073189498,-15.051874122714135,13.663597329590313,8.514295290835026,-11.291814975754011,29.207656371555736,-9.93357178465435,-13.043064843177937,23.366598519136343,-37.53034706252078,14.866040468361486,-33.43515265229524,34.54987586223885,-25.87373401906199,22.21633937865112,-18.08807688903248,2.0962635410114765,20.670354271757162,9.3257032087774,-4.248779631656304,25.82896879563921,0.07439718111454023,-15.704833207157185,17.688631258188146,36.41356455401077,5.947775383155885,19.37474031900143
0.06,0.002002002002002002,14.90503790307624,-18.087443480172162,-15.457579125127667,-20.276377720827735,-30.608395217276627,-12.069958067159103,-40.09272299308683,-14.351312932440134,34.38596522335451,-25.922911503828733,34.71097322084633,-34.73836623050889,-23.28263730357339,-28.694132181644438,31.63987047281139,31.42184505938416,25.102077374180286,-5.567009576883121,1.274704091940393,-15.052853102695252,13.664393113710904,8.514818000821506,-11.292488467615865,29.209510053061006,-9.93421785156773,-13.043783394216588,23.368074106569033,-37.53268255729696,14.866968899402321,-33.437207525487295,34.5520148295234,-25.875224774467313,22.217542477793753,-18.089108229610822,2.0963402028346625,20.671630973037953,9.326233179445621,-4.249060229768981,25.830484740751622,0.0744210256900001,-15.705774223327605,17.689612157721786,36.41574190986726,5.948150930097744,19.37588570617058
0.09,0.003003003003003003,14.905892729147942,-18.08844126851199,-15.458636221874189,-20.277740479937425,-30.610261793645943,-12.070778279223578,-40.09524109874962,-14.352083435149785,34.38802905677303,-25.92434770901695,34.71291015604244,-34.74029357093482,-23.283891980463807,-28.695929066303044,31.641839803867914,31.42358512925808,25.103707707635916,-5.567157031237912,1.2745848907248416,-15.053905587606039,13.665167251506267,8.515362145751201,-11.293148927989403,29.211466986516996,-9.93490972649835,-13.044433941091382,23.3696259776047,-37.5350934256546,14.867936145187063,-33.43930788776691,34.55422549893101,-25.876646234276052,22.21861805476017,-18.090077546036483,2.0963747318534853,20.67294800501027,9.326734246911943,-4.249362819779554,25.831970979225684,0.07447136808957652,-15.706711790302794,17.690513139290466,36.41791820558584,5.94854519547872,19.37702138040629
0.12,0.004004004004004004,14.906732156301358,-18.08939143251868,-15.4597534387774,-20.279173447986224,-30.612141313956894,-12.071641928402078,-40.09781277652399,-14.352808352398755,34.39009676271681,-25.92572029367867,34.714777576218864,-34.7421390634367,-23.285072498176604,-28.697759002432306,31.643846564385264,31.42525654579236,25.105399096091485,-5.567207997413086,1.2743701669210012,-15.055031750537195,13.665919587110578,8.515927987508885,-11.293796094927375,29.213527435281268,-9.935647428025861,-13.045016707420407,23.371254445122357,-37.53757953958759,14.868941784908841,-33.44145341666084,34.55650813938306,-25.877998355546026,22.219566154699315,-18.090984613767912,2.0963670764498628,20.67430501876231,9.327206224928007,-4.249687340365302,25.833427634381113,0.07454810895776508,-15.70764560959441,17.691334235764227,36.4200934261995,5.948958033400309,19.378147204358978
0.15,0.005005005005005005,14.907556263131987,-18.09029435537124,-15.46093063849868,-20.280676635289133,-30.614034360488372,-12.072548904687306,-40.100438290944005,-14.353487604657921,34.392167967576896,-25.92702909975753,34.7165752108003,-34.74390274206887,-23.286178327731747,-28.699621605172062,31.645891057703565,31.42685908422874,25.107150769117016,-5.567162140768963,1.2740600075480168,-15.056231754205376,13.666649969596572,8.516515780474844,-11.294429710554382,29.215691674036652,-9.936430976235052,-13.04553191139336,23.372959854971725,-37.54014074923903,14.869985371255071,-33.44364377146648,34.558863030713965,-25.879281094823032,22.220386811048662,-18.0918292168571,2.096317196199998,20.675701649775156,9.327648923045196,-4.2500337404754625,25.834854837418728,0.07465114217110054,-15.708575400593814,17.692075496061108,36.42226754026604,5.949389308038273,19.379263049608518
0.18,0.006006006006006006,14.908365125906027,-18.091150427802567,-15.462167706923248,-20.28225006059765,-30.61594152676923,-12.073499076572093,-40.10311791802264,-14.354121120802436,34.39424227398183,-25.928273975107818,34.718302797199485,-34.74558465808685,-23.28720895481901,-28.701516478609673,31.647973616462632,31.42839254016483,25.108961937614744,-5.56701912776326,1.2736545234067975,-15.057505750782372,13.667358253228718,8.517125771432504,-11.295049521274247,29.217959988692023,-9.937260392657116,-13.045979765777574,23.374742585929187,-37.542776882574216,14.87106643058951,-33.445878593219845,34.56129046360387,-25.880494407950945,22.221080045196125,-18.092611147971088,2.0962250619484384,20.677137517915114,9.328062146525228,-4.25040197930299,25.83625272738961,0.07478035487343034,-15.709500900836408,17.692736985290388,36.424440499981344,5.949838893695105,19.38036879670555
0.21,0.007007007007007007,14.909158818490168,-18.091960048258898,-15.463464553119834,-20.28389375100614,-30.617863417677032,-12.074492291078748,-40.10585194520212,-14.354708837955936,34.39631926059341,-25.92945477365725,34.71996008079621,-34.74718487991963,-23.288163879864506,-28.70344321577831,31.650094602553814,31.429856729545115,25.110831793959022,-5.566778626101398,1.2731538491038379,-15.05885388171267,13.66804429771456,8.517758199463197,-11.295655277973438,29.220332676257613,-9.938135700212342,-13.046360477916853,23.376603049652502,-37.5454877450323,14.872184463125755,-33.44815750467611,34.56379073950259,-25.881638249858444,22.221645866174324,-18.093330208423076,2.0960906558863392,20.67861222741523,9.328445696257486,-4.250792026259562,25.837621451177714,0.07493562751909083,-15.710421866267428,17.69331878491249,36.42661224129669,5.950306674847962,19.381464335216123
0.24,0.008008008008008008,14.909937412278023,-18.092723623062465,-15.46482110931704,-20.285607741841993,-30.619800649535406,-12.075528373779244,-40.10864067130596,-14.35525070133656,34.39839848190045,-25.93057135556099,34.72154681490432,-34.7487034931694,-23.28904261812655,-28.705401398662914,31.6522544070831,31.431251488657324,25.112759512144983,-5.5664403049074025,1.2725581430872637,-15.06027627751943,13.668707968453859,8.518413295827683,-11.296246736220548,29.222810044694388,-9.93905692315433,-13.046674249722656,23.378541690633686,-37.54827311915664,14.87333894309221,-33.45048011030346,34.56636417054451,-25.882712574322532,22.222084270387246,-18.09398620821327,2.0959139716340034,20.680125366846195,9.328799368683377,-4.251203860953974,25.83896116349596,0.07511683392423532,-15.711338071509271,17.6938209929157,36.428782684040556,5.9507925461923845,19.3825495637698
0.27,0.009009009009009009,14.910700976113061,-18.093441566577194,-15.466237330896229,-20.287392076539433,-30.621753850209462,-12.076607128806378,-40.11148440649274,-14.35574666410482,34.40047946801125,-25.931623587346724,34.72306276072672,-34.75014060063921,-23.289844699821426,-28.70739059821415,31.654453450345237,31.4325766741346,25.11474424794693,-5.566003834915651,1.2718675876947707,-15.061773057598952,13.669349136785165,8.519091283834022,-11.296823656461802,29.225392412737,-9.940024087015829,-13.04692127765717,23.380558986149527,-37.55113276420421,14.87452931888855,-33.452845996290684,34.56901107945413,-25.883717333708976,22.222395241369306,-18.094578966079496,2.095695014327757,20.681676509076784,9.329122955728085,-4.251637473174054,25.84027202689588,0.07532384132659078,-15.7122493101304,17.694243724009933,36.430951732045294,5.951296412682175,19.383624390111443
