t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
0.0,0.0,-5.037461591178922,-40.53329959600448,29.537278799411265,-26.412542731088745,12.688161342531684,-16.464758614197606,-41.64632545284868,-28.94210097848492,15.404977092273551,-11.407219680980987,-5.707878409798004,24.743176542303374,3.3995327080359288,-4.955965128610667,13.057725316645936,15.257671211210035,-10.234387960998575,-5.972087184819016,32.35800331360309,22.47433142690113,30.614045381135774,13.577114275299788,-13.667765926291708
0.03,0.001001001001001001,-5.037771152173382,-40.53573855760387,29.539045153798703,-26.414134531774607,12.688915608614902,-16.46575153831086,-41.64883310736984,-28.9438442129165,15.405892994898036,-11.4079122749343,-5.708222623422454,24.744656207873405,3.3997275002460037,-4.956266300057124,13.05850464982912,15.25857809981556,-10.23500382947879,-5.972445930390136,32.35994174810968,22.47567100228922,30.61587756117998,13.5779250358903,-13.668587350063792
0.06,0.002002002002002002,-5.038105041073487,-40.538195226522085,29.540700097632705,-26.41568745296224,12.689690049096834,-16.46683280805451,-41.65135671606556,-28.945598824872725,15.406862766940103,-11.408669088740087,-5.708516731857215,24.746242074609963,3.399916735231169,-4.956651712094336,13.059280909432635,15.259418782863811,-10.235558662152558,-5.972738486167136,32.36188136262551,22.47692121669368,30.61771079368806,13.578844433091966,-13.669334317295249
0.09,0.003003003003003003,-5.038463254834632,-40.54066954767575,29.542243840056642,-26.41720120510959,12.690484752012537,-16.4680024321839,-41.65389629404175,-28.947364942881645,15.40788638357817,-11.409490132147347,-5.708760682113437,24.74793396444824,3.400100219949372,-4.95712116663131,13.060054223578673,15.260193099084372,-10.23605271497723,-5.972964556129026,32.363822014797485,22.4780819212224,30.6195450229975,13.579872308941692,-13.670006667892208
0.12,0.004004004004004004,-5.038845786492722,-40.54316148250835,29.54367658056397,-26.4186754851671,12.691299803188384,-16.469260405795012,-41.65645185747706,-28.949142699731667,15.408963806099221,-11.410375403227919,-5.708954417553925,24.749731693171814,3.400277760020864,-4.9576744663274575,13.060824727208418,15.260900891018869,-10.23648626748019,-5.9731238305638445,32.36576355029573,22.479152969642485,30.621380206363966,13.581008501369405,-13.670604232568627
0.15,0.005005005005005005,-5.039252625026962,-40.54567100907299,29.544998508775773,-26.420109976618,12.692135286141262,-16.470606710070086,-41.659023423597745,-28.95093223229033,15.410094981942095,-11.411324888102795,-5.709097877941246,24.751635070117082,3.4004491597196203,-4.958311414448242,13.061592562091455,15.26154200501593,-10.23685962250752,-5.973215986195754,32.36770580268261,22.480134218275,30.623216313932957,13.582252843921289,-13.671126832694151
0.18,0.006006006006006006,-5.039683755211959,-40.548198122114556,29.546209804247642,-26.421504349520426,12.69299128197544,-16.472041311998836,-41.66161101065548,-28.95273368132722,15.411279844722468,-11.412338560645736,-5.7091909994878,24.75364389784577,3.4006142219613995,-4.959031814700063,13.062357876836483,15.262116291239483,-10.237173105983313,-5.973240686327942,32.36964859328302,22.481025525908873,30.62505332871147,13.583605165438176,-13.671574280147643
0.21,0.007007007007007007,-5.040139157459209,-40.55074283315133,29.547310636305397,-26.42285826055137,12.69386786927722,-16.473564164075302,-41.6642146379079,-28.95454719134094,15.41251831423965,-11.413416382164455,-5.709233714907963,24.755757971785897,3.400772748288414,-4.959835471044635,13.063120826903202,15.26262360369049,-10.237427066679375,-5.973197581001719,32.37159173105635,22.481826753733984,30.626891246539785,13.585065289689567,-13.671946377176505
0.24,0.008008008008008008,-5.040618807648048,-40.55330517055597,29.548301163909148,-26.42417135305241,12.694765124007523,-16.475175203970576,-41.66683432560179,-28.956372910390048,15.413810296465309,-11.414558301059786,-5.7092259534723855,24.75797707984161,3.400924538850599,-4.960722187493142,13.063881574615248,15.26306380024214,-10.237621875995028,-5.973086307172219,32.37353501247023,22.48253776529358,30.628730076063388,13.586633034963778,-13.67224291626189
0.27,0.009009009009009009,-5.041122676946142,-40.55588517963577,29.549181535545173,-26.425443257077266,12.69568311939252,-16.47687435418155,-41.66947009495876,-28.958210989927853,15.415155683514294,-11.415764252463228,-5.709167641064535,24.760301001972277,3.401069392383464,-4.961691767880448,13.064640289174026,15.263436742688608,-10.237757927746694,-5.972906488901112,32.3754782213764,22.483158426456075,30.630569838705025,13.588308213614711,-13.672463679989958
