t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
0.0,0.0,3.3593695955416143,-38.862991349816326,24.921671878650212,-5.935099991868659,-10.247230277897097,31.44136288334081,15.838615754444598,-15.653202106631293,3.4721672625321354,-0.3442148850278259,34.1450686783658,25.089244404430797,17.488416852537668,1.0347007091931306,4.886294598427408,34.553888799157995,6.419482440626037,-19.673879122462036,-18.07908849314604,-28.28909983356403,-40.060205679058555,-8.091172481154038,-10.185408568252102,-18.264898127464374,-40.23103220154235,-25.637490021017506,14.575461482015307,20.86115788212446,6.3123533088862676,31.532622852888032,9.889239961358363,30.577607617851548,25.410239877526116,-5.904684968717684,-33.76937269132348,-12.167673538238466,11.180028806846973,10.984549161736675,5.125375139481951,-19.667984199497514,2.8229633566208676,-11.146365718916956,34.991221755408084,25.381249477222248,15.359815152764853,-22.698924303646777,-21.173509177728853,-38.14286401360537
0.03,0.001001001001001001,3.3595636582390673,-38.865324951473546,24.92315989006883,-5.935461737518212,-10.247849338350893,31.443248498297024,15.839561780912089,-15.654144481582252,3.4723742543595235,-0.34424167347180007,34.14711693275007,25.090743014361344,17.489457353517974,1.0347627863790745,4.886578436083184,34.555956295559675,6.419861860054025,-19.675059669029604,-18.080173499214105,-28.290802193533096,-40.062613156299264,-8.091658410753606,-10.186028895008821,-18.265996259095488,-40.23344701401247,-25.63903416033517,14.576332439923197,20.8624003345627,6.312727665922453,31.53450678086893,9.889826927487194,30.57943810167255,25.41176442788147,-5.905048144385176,-33.77140424381344,-12.168407260464608,11.180699484924125,10.985206084840264,5.125680402589344,-19.669170765619082,2.823126991884619,-11.1470423806036,34.993319678706975,25.38276872730149,15.360735060935681,-22.70029341298294,-21.174783646257975,-38.14515463687512
0.06,0.002002002002002002,3.35976868516716,-38.86762455390023,24.9246554951757,-5.93581814705983,-10.248467151444348,31.44509563700408,15.840526515097274,-15.65511995878321,3.472660189425686,-0.34432143666458365,34.14916152472339,25.092211194026895,17.49055855451516,1.0348083288825265,4.886776480536889,34.55813417626664,6.420250566626963,-19.676213673287585,-18.08125231819304,-28.29248599165901,-40.06499699960318,-8.092152888547066,-10.186642367022243,-18.26716252513046,-40.235862106986936,-25.640577236112783,14.577210356324763,20.86369207596674,6.313017381077506,31.53630301109024,9.890410464800256,30.581245104778947,25.41327602602006,-5.905431567941881,-33.77336370880302,-12.169153031234416,11.181400432635295,10.985937534193328,5.125998098417881,-19.67038558743949,2.823306792363471,-11.147869595610096,34.99538890339798,25.38423732857455,15.361702114725109,-22.7015282501052,-21.17607272757471,-38.147453209308566
0.09,0.003003003003003003,3.3599846143629297,-38.86989039263965,24.9261588992487,-5.936169123819577,-10.24908366001599,31.446903873966367,15.841509971948621,-15.65612864928261,3.4730249703026153,-0.3444540527803544,34.15120252724047,25.0936489107672,17.49172054854649,1.0348375670921208,4.8868887736202025,34.56042246868728,6.420648544029856,-19.677340841916674,-18.082325048518264,-28.29415159386701,-40.06735766332475,-8.092655959842759,-10.187248994054976,-18.268396786205507,-40.23827701090362,-25.64211902566292,14.5780951181804,20.8650332275089,6.313222310954319,31.538011359149678,9.890990707474499,30.583028448914714,25.414774721967593,-5.905835439603618,-33.7752509124421,-12.16991072036582,11.182131378023113,10.98674317374865,5.126328093002347,-19.671628727760638,2.82350278168995,-11.148847258500865,34.99742963714501,25.38565553166439,15.362716382068509,-22.70262885991316,-21.17737651689861,-38.149759363582845
0.12,0.004004004004004004,3.3602114036177912,-38.872122712808846,24.927670292212916,-5.936514582065748,-10.24969881182613,31.44867278690442,15.842512190082786,-15.657170664477201,3.4734685114034143,-0.3446394130265502,34.153240011469386,25.095056116549586,17.492943408926717,1.0348507096796795,4.886915399722159,34.56282120389651,6.421055733431284,-19.67844088936706,-18.083391799911293,-28.295799353039953,-40.06969558880237,-8.093167663772967,-10.18784879081341,-18.269698890205007,-40.24069123448145,-25.643659323276083,14.578986611494702,20.86642391710462,6.313342326140924,31.539631634615134,9.891567798466742,30.58478794938765,25.41626055460215,-5.906259979041909,-33.77706567948079,-12.170680201912058,11.182892047949363,10.987622646830904,5.12667024867028,-19.672900254243757,2.823714985912089,-11.14997524978052,34.9994421060844,25.387023591208283,15.36377795283733,-22.703595253252917,-21.178695111201012,-38.15207275301157
0.15,0.005005005005005005,3.36044903042809,-38.874321768944,24.92918984837962,-5.936854447101296,-10.250312559592832,31.4504019569074,15.843533231712964,-15.65824611605659,3.4739907388950106,-0.34487742167794805,34.15527404676437,25.096432747931654,17.494227189146795,1.034847943698131,4.886856485698845,34.56533041642369,6.4214720334363,-19.67951353802707,-18.084452693438298,-28.297429609151294,-40.07201120434673,-8.093688033258221,-10.188441776955266,-18.271068672152555,-40.243104264932555,-25.64519794017388,14.579884721333583,20.86786427944189,6.313377311275789,31.541163640918462,9.892141889412756,30.58652341514265,25.417733551553834,-5.906705425292861,-33.77880783329618,-12.171461354213578,11.183682168159187,10.988575576376176,5.127024424069359,-19.67420023928794,2.8239434335921416,-11.151253435485682,35.00142655477275,25.388341765696794,15.36488693902769,-22.704427406782152,-21.18002860912795,-38.15439305149843
0.18,0.006006006006006006,3.3606974919579824,-38.87648782485872,24.930717726158576,-5.937188655367715,-10.250924861010589,31.452090968573476,15.844573182582417,-15.659355115936815,3.4745915906093447,-0.34516799611229376,34.15730470064904,25.097778726023908,17.495571922738744,1.0348294346654845,4.886712200770113,34.56795014404118,6.421897300015636,-19.68055851839388,-18.08550786158324,-28.299042689384375,-40.074304925226876,-8.094217094972018,-10.18902797709067,-18.2725059541059,-40.24551556816277,-25.64673470447466,14.580789331841817,20.869354456014534,6.3133271651048615,31.542607175253092,9.89271314054898,30.588234648835638,25.41919372910055,-5.907172036679033,-33.78047719592139,-12.17225405997059,11.184501463336328,10.989601565163289,5.127390474177176,-19.675528759904374,2.8241881559101514,-11.152681666735957,35.00338324615181,25.3896103173081,15.366043474982995,-22.705125262829625,-21.181377110902584,-38.15671995348851
0.21,0.007007007007007007,3.36095680501462,-38.87862115351503,24.932254067743383,-5.9375171545602585,-10.251535678751699,31.45373941013804,15.845632151903276,-15.660497776182975,3.4752710159531555,-0.34551106684758837,34.15933203881028,25.099093956452418,17.49697762312655,1.0347953266348628,4.886482756403224,34.57068042755346,6.422331346411483,-19.681575569246142,-18.08655744833568,-28.300638908238046,-40.07657715365357,-8.094754869306005,-10.18960742077681,-18.274010545055837,-40.2479245889605,-25.64826946117174,14.581700326261037,20.87089459515931,6.3131918005303564,31.543962028475267,9.89328172065682,30.589921446907887,25.420641092060098,-5.907660090744368,-33.78207358807697,-12.173058206336105,11.185349657149446,10.990700196036855,5.1277682502933155,-19.676885897586157,2.8244491867723784,-11.154259779244772,35.005312461530494,25.390829511737458,15.367247717650772,-22.70568872924893,-21.182740718207015,-38.15905317391743
0.24,0.008008008008008008,3.3612270060356346,-38.880722036906725,24.93379899876979,-5.9378399037543295,-10.25214498045023,31.4553468735896,15.846710272300736,-15.66167420892094,3.4760289758164755,-0.34590657758113313,34.161356125102834,25.10037832932167,17.49844428346283,1.0347457422505786,4.886168406183295,34.57352131058673,6.422773943020096,-19.68256443781846,-18.087601609293223,-28.302218567618542,-40.07882827875962,-8.095301370335665,-10.190180142506128,-18.275582240829312,-40.25033075117372,-25.649802072124434,14.582617586948212,20.87248485209674,6.312971144651318,31.54522798500871,9.893847807029532,30.591583599660442,25.422075633678787,-5.908169884202295,-33.78359682920413,-12.173873685029287,11.186226472289592,10.99187103212205,5.1281576000136795,-19.678271738173628,2.8247265629245804,-11.155987592790943,35.007214500583665,25.391999618021625,15.368499846873993,-22.70611767926623,-21.184119534043507,-38.16139244815809
0.27,0.009009009009009009,3.3615081510889295,-38.882790765954994,24.9353526279468,-5.938156873542877,-10.252752738668502,31.456912954773166,15.847807699762788,-15.662884526238168,3.4768654424799563,-0.3463544852304341,34.163377021565054,25.101631719177732,17.49997187645109,1.0346807827902127,4.885769445670378,34.57647283937866,6.423224817251492,-19.683524879977593,-18.088640511778625,-28.30378195691759,-40.0810586765769,-8.095856605786553,-10.190746181688088,-18.277220823996856,-40.252733457875124,-25.651332416062125,14.583540995394655,20.874125388975667,6.312665138795921,31.546404822752507,9.894411585461683,30.59322089132832,25.423497335516693,-5.908701732897164,-33.78504673749985,-12.174700392468976,11.187131630498898,10.993113617031101,5.128558367186986,-19.67968637171506,2.825020324070167,-11.157864910651888,35.00908968136782,25.393120908358082,15.369800065717195,-22.706411951321858,-21.185513662575016,-38.16373753196509
