t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.0,0.0,32.285871211574815,-30.27078850922079,-4.211782628331117,6.012907996256426,36.79171011782805,-27.65750566050405,-10.872300147289463,-8.972731067292399,21.288863502779638,-8.224699624342426,-17.607877656127563,2.7045070482695017,9.785655987808559
0.03,0.001001001001001001,32.28780833658138,-30.27260708593925,-4.212038903553482,6.013261089893653,36.793913728017,-27.659170945733358,-10.872959731654655,-8.97327324089833,21.290132666115063,-8.225201857885398,-17.608935552065336,2.7046627131741703,9.786239355357727
0.06,0.002002002002002002,32.28972577756751,-30.274382569729173,-4.212324152229873,6.013616119955575,36.796109542744546,-27.660864275076545,-10.873642353368961,-8.973794987286674,21.29140765532349,-8.22569875824522,-17.609975866376296,2.704857948373724,9.786796489757082
0.09,0.003003003003003003,32.291623705223756,-30.27611495928073,-4.212638574923321,6.01397323241335,36.798297843352174,-27.662585911652187,-10.874348006001929,-8.97429630536362,21.292688363230926,-8.226190252302674,-17.610998567272365,2.705092591981477,9.787327412004327
0.12,0.004004004004004004,32.293502291707014,-30.277804259483986,-4.212982369978854,6.014332575074354,36.800478907216096,-27.66433612108057,-10.875076677108453,-8.97477719502735,21.293974679561035,-8.2266762672848,-17.612003619637367,2.70536648291062,9.787832144541449
0.15,0.005005005005005005,32.29536171067084,-30.279450481471972,-4.21335573359019,6.014694297639836,36.80265300788359,-27.66611517154971,-10.875828348265959,-8.975237657161609,21.295266490960884,-8.22715673073865,-17.612990985004583,2.7056794607822754,9.788310711254429
0.18,0.006006006006006006,32.2972021372962,-30.28105364266284,-4.213758859864322,6.015058551762924,36.80482041520787,-27.667923333880687,-10.87660299511278,-8.975677693629262,21.29656368102792,-8.227631570505284,-17.61396062153427,2.7060313658307433,9.788763137472966
0.21,0.007007007007007007,32.29902374832268,-30.28261376680118,-4.214191940883977,6.01542549110702,36.80698139548142,-27.66976088159239,-10.877400587387713,-8.976097307265851,21.29786613033813,-8.228100714694001,-17.614912483991127,2.7064220388059717,9.789189449970195
0.24,0.008008008008008008,32.3008267220801,-30.284130883998568,-4.21465516676794,6.015795271404623,36.8091362115679,-27.671628090965616,-10.878221088970701,-8.976496501873129,21.299173716475384,-8.228564091656823,-17.615846523721704,2.7068513208732603,9.789589676962384
0.27,0.009009009009009009,32.30261123852066,-30.285605030773436,-4.215148725729219,6.016168050516614,36.811285123032576,-27.673525241106603,-10.879064457924628,-8.976875282212587,21.30048631406196,-8.229021629963217,-17.61676268863179,2.707319053510221,9.789963848108624
