t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
0.0,0.0,-6.088646338047189,8.544500345505565,4.8979933373517905,-16.54436281728144,-39.301150717580384,25.336909806868576,19.39042585163817,6.807727638121364,-5.204226881365075,7.054490721186931,-13.891124413007093,-18.992479532123337,-3.492010576247406,-13.162590533651223,20.6253667051944,-16.608538532432032,20.553926352114235,-34.75838615686994,-7.490225241618894,-8.230615570365556,26.39771180279414,-22.667347642147426,-4.72736461007133,29.646875252191315,-32.35195277362855,5.52149681822704,32.94630982040997,-8.376828377997775,12.074128742094839,-0.615953837956327,25.276043531305255,32.41113740111488,-22.313002695608642
0.03,0.001001001001001001,-6.089012233712669,8.545009067685674,4.898284114749078,-16.54536262528534,-39.3035157777108,25.33842674952271,19.391585026247647,6.808133429524178,-5.204546366963782,7.054906212401559,-13.891958279432464,-18.993622079383073,-3.492228477033557,-13.163388315291838,20.626597589111846,-16.609542290727507,20.555158263857795,-34.76047665891942,-7.4906781131800715,-8.231118810902506,26.399291729938138,-22.66871690992915,-4.727652525945673,29.64865059675995,-32.35389398067979,5.52182641327477,32.948278827810945,-8.37733215053902,12.074846587470601,-0.6159976597670563,25.27755144666997,32.413077721639816,-22.314343643142095
0.06,0.002002002002002002,-6.08934611491199,8.545485497172315,4.898587315366394,-16.5463525104924,-39.305886202058176,25.339980594737156,19.392827970213503,6.808514344123381,-5.204894467261924,7.0552224935753305,-13.892807469186508,-18.99474428282001,-3.4924378830025096,-13.164158912445693,20.627727729582233,-16.61059821210713,20.556350030013125,-34.7626404295723,-7.491078972925181,-8.231594337533286,26.40075612416487,-22.670055009362052,-4.727957649783484,29.650378828048563,-32.3557593589874,5.522266069434311,32.950185203064244,-8.377751638957701,12.075638864247598,-0.6159322023741268,25.279047543390284,32.41495686194561,-22.315692937178188
0.09,0.003003003003003003,-6.0896476788249165,8.545929554771375,4.8989028962381225,-16.547332462595353,-39.308262667021914,25.341571440956436,19.39415490796577,6.808870380958174,-5.205270800054361,7.055439856260877,-13.893671963605309,-18.99584590916432,-3.492638999902665,-13.164902168017155,20.62875727826837,-16.611706479005544,20.55750166116669,-34.764877462442584,-7.4914280764436585,-8.232042241124878,26.402105160332447,-22.671362029697775,-4.728279896620068,29.652059909957913,-32.35754889049968,5.522815803384021,32.95202905779726,-8.378086924117461,12.076505475039756,-0.6157575267177191,25.280531586321672,32.41677478157443,-22.3170506970191
0.12,0.004004004004004004,-6.089916610317817,8.546341120023142,4.8992308226062224,-16.548302487903907,-39.31064583224517,25.34319937376426,19.395566050864264,6.8092015370126235,-5.205674993061889,7.055558613243727,-13.89455172872697,-18.99692673126417,-3.4928320497135115,-13.165617917998864,20.629686353450985,-16.612867286893465,20.558613152143412,-34.76718775956339,-7.491725631248803,-8.232462615481065,26.403339027124854,-22.672638055956153,-4.7286192043513156,29.653693807261153,-32.35926255500168,5.52347570086273,32.95381047277887,-8.378338081353904,12.077446332203605,-0.6154736693510532,25.28200334092733,32.418531450927595,-22.318417066642795
0.15,0.005005005005005005,-6.09015258188084,8.546720031205892,4.899571067944639,-16.549262609246245,-39.31303634099004,25.34486446591154,19.39706159687983,6.809507807153143,-5.206106683908744,7.055579098317147,-13.895446715361693,-18.997986527919064,-3.4930172706720395,-13.166305991428711,20.630515039933037,-16.614080844115716,20.55968448214225,-34.769571331308974,-7.491971796812223,-8.232855557313592,26.404457926939678,-22.67388316892345,-4.728975533689724,29.65528048565232,-32.36090032969787,5.524245916809336,32.955529497768495,-8.3785051805382,12.078461357965509,-0.6150806423814729,25.283462573328205,32.420226851188474,-22.31979221483205
0.18,0.006006006006006006,-6.090355253569472,8.547066085300951,4.899923613985282,-16.550212865893414,-39.315434820506255,25.346566777338204,19.39864173024783,6.809789184074432,-5.206565520087699,7.0555016660913,-13.896356859164943,-18.99902508370935,-3.493194917313595,-13.16696621035403,20.63124338895621,-16.615347371719114,20.560715614874645,-34.772028196311496,-7.492166684569546,-8.233221166209297,26.405462075803733,-22.675097445155494,-4.729348868136017,29.65681991180478,-32.362462188810646,5.525126675539842,32.95718615136739,-8.378588286145048,12.079550484536734,-0.6145784334335065,25.284909050361343,32.42186097424943,-22.321176335324342
0.21,0.007007007007007007,-6.090524272950662,8.547379037919443,4.900288450745602,-16.551153313506514,-39.31784188239355,25.34830635518889,19.400306621093446,6.810045658253861,-5.207051158912903,7.055326691836417,-13.89728208071368,-19.000042188822086,-3.493365260527317,-13.167598389802965,20.63187141812932,-16.616667103269933,20.561706498705796,-34.774558381372266,-7.49231035789693,-8.23355954459321,26.406351703316215,-22.676280956985675,-4.72973921396639,29.658312053439708,-32.363948103194296,5.526118270962117,32.958780420871534,-8.378587457324851,12.080713654216414,-0.6139670056335528,25.286342539646643,32.423433822642835,-22.32256964698261
0.24,0.008008008008008008,-6.090659275053737,8.547658603190941,4.900665576557791,-16.552084024106474,-39.320258122957675,25.35008323382265,19.402056425028423,6.810277217914313,-5.207563267460579,7.055054571359601,-13.898222285585641,-19.001037638873395,-3.4935285876263187,-13.168202337763043,20.632399111368514,-16.618040284660697,20.562657066798668,-34.77716192136728,-7.492402832057923,-8.2338707976876,26.40712705261881,-22.677433772537828,-4.730146600235351,29.65975687940463,-32.36535803996437,5.5272210668284805,32.96031226212585,-8.37850274798,12.08195081948246,-0.6132462976159252,25.287762809662134,32.42494540947636,-22.32397239398694
0.27,0.009009009009009009,-6.0907598823263776,8.547904453614294,4.901054998099645,-16.553005086066317,-39.32268412356019,25.351897434816863,19.403891282719,6.810483848995462,-5.208101522497614,7.054685720914872,-13.899177364441606,-19.002011234727426,-3.493685202432783,-13.168777855166923,20.632826418849266,-16.619467173905967,20.563567237260788,-34.77983885914674,-7.492444074120297,-8.234155033467003,26.407788380392283,-22.67855595574401,-4.730571078794151,29.66115435976216,-32.36669196214203,5.528435497026107,32.96178159937922,-8.378334206845127,12.08326194307043,-0.6124162235500761,25.28916962982789,32.42639575837237,-22.32538484604718
