t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.0,0.0,12.651771927421581,1.073573004787375,19.970671890785184,-25.790797225513003,0.547410532733631,22.649771248831783,8.572061817301392,-34.60478248671919,-11.735296990129385,2.9301218125334034,23.586418992525513,-22.192564916520357,35.99148745289725,24.482688679215574,-13.939856605551745,-3.5825937154261616,20.26711855559338,-35.72746323819323,25.555559599407,-38.8666164248969,-22.89973904949667,-25.773314901935485,32.79344197698847,27.112570404298214,-21.500915263540726
0.03,0.001001001001001001,12.652523107067903,1.0736290440556373,19.971862574614097,-25.79234860166463,0.5474424079463592,22.651128220637393,8.572570226021105,-34.60686696164091,-11.736001525114956,2.9302906280730237,23.587828858002734,-22.1938968470868,35.993644997282004,24.484153103883592,-13.940695600700035,-3.5828098018389722,20.268331807252107,-35.72961053306992,25.55709298372583,-38.86895301691984,-22.90111803390949,-25.774861800554408,32.79540659819542,27.114193410176604,-21.502208167036937
0.06,0.002002002002002002,12.653303757512267,1.0736592048323583,19.973029126290577,-25.79389033233739,0.547480696133672,22.652485209824384,8.573088013697527,-34.608939248474485,-11.73677235925485,2.9304462220762133,23.58930461761823,-22.195156732803405,35.995817258824665,24.485646620004932,-13.941506288102884,-3.5830688007131046,20.269548127220528,-35.731747140234155,25.558644693777445,-38.871309229775896,-22.902512240103462,-25.77639387575951,32.797298760744205,27.11574483171744,-21.5034738153184
0.09,0.003003003003003003,12.654113806245613,1.0736634600423989,19.974171666407372,-25.795422662325546,0.5475253566837104,22.653842213424547,8.573615344231039,-34.61099932591172,-11.73760940953206,2.930588746356345,23.590846443296346,-22.196344584123867,35.998004563818625,24.487169274745405,-13.942288877195336,-3.5833708663631736,20.270767584356197,-35.73387317821049,25.560214635262756,-38.87368494885358,-22.903921702555643,-25.777911292944488,32.799118345677165,27.117224763031647,-21.504712278166366
0.12,0.004004004004004004,12.654953174805094,1.0736417815224961,19.975290300551233,-25.7969458225706,0.54757634589137,22.655199227616286,8.574152383768958,-34.61304716750545,-11.7385125897436,2.9307183449634087,23.592454530488805,-22.19746040826159,36.00020724256068,24.488721111942407,-13.943043571870039,-3.5837161526444667,20.2719902305251,-35.735988779513924,25.561802713304946,-38.87608006109495,-22.905346455635694,-25.779414217838845,32.800865248191336,27.118633294002464,-21.50592362605852
0.15,0.005005005005005005,12.655821778818542,1.0735941400228894,19.97638511928532,-25.798460030098056,0.5476336169881343,22.656556247694706,8.57469930069917,-34.615082741651854,-11.739481810361804,2.930835154304259,23.594129098109377,-22.1985042091484,36.00242562933992,24.490302172072173,-13.943770570506674,-3.5841048129465993,20.27321610057836,-35.738094090720324,25.56340883242726,-38.87849445503797,-22.906786533596343,-25.78090281646579,32.80253937753699,27.119970510229166,-21.507107930175557
0.18,0.006006006006006006,12.656719528044825,1.0735205052077104,19.977456198130753,-25.79996548795193,0.5476971201685173,22.657913268042673,8.575256265643953,-34.617106011572126,-11.740516978384697,2.930939303258479,23.59587038847399,-22.199475987398188,36.004660062431704,24.49191249221548,-13.944470065997074,-3.584537000186468,20.274445212327656,-35.740189272531964,25.56503289652825,-38.88092802085872,-22.90824197056777,-25.782377255106926,32.804140656912594,27.121236492973864,-21.5082652624077
0.21,0.007007007007007007,12.657646326410095,1.0734208456541785,19.978503597547217,-25.80146238512689,0.5477668026131934,22.659270282102955,8.575823451453982,-34.619116935293526,-11.741617997175432,2.931030913289907,23.597678667245972,-22.200375740275483,36.00691088409668,24.493552106021827,-13.945142245765942,-3.5850128668004695,20.275677566519303,-35.74227449983838,25.566674808854486,-38.883380650413486,-22.90971280055591,-25.78383770027368,32.80566902335629,27.122431319111246,-21.50939569536125
0.24,0.008008008008008008,12.65860207203996,1.0732951288506403,19.979527362912698,-25.802950896497933,0.5478426085088932,22.660627282351424,8.576401033202506,-34.62111546562982,-11.742784766290809,2.9311100985538565,23.599554223386132,-22.201203461668847,36.00917844058492,24.495221043672082,-13.94578729178712,-3.5855325647359466,20.276913146806994,-35.74434996177244,25.568334471970726,-38.88585223728072,-22.911199057444747,-25.78528431868547,32.80712442763381,27.12355506108117,-21.510499302365062
0.27,0.009009009009009009,12.659586657287583,1.0731433211934964,19.9805275245022,-25.804431182747475,0.547924479065151,22.661984260271403,8.576989188179706,-34.62310155016111,-11.744017181298904,2.931176966000077,23.60149736910733,-22.201959142069146,36.01146308214501,24.49691933183962,-13.94640538059533,-3.5860962454418233,20.278151919723232,-35.746415861761776,25.570011787727577,-38.88834267680276,-22.912700775002563,-25.78671727725453,32.808506834122966,27.12460778684396,-21.51157615747702
0.3,0.01001001001001001,12.660599968757783,1.0729653879830616,19.981504097465535,-25.80590339028973,0.5480123525279921,22.663341206329182,8.577588095887197,-34.625075131213045,-11.745315133585809,2.9312316154714892,23.603508439833195,-22.20264276855262,36.01376516303832,24.498646993649974,-13.946996683293332,-3.586704059858402,20.27939383464939,-35.74847241757555,25.571706657226606,-38.8908518661273,-22.914217986892197,-25.78813674307736,32.80981622069462,27.125589559838307,-21.51262633549043
0.32999999999999996,0.011011011011011011,12.66164188732716,1.072761293418405,19.982457081804103,-25.807367651192287,0.548106164190653,22.66469810995073,8.578197938032718,-34.62703614583546,-11.746678510151511,2.9312741397987248,23.605587794160602,-22.203254324768764,36.01608504155817,24.500404048639,-13.947561365554435,-3.587356158406282,20.28063882378445,-35.750519861366726,25.57341898078296,-38.89337970424871,-22.915750726685342,-25.789542883432738,32.81105257859017,27.12650043894168,-21.51364991194039
0.36,0.012012012012012012,12.662712288160341,1.0725310005912196,19.983386462346715,-25.80882408309476,0.5482058464014326,22.666054959499668,8.578818898524942,-34.628984525780446,-11.74810719339494,2.9313046248905095,23.60773581382552,-22.20379379093294,36.01842308005411,24.502190512709596,-13.948099587620288,-3.588052690974372,20.28188680211237,-35.752558439709794,25.57514865788544,-38.89592609204894,-22.91729902788088,-25.790935865786263,32.812215912295585,27.127340478433112,-21.514646963110064
0.39,0.013013013013013013,12.663811040722402,1.0722744714787753,19.984292208724455,-25.810272789124387,0.5483113285687758,22.66741174225651,8.579451163468455,-34.630920197479796,-11.749601060888185,2.9313231498199164,23.609952903671775,-22.2042611438238,36.02077964496115,24.504006398087007,-13.94861150429391,-3.5887938069069625,20.283137667368138,-35.75458841363403,25.57689558715407,-38.89849093233816,-22.918862923927275,-25.792315857801345,32.81330623941188,27.12810972795831,-21.515617566036894
0.42,0.014014014014014014,12.664938008787587,1.0719916669360063,19.985174275344598,-25.81171385780851,0.5484225371636989,22.66876844439921,8.58009492115886,-34.63284308202196,-11.751159985139955,2.9313297869065176,23.612239491622297,-22.204656356785375,36.023155106834025,24.505851713272687,-13.949097264927884,-3.5895796549898256,20.28439130000245,-35.75661005865241,25.57865966629517,-38.901074129894994,-22.920442448249077,-25.793683027356586,32.81432359052212,27.12880823249694,-21.516561798518733
0.44999999999999996,0.015015015015015015,12.666093050444399,1.071682546686794,19.986032601363632,-25.813147362983752,0.5485393957196661,22.67012505098511,8.580750362078012,-34.6347530951284,-11.75278383334827,2.9313246017944623,23.61459602865236,-22.20497939973394,36.02554984038642,24.50772646299683,-13.949557013407663,-3.59041038343532,20.28564756314508,-35.758623664786164,25.580440792053903,-38.90367559150628,-22.92203763427751,-25.795037542569496,32.815268009054826,27.129436032332027,-21.517479739119867
0.48,0.016016016016016016,12.667276018097208,1.0713470693144997,19.986867110659425,-25.814573363701864,0.5486618248300388,22.671481545934217,8.581417678889371,-34.63665014712946,-11.754472467142456,2.9313076535265052,23.617022988764298,-22.205230239169556,36.02796422453517,24.509630648169512,-13.949990888129927,-3.591286139866462,20.286906302566905,-35.76062953658506,25.582238860164317,-38.90629522600641,-22.9236485154852,-25.796379571826467,32.81613955114379,27.12999316302139,-21.518371467176934
0.51,0.017017017017017015,12.668486758464494,1.0709851922518125,19.987677711802586,-25.81599190413207,0.5487897421432184,22.67283791201394,8.58209706643347,-34.63853414293963,-11.756225742314474,2.9312789946140088,23.61952086896317,-22.205408838192316,36.03039864244945,24.51156426583058,-13.950399021975938,-3.592207071299948,20.288167346640627,-35.76262799314352,25.584053765296904,-38.90893294431606,-22.925275125425074,-25.797709283818936,32.81693828548429,27.130479655370994,-21.51923706280473
0.54,0.018018018018018018,12.669725112573872,1.0705968717699734,19.98846429802708,-25.8174030134598,0.548923062355614,22.674194130825267,8.582788721723475,-34.640404982032436,-11.758043508539624,2.9312386711029346,23.622090189232814,-22.20551515652327,36.032853481604874,24.513527309098205,-13.950781542279842,-3.5931733241280894,20.289430506300192,-35.76461936811257,25.58588540100366,-38.91158865948033,-22.926917497773367,-25.799026847585655,32.81766429318557,27.13089553541018,-21.520076606901885
0.57,0.01901901901901902,12.670990915754045,1.0701820629674423,19.989226747200195,-25.818806705781764,0.5490616972025697,22.675550182790435,8.583492843940846,-34.64226255841468,-11.759925609086688,2.9311867226358483,23.62473149251166,-22.205549150530054,36.03532913384257,24.515519767116253,-13.951138570791837,-3.5941850440996483,20.290695574998917,-35.76660400970771,25.587733659660646,-38.914262286706204,-22.92857566637689,-25.800332432560996,32.818317667619624,27.131240824368643,-21.520890181156386
0.6,0.02002002002002002,12.67228399762387,1.0697407197580773,19.989964921791945,-25.82020297999716,0.5492055554473939,22.676906047142115,8.584209634431065,-34.644106760600316,-11.761871880517571,2.93112318250995,23.62744534466771,-22.205510773257174,36.03782599543315,24.517541625000455,-13.951470223636191,-3.595242376299541,20.291962328666376,-35.7685822807128,25.589598432408064,-38.91695374339924,-22.930249665304462,-25.801626208629205,32.81889851426614,27.131515538655155,-21.521677868050965
