t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
0.0,0.0,-2.4162325184565705,-15.700442201946439,20.90455502540758,-38.578667012211,13.698135597446152,-2.4080320388860903,10.33973420304446,32.840596340978514,-29.0084146177943,26.50927854583119,15.994685626639367,36.69042501364429,31.533651034731427,-16.331870466554456,-27.836181478302915,-28.280424389377643,35.58449588308468,-39.356989769277256,-16.587597062639382,-1.019457139472431,-37.068590887596166,29.612163138645055,-30.672910388509145,16.001805417251518,-37.317942877479744,-24.543008894180666,21.224068271328036,21.739479479370946,36.914354523233904
0.03,0.001001001001001001,-2.4163838045509602,-15.701386009706304,20.905801981431566,-38.58098723399968,13.698953353353883,-2.408178260770675,10.34035367109292,32.842564785319574,-29.01016304664449,26.51086514383903,15.995638234199607,36.692617131593245,31.535543128694155,-16.332859616506138,-27.837855666283644,-28.282127706501143,35.58662394459311,-39.35935673895957,-16.588596080654924,-1.0195228294063101,-37.070818776690984,29.61393365140029,-30.674757963367203,16.00275770640726,-37.320183666480965,-24.544483533198783,21.225333522044227,21.740779821773,36.91656121593282
0.06,0.002002002002002002,-2.4166300277159407,-15.702255964305897,20.907061566242067,-38.58330587820446,13.699786145950295,-2.408381531991381,10.340987522299072,32.844570762487834,-29.011936717388373,26.512445481825274,15.996643964008921,36.694810880003736,31.537536049405226,-16.333781889157073,-27.839538435664043,-28.283848781063703,35.58865564839288,-39.36176126721757,-16.589628819871404,-1.0195807154167051,-37.07308439094475,29.615726165594854,-30.67666822157527,16.00373199689709,-37.32244968919291,-24.545909681694067,21.226581951811518,21.742155351620948,36.91873488281674
0.09,0.003003003003003003,-2.4169713153586403,-15.703052279853518,20.908333889342977,-38.585623135348335,13.700634032259847,-2.408641674054982,10.34163596872538,32.84661438401294,-29.013735434180635,26.514019398052966,15.997702771531202,36.69700653422604,31.539629470445913,-16.334637365292462,-27.841229566732558,-28.28558729730817,35.590591554889166,-39.36420329131838,-16.590695572423446,-1.0196308235087745,-37.0753880464499,29.61754080771579,-30.678641484736797,16.004728234605444,-37.324740918018755,-24.547287469864763,21.227813303155486,21.74360574002525,36.92087594341464
0.12,0.004004004004004004,-2.4174078036076954,-15.703775202896532,20.909619066759035,-38.58793919503028,13.701497077352776,-2.4089584814079874,10.342299218591547,32.848695761612994,-29.015558998834074,26.515586736740236,15.998814601760468,36.699204362515744,31.541823053663023,-16.335426134620153,-27.84292884483535,-28.287342926796377,35.59243221531601,-39.366682741613815,-16.591796626706763,-1.0196731866228983,-37.07773004132468,29.619377704053143,-30.68067806303018,16.005746362715445,-37.32705730935114,-24.548617025750723,21.22902732047495,21.745130656851693,36.92298480197451
0.15,0.005005005005005005,-2.41793963728595,-15.704425012109407,20.910917221049207,-38.59025424605495,13.702375354299061,-2.4093317214760583,10.34297747632908,32.85081500710239,-29.01740721067654,26.51714734802266,15.999979389048077,36.70140462603344,31.544116448848918,-16.336148295670977,-27.844636060412018,-28.28911532838005,35.59417817175498,-39.369199541343534,-16.592932267247104,-1.0197078446910555,-37.080110655769076,29.621236980645005,-30.6827782553007,16.006786321733205,-37.32939880366498,-24.54989847525843,21.23022375004816,21.746729770715252,36.92506184766432
0.18,0.006006006006006006,-2.418566969871468,-15.705002017988004,20.91222848132478,-38.592568476566576,13.703268944122385,-2.4097611347049845,10.343670942636493,32.85297223229851,-29.019279866402332,26.51870108791807,16.0011970569303,36.70360757884406,31.546509293417287,-16.336803955714938,-27.846351009030332,-28.290904148187185,35.595829957164305,-39.37175360643262,-16.594102774565968,-1.0197348446951635,-37.082530152108774,29.623118763219846,-30.68494234914763,16.007848049510933,-37.33176532560884,-24.551131942190146,21.23140234004162,21.748402748973064,36.92710745476623
0.21,0.007007007007007007,-2.419289963446646,-15.705506562549807,20.913552983272123,-38.5948820741873,13.704177935753998,-2.4102464346033705,10.344379814535104,32.855167548927426,-29.02117675991821,26.520247818293676,16.002467517956575,36.70581346791585,31.549001212075176,-16.337393230693223,-27.84807349141979,-28.292709019624045,35.59738809541811,-39.374344845283645,-16.595308425042916,-1.0197542407273947,-37.08498877482745,29.625023177136057,-30.68717062100651,16.008931481268917,-37.334156784095015,-24.552317548277223,21.23256284052166,21.750149257716828,36.92912198286399
0.24,0.008008008008008008,-2.4201087886351864,-15.70593901903975,20.914890869180095,-38.59719522615986,13.705102425986356,-2.4107873077872215,10.345104285425354,32.8574010685286,-29.02309768218419,26.521787406835358,16.003790673518687,36.70802253311877,31.551591816491772,-16.337916245165903,-27.84980331350398,-28.29452956339277,35.59885310135555,-39.37697315856358,-16.596549490774223,-1.0197660940524786,-37.087486750587836,29.626950347318843,-30.689463336226748,16.010036549616366,-37.336573072388745,-24.5534554132177,21.23370500346895,21.751968961764934,36.93110577702349
0.27,0.009009009009009009,-2.4210236245266934,-15.70629979164123,20.91624228797212,-38.59950811949474,13.706042519426438,-2.4113834140266657,10.345844545143573,32.85967290235872,-29.025042421049285,26.52331972701903,16.00516641368125,36.71023500722231,31.554280704964516,-16.338373132275187,-27.85154028643165,-28.2963653875247,35.60022548083941,-39.379638438985815,-16.597826239427675,-1.0197704731719928,-37.090024288241864,29.62890039819444,-30.691820749144586,16.011163184571192,-37.33901406819685,-24.55454565471824,21.234828582796027,21.753861524654614,36.9330591679665
0.3,0.01001001001001001,-2.4220346585886388,-15.706589315191849,20.917607395242825,-38.601820941121844,13.706998328448611,-2.4120343862950944,10.346600780019138,32.8619831612946,-29.02701076108239,26.524844658083847,16.006594617013768,36.712451115892605,31.557067462083126,-16.338764033724086,-27.8532842266064,-28.29821608742941,35.60150573082393,-39.382340571087624,-16.599138934093297,-1.019767453890637,-37.09260157883047,29.630873453621774,-30.69424310315152,16.01231131357873,-37.34147963375614,-24.55558838854047,21.23593333436803,21.755826608634347,36.934982472237486
0.32999999999999996,0.011011011011011011,-2.4231420865654347,-15.706808054903371,20.918986353299246,-38.60413387804668,13.707969973146904,-2.412739830821044,10.347373172931933,32.86433195573541,-29.029002483398525,26.526362085007207,16.008075150424677,36.7146710776888,31.559951658392134,-16.339089099770316,-27.855034955714935,-28.30008124595956,35.60269433943147,-39.38507943100336,-16.60048783312979,-1.0197571193844828,-37.095218795573345,29.632869636821564,-30.69673063075833,16.013480861529434,-37.34396961592187,-24.55658372855186,21.237019016026714,21.757863874656838,36.93687599236354
0.36,0.012012012012012012,-2.4243461123643417,-15.706956506085367,20.92037933120654,-38.60644711751124,13.708957581286567,-2.413499327143181,10.348161903370062,32.86671939550408,-29.031017365480672,26.52787189848129,16.009607868997694,36.7168951040585,31.5629328500526,-16.33934848923524,-27.856792300753757,-28.30196043349152,35.60379178603777,-39.38785488623382,-16.6018731900065,-1.0197395602711783,-37.0978760938492,29.63488907030294,-30.699283553654798,16.01467175077558,-37.34648384625675,-24.55753178678111,21.2380853876179,21.759972982372766,36.93874001700735
0.39,0.013013013013013013,-2.425646947927923,-15.707035193871924,20.921786504838124,-38.60876084715939,13.709961288254753,-2.4143124281687887,10.348967147487713,32.869145589748186,-29.03305518099747,26.529373994891074,16.0111926158309,36.7191233993323,31.566010578503658,-16.339542369527607,-27.85855609405427,-28.303853208021824,35.60479854136539,-39.390666795412024,-16.603295253140697,-1.0197148746820852,-37.10057361116698,29.636931875787635,-30.70190208276527,16.015883901147028,-37.34902214112064,-24.55843267347819,21.239132211022486,21.762153590125585,36.9405748211132
0.42,0.014014014014014014,-2.427044813092753,-15.707044672950797,20.923208056930203,-38.61107525520706,13.710981237010174,-2.415178660236202,10.349789078163116,32.87161064684023,-29.035115699617016,26.530868276293607,16.012829221878924,36.721356160717235,31.569184370124624,-16.339670916681914,-27.86032617330615,-28.30575911527945,35.60571506758514,-39.393515008065975,-16.604754265729987,-1.01968316833632,-37.103311467128506,29.63899817413181,-30.704586418300185,16.017117229966015,-37.35158430176145,-24.559286497179063,21.240159250191123,21.764405354947563,36.94238066604603
0.44999999999999996,0.015015015015015015,-2.4285399354340758,-15.706985527294332,20.924644177140603,-38.61339053061713,13.712017578031567,-2.416097523181657,10.350627865056515,32.87411467427749,-29.03719868681711,26.532354650398396,16.014517505798683,36.72359357828916,31.572453735898385,-16.339734315411068,-27.862102381578964,-28.307677688853925,35.60654181842503,-39.396399364378674,-16.606250465579667,-1.0196445546166568,-37.10608976338316,29.641088085245567,-30.707336749803748,16.018371652061074,-37.35417011440754,-24.56009336477512,21.24116627118267,21.766727932557306,36.94415779972333
0.48,0.016016016016016016,-2.4301325500960873,-15.706858369891442,20.926095062111795,-38.615706863278994,13.713070469264808,-2.4170684904110598,10.351483674668051,32.87665777858152,-29.039303903692222,26.533833030548756,16.016257273799066,36.725835834983876,31.575818171076847,-16.339732759173103,-27.8638845673419,-28.30960845033923,35.60727923928656,-39.39931969494589,-16.607784084924834,-1.0195991546472543,-37.10890858357499,29.643201728010222,-30.710153256197867,16.019647079780057,-37.35677935036195,-24.56085338158743,21.242153042206557,21.769120977358966,36.94590645674011
0.51,0.017017017017017015,-2.431822899607522,-15.706663842479905,20.927560915538052,-38.61802444419301,13.714140076068475,-2.4180910089772243,10.352356670395507,32.87924006519735,-29.041431106757557,26.53530333570391,16.018048319495076,36.72808310658698,31.57927715484921,-16.339666450251663,-27.865672584481526,-28.311550909493473,35.60792776736794,-39.40227582053215,-16.60935535024711,-1.0195470973731493,-37.111767993282896,29.64533922019339,-30.71303610582256,16.020943423002336,-37.35941176609885,-24.561566651445798,21.243119333669117,21.771584142443306,36.947626858486686
0.54,0.018018018018018018,-2.433611233682198,-15.706402615278202,20.92904194823664,-38.62034346565972,13.715226571157691,-2.419164499663129,10.3532470125918,32.88186163839263,-29.043580047750574,26.53676549042173,16.019890423766814,36.73033556172237,31.582830150013912,-16.339535599849906,-27.867466292317545,-28.3135045644143,35.608487831793965,-39.4052675518254,-16.610964482085787,-1.0194885196414643,-37.11466803995447,29.647500678361954,-30.715985456473007,16.022260589150157,-37.362067103362584,-24.562233276772663,21.244064918224087,21.77411707959082,36.94931921325933
0.57,0.01901901901901902,-2.435497809004172,-15.70607538671611,20.93053837822289,-38.62266412147387,13.716330134546048,-2.420288357071796,10.35415485862215,32.88452260115662,-29.04575047343034,26.538219424841856,16.021783354623828,36.73259336183931,31.58647660265509,-16.339340428197534,-27.86926555561635,-28.315468901729965,35.60895985375225,-39.40829468919092,-16.61261169484325,-1.019423566284261,-37.11760875283399,29.649686217793015,-30.719001455433414,16.023598483199244,-37.36474508926953,-24.56285335867193,21.244989570827247,21.776719439277077,36.950983716363744
