t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
0.0,0.0,-18.88781380903227,-12.796916715411372,-3.2974567817587936,-26.76356141095063,-20.215730418739756,38.50139839984896,23.4897319369817,-15.509927934622336,33.53421203326986,-6.4215961510664465,-5.185318101002744,-33.68207131061269,-30.28492645844133,28.20801385086366,16.12132710851903,-22.965871968797416,25.277486618234082,-23.786124693121184,36.347511428199866,-13.041749682957073,14.07326366821826,28.52428897794391,-32.36378053369979,-21.447358898886954,4.712446356310802,-0.15461366475774974,-2.234624774703592,30.08884464558524,-25.887744092894856,14.46805860716753,-9.010045237238899,23.61505359932337,-34.514807073754525,-25.740656857630828,43.013009807236415,11.212049144442444,-5.179980163488073,-12.759025449425621,34.034471572464334
0.03,0.001001001001001001,-18.888951180423152,-12.797688451294269,-3.2976613789816915,-26.76516971940736,-20.2169497790272,38.50370819714181,23.491140269484593,-15.510858644322346,33.53621492516391,-6.4219871479171315,-5.185637234630269,-33.684097443263965,-30.286744114690983,28.20969964200947,16.12229194524309,-22.967255607350964,25.27899515539078,-23.78755634394911,36.349690655288626,-13.042537149611368,14.074102040879648,28.525995231647475,-32.36572819784744,-21.448652425105557,4.7127277628818085,-0.15463212712517332,-2.2347619914676375,30.090641464468906,-25.88930317939533,14.468919382894864,-9.010593479615224,23.616463725741074,-34.51687882714044,-25.7422097803887,43.015587133571714,11.212718823060577,-5.180294205467554,-12.759794172513438,34.036511797682486
0.06,0.002002002002002002,-18.890095289895367,-12.798522351383852,-3.2978117799280082,-26.766839998387937,-20.21823040255717,38.50593998684121,23.49254069050953,-15.511648940050103,33.5381417020344,-6.422409355483679,-5.186024142682556,-33.686121429057835,-30.288553717181316,28.2114955876262,16.123324618222394,-22.968639613185015,25.280499848018476,-23.788996043031577,36.35182247792477,-13.043392113459307,14.074902379105048,28.527727880155886,-32.36770973625391,-21.44993177027781,4.713148184119214,-0.15469890224295144,-2.2348266049292542,30.092386466980617,-25.89094336071843,14.469766116156865,-9.010991067408305,23.61784848875663,-34.51886652444317,-25.743799047908162,43.01811081576073,11.213390286881618,-5.180618168874598,-12.760540059436234,34.038630461297494
0.09,0.003003003003003003,-18.891246301338843,-12.799418247630458,-3.2979079689236754,-26.7685721422197,-20.21957222575298,38.508093830344045,23.493932907103463,-15.512298940915594,33.5399921911096,-6.422862881455076,-5.186478732344828,-33.688142928060124,-30.290355259921682,28.21340191095705,16.124424926009873,-22.97002415953155,25.28200062509888,-23.79044379620071,36.353906633660884,-13.044314678369698,14.075664518225393,28.529487207692007,-32.36972465828516,-21.451196958670284,4.71370798197412,-0.15481387884111045,-2.2348186510564623,30.094079914567818,-25.892664677839743,14.47059898165369,-9.011238198331101,23.619208019064764,-34.520770256858995,-25.745425062431035,43.02058047063205,11.214063441334453,-5.180952116818777,-12.76126302225186,34.04082775623589
0.12,0.004004004004004004,-18.892404390147675,-12.800376018059671,-3.2979498896658326,-26.77036602041022,-20.220975180626372,38.51016974406556,23.495316616603155,-15.512808703895578,33.54176622420719,-6.423347859359415,-5.187000940557259,-33.69016158246935,-30.292148760923588,28.215418868957897,16.125592669768373,-22.971409410541643,25.283497377549416,-23.791899626331286,36.35594287262973,-13.045304966705803,14.076388272305318,28.53127351407724,-32.37177248711872,-21.452447997285702,4.714407556344348,-0.1549769358358007,-2.2347381840279947,30.09572206473425,-25.894467178298765,14.471418155395133,-9.011335042529918,23.620542441738795,-34.522590107719566,-25.747088251351805,43.02299572321811,11.214738191451604,-5.181296111563514,-12.761962985587074,34.04310390958097
0.15,0.005005005005005005,-18.89356974322355,-12.801395586765695,-3.297937445216028,-26.772221477290778,-20.222439194527535,38.51216769945163,23.49669150663027,-15.513178223677759,33.54346363776815,-6.423864448490349,-5.187590734000455,-33.692177016715746,-30.293934262274263,28.21754675215522,16.12682765312378,-22.972795521317398,25.28498995812733,-23.793363573330765,36.35793095719639,-13.046363119274538,14.077073434060996,28.533087114689657,-32.37385275984983,-21.45368487595674,4.715247345238715,-0.15518794237906539,-2.2345852764380205,30.097313170648412,-25.896350915870237,14.472223814884082,-9.011281742589857,23.621851876131768,-34.52432615217737,-25.748789067045212,43.02535620647612,11.215414441855094,-5.181650214501729,-12.762639886636713,34.04545918272657
0.18,0.006006006006006006,-18.894742558983577,-12.802476923911234,-3.297870497962227,-26.774138331631416,-20.223964189866155,38.514087622950164,23.49805725510162,-15.513407432539859,33.545084272883564,-6.424412833849383,-5.1882481090965635,-33.69418883755293,-30.29571183022878,28.219785884496126,16.128129682015494,-22.974182637939023,25.286478181312074,-23.79483569413225,36.35987066165745,-13.047489295273465,14.077719774753787,28.534928340433815,-32.3759650275803,-21.454907567421202,4.71622782490958,-0.15544675791319518,-2.234360019514896,30.098853480784726,-25.898315950197993,14.473016139302468,-9.011078413607185,23.62313643579196,-34.525978456910885,-25.75052798669226,43.027661561044695,11.216092096744685,-5.182014486133074,-12.763293675167091,34.047893871537255
0.21,0.007007007007007007,-18.895923047372328,-12.803620045733588,-3.2977488695498374,-26.77611637622794,-20.22555008380358,38.515929395941164,23.49941353025468,-15.513496200263113,33.54662797531451,-6.424993226103751,-5.188973092025714,-33.69619663414236,-30.297481555320974,28.222136623189822,16.12949856454428,-22.975570897486918,25.28796182316594,-23.796316062690366,36.361761771987794,-13.048683672235372,14.078327044059648,28.536797537722045,-32.378108855490034,-21.456116027378567,4.717349509952484,-0.15575323222940637,-2.2340625233536726,30.100343238596707,-25.900362346391283,14.473795309700002,-9.010725143328472,23.624396228392524,-34.52754707984903,-25.752305512104023,43.02991143503627,11.21677105988853,-5.182388986042806,-12.763924313523571,34.05040830651483
0.24,0.008008008008008008,-18.897111429877942,-12.804825014556492,-3.297572340781973,-26.778155377461406,-20.227196787916128,38.5176928546249,23.500759990688586,-15.513444334080008,33.54809459550531,-6.425605861559611,-5.189765738757478,-33.698199978130724,-30.299243552493394,28.224599358539606,16.13093411081749,-22.976960428058728,25.28944062117294,-23.7978047699799,36.36360408563517,-13.04994644597026,14.07889496991424,28.5386950684668,-32.380283822891336,-21.457310194527867,4.718612953371487,-0.15610720553057508,-2.233692917162025,30.101782682221625,-25.90249017458339,14.474561509186023,-9.010221992356442,23.625631355675182,-34.52903206991478,-25.754122169542534,43.032105483865394,11.217451234616279,-5.1827737728823875,-12.764531776642206,34.05300285297109
0.27,0.009009009009009009,-18.898307939552048,-12.806091938807114,-3.2973406514891512,-26.78025507483062,-20.228904207829544,38.51937778986784,23.502096285420887,-15.513251578656364,33.54948398859026,-6.426251002150284,-5.190626135096985,-33.70019842372032,-30.300997961246456,28.227174513764588,16.13243613279161,-22.978351348781278,25.290914274055968,-23.799301923997024,36.36539741136315,-13.051277830504514,14.079423258333643,28.540621310083782,-32.38248952326578,-21.45848999058692,4.720018746608635,-0.15650850849775255,-2.233251349519226,30.103172044216112,-25.90469950945233,14.475314923124767,-9.009568994422704,23.62684191340784,-34.530433466787564,-25.75597850953793,43.03424337011317,11.218132523814694,-5.183168904351894,-12.76511605206538,34.05567791120677
