t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
0.0,0.0,13.898390098284358,24.46640075381982,-38.3962906890272,-15.741986200988116,15.004235780978924,-20.376588780806053,-7.763707703186244,-16.163049737847828,-35.134071316465274,-26.670130146858227,9.208973048991925,15.74597619049301,-18.641007318846036,-10.762526823487372,18.334811182036358,-22.32928362040451,29.471372935123107,-10.600475878011986,-33.769485978234485,30.1120658444749,-17.026931845267296,20.141496024911298,-30.17482683682182,4.465087233691028,34.76021704311805,-11.958373525115602,-27.02582536665459,33.04656250565773,6.300337828300853,20.964537821529056,34.07025886577551,18.38643684467964,-29.95383198382216,-11.016391269746137,27.65206990339898,-17.719559974179703,-14.318162449108383,-6.041052223427648,-15.960524476661828,17.59382637386764,-10.297303935011236,10.846637469001573,-0.09589620724442029,30.83765169026885,-16.5486412124234,32.48052027034223,30.410457017258924,-9.877095591502064
0.03,0.001001001001001001,13.899219044971463,24.467867334659267,-38.398602079305704,-15.742939076017244,15.005129086986342,-20.377820419966465,-7.764179582936798,-16.164027381369976,-35.136182316785,-26.671737607522807,9.209522324735845,15.746913515011348,-18.642131919837833,-10.763174870339068,18.33590319125052,-22.33062785855912,29.47313399949628,-10.601120064690438,-33.77152086765309,30.11386602076595,-17.027958569804465,20.14270405232635,-30.176644417225955,4.4653495335901585,34.76230100922704,-11.959091797746538,-27.027448978525317,33.04854089941667,6.300715017365263,20.965792922149973,34.072302858193694,18.38753361605307,-29.955634291831768,-11.017058714890826,27.653722313272258,-17.72062839264605,-14.319023213026858,-6.041420712174511,-15.961488158234474,17.59488070951818,-10.297925150185428,10.84728345204012,-0.09590405144457029,30.83949535531972,-16.549638259618614,32.48246806346874,30.41228164128271,-9.877695573907902
0.06,0.002002002002002002,13.900109467000183,24.469316247566848,-38.4009620947146,-15.74389719370582,15.005953960555395,-20.3790685928989,-7.764682507428422,-16.164983240283036,-35.138303233810504,-26.67333822887513,9.21011143433044,15.74793129602173,-18.643242815125266,-10.763870702884804,18.33699788647501,-22.33201120158284,29.47489545708922,-10.601699563704447,-33.77354229120709,30.115660023790852,-17.028893639161364,20.143946832257402,-30.17854802551254,4.465618633817776,34.764288356242176,-11.959794938360709,-27.02913822237045,33.05054796346008,6.301113615960346,20.96695109308079,34.07429977304725,18.388612581047123,-29.95742999898919,-11.017679572484912,27.65546193731973,-17.721594123871533,-14.319966256801713,-6.041742165814511,-15.96231408284889,17.595914989464355,-10.298569366632277,10.847875425116195,-0.09589906641004836,30.841284945100394,-16.5506390133474,32.48441053205248,30.414102573025527,-9.878293250140779
0.09,0.003003003003003003,13.90106124432243,24.470747833595922,-38.40337100448838,-15.744860614171364,15.006710111817723,-20.38033319195414,-7.765216589246433,-16.165917143877447,-35.14043425555934,-26.674931910242105,9.210740027226898,15.749029694129815,-18.6443399900631,-10.764614232492693,18.338095075659094,-22.333433783858553,29.4766569179574,-10.602214056829789,-33.775549813323096,30.117447740413937,-17.02973683643837,20.145224407029097,-30.18053769587452,4.465894375687408,34.76617926087486,-11.960482921838453,-27.030893228501938,33.05258316590681,6.301533719186886,20.9680122048367,34.0762496739399,18.389673826230705,-29.959219010036367,-11.018253675316314,27.657288587133902,-17.72245732238943,-14.320991600113288,-6.042016982123327,-15.963002010182189,17.59692929803507,-10.299236780659283,10.848413619858231,-0.0958815351599859,30.84302070006305,-16.55164336081805,32.48634766491026,30.415920297481318,-9.87888826588533
0.12,0.004004004004004004,13.902074231147125,24.47216243526419,-38.40582909927953,-15.745829389860342,15.007397256678344,-20.38161410749846,-7.765781961010851,-16.166828911465497,-35.14257557176977,-26.676518576476344,9.21140775332488,15.750208856518636,-18.645423424531877,-10.765405369070551,18.339194563187906,-22.334895740156266,29.478417984509537,-10.602663240039877,-33.7775429999646,30.119229056324592,-17.03048794018833,20.146536821139346,-30.182613447532248,4.466176586573644,34.767973880689404,-11.961155712609173,-27.0327141340249,33.05464598753636,6.301975427729801,20.968976162934243,34.07815262885651,18.390717440248338,-29.961001227493668,-11.018780847488593,27.659202084039247,-17.72321815034107,-14.322099265264814,-6.042245546846523,-15.963551702496309,17.597923719279127,-10.299927573000188,10.848898228049727,-0.09585172506946152,30.844702858183453,-16.55265117793187,32.48827946002884,30.417735302886054,-9.879480248864061
0.15,0.005005005005005005,13.903148255966256,24.47356039662085,-38.40833669129411,-15.746803565435549,15.008015116633324,-20.3829112276878,-7.766378775423623,-16.167718352322034,-35.144727374025955,-26.678098178096455,9.212114263038513,15.75146891668699,-18.646493092992394,-10.76624402100583,18.340296150020766,-22.336397205547488,29.480178251570507,-10.603046823725908,-33.77952141873171,30.121003856079394,-17.031146724371258,20.14788412117366,-30.184775284618034,4.466465079865507,34.76967235381421,-11.961813264604086,-27.034601082603473,33.05673592199747,6.30243884775438,20.96984290771299,34.08000871008223,18.39174351391159,-29.96277655176466,-11.01926090440362,27.661202258872713,-17.723876777172222,-14.32328927704706,-6.0424282337419815,-15.963962924727417,17.598898336952203,-10.300641908702861,10.849329401613533,-0.09580988779721003,30.846331654985406,-16.5536623291384,32.49020592451289,30.419548080824633,-9.880068808854755
0.18,0.006006006006006006,13.904283121594178,24.474942063304958,-38.41089411444047,-15.747783177662,15.00856341860526,-20.384224438232717,-7.767007205334325,-16.16858526562095,-35.14688985588008,-26.6796706914339,9.212859207359765,15.75280999416292,-18.647548964541016,-10.767130095094544,18.341399633830676,-22.337938315313856,29.481937306440802,-10.603364532909836,-33.781484638965374,30.122772023142314,-17.031712958300616,20.14926635572416,-30.187023196039203,4.466759654928662,34.771274798670696,-11.962455521203855,-27.036554224223135,33.058852476011616,6.302924090798135,20.970612414177822,34.08181799412851,18.392752140289392,-29.964544881236566,-11.019693652736343,27.663288951744594,-17.724433379361944,-14.324561662564001,-6.042565404630088,-15.964235444635237,17.59985323449131,-10.301379937018204,10.849707252588907,-0.09575625921443681,30.847907323567494,-16.554676667287925,32.49212707453462,30.42135912633528,-9.880653537697299
0.21,0.007007007007007007,13.905478605220367,24.476307782595132,-38.41350172449096,-15.748768255291331,15.009041894796871,-20.385553622153996,-7.767667443824285,-16.16942944036743,-35.14906321297135,-26.681236118786394,9.213642237919204,15.75423219419211,-18.648591002965755,-10.76806349645915,18.342504809144984,-22.339519204849918,29.483694728952596,-10.603616107450291,-33.78343223185623,30.124533439923038,-17.032186406581154,20.150683575313213,-30.189357155319964,4.467060097076661,34.77278131371927,-11.963082415181207,-27.03857371494924,33.06099516957123,6.303431273658342,20.971284691861953,34.0835805616656,18.393743414797367,-29.966306112376426,-11.020078890401466,27.66546201177957,-17.724888140183495,-14.325916451019392,-6.042657409451204,-15.964369033012623,17.600788494976605,-10.302141791290147,10.85003185310096,-0.0956910593345179,30.849430094632165,-16.555694033481267,32.49404293528496,30.423168938011443,-9.881234009290308
0.24,0.008008008008008008,13.906734458475839,24.47765790345062,-38.41615989925666,-15.749758818944722,15.009450282562995,-20.386898659528732,-7.768359704309055,-16.170250655325976,-35.15124764314177,-26.682794488577795,9.21446300704423,15.755735607401128,-18.64961916680297,-10.76904412845544,18.34361146748706,-22.341140009559933,29.485450091522406,-10.603801302241484,-33.78536377055813,30.126287987813413,-17.032566829038352,20.152135832321733,-30.1917771204224,4.467366177551414,34.77419197722157,-11.963693868638574,-27.04065971668154,33.06316353613241,6.303960518275386,20.971859784710876,34.085296497461634,18.394717435286214,-29.968060139822928,-11.02041640651187,27.66772129683776,-17.72524124949692,-14.327353673464158,-6.04270458632995,-15.964363463955735,17.6017042010807,-10.302927588846833,10.850303235322196,-0.09561449224336241,30.850900196517212,-16.55671425691688,32.4959535409263,30.424978018101132,-9.881809779577925
0.27,0.009009009009009009,13.90805040751348,24.478992776543862,-38.418869038774744,-15.750754880994371,15.009788324301246,-20.388259427226835,-7.769084220659166,-16.17104867894427,-35.153443346548904,-26.684345855524437,9.215321167814723,15.757320309435428,-18.65063340939462,-10.770071892568398,18.34471939751897,-22.342800864748533,29.48720295920037,-10.603919887405198,-33.787278830306306,30.128035547222055,-17.032853980639484,20.153623180922043,-30.194283033546938,4.4676776535130776,34.775506847018235,-11.964289792940889,-27.04281239690447,33.065357122801956,6.30451195161201,20.97233777098714,34.086965890327825,18.395674302129247,-29.96980685647393,-11.020705981328657,27.670066673215565,-17.725492903572825,-14.328873362504527,-6.04270726164586,-15.964218515195228,17.602600435005364,-10.303737430893094,10.85052139142586,-0.0955267460302101,30.85231785522969,-16.5577371547353,32.497858934546706,30.42678687260364,-9.882380386527165
