t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
0.0,0.0,-0.6890724522283901,16.211544355972794,0.9212773753757764,-3.519362089765948,-5.9198660635289775,-33.799165228464155,-21.66324411845509,0.33684901680302454,-34.296036510964214,-36.60102462949835,35.456238672613274,16.0803924540792,40.52579659162705,-0.23563775888762775,27.58155741263127,-33.12606779698406,21.3642969214715,-16.38292238893644,39.65131036150592,15.057192111352242,40.9904823490798,-12.00761834932999,24.78459320388638,-20.309969173689527,37.620598446819066,-10.8982111818301,2.3172877023098613,19.454732333779152,-7.879860163497532,-24.751379882015343,-32.839819938304245,13.967672786342495,-33.914336282313286,-19.28962614056672,-1.208833123386032
0.03,0.001001001001001001,-0.6891144420319265,16.212510822451435,0.9213308246596362,-3.5195819902985854,-5.920222260993181,-33.80119538687644,-21.6645524132465,0.3368614416652321,-34.298095230240776,-36.60322916445965,35.45835940471517,16.081352434946968,40.52822083427794,-0.23565743656041613,27.583205427478905,-33.12806177907082,21.365569687493753,-16.383914721111687,39.653682201551355,15.0580953419818,40.99293319320698,-12.008342708162283,24.786078550986606,-20.31118974340582,37.622847629645136,-10.898866562922327,2.3174194422351024,19.455895111061288,-7.8803403568304535,-24.752865447448873,-32.84179626199989,13.968506709861616,-33.91637968450149,-19.29078421564252,-1.20891042941251
0.06,0.002002002002002002,-0.6890397818625746,16.213519738227504,0.9214625131998282,-3.5198575149151727,-5.920591313854839,-33.80319005291318,-21.665853129932334,0.33675145868157413,-34.30011117389664,-36.60545690133272,35.46044237187038,16.082297138748338,40.5306691633869,-0.23563227111530138,27.584809268261193,-33.13008322447234,21.366854649714725,-16.384935966448477,39.656047826163324,15.058991216887158,40.99534926155922,-12.009020385356747,24.787637668171843,-20.312394740985727,37.62513537883875,-10.89953310459623,2.317597207757678,19.457054541164425,-7.880842248500821,-24.75428189649564,-32.843829155715945,13.969319697026652,-33.91853177594053,-19.29195370514582,-1.2090319331756718
0.09,0.003003003003003003,-0.6888483507204257,16.21457078166133,0.9216727502252916,-3.520188398836408,-5.9209733149340185,-33.80514920177499,-21.667146138940904,0.33651915898937057,-34.30208438783438,-36.607707797424126,35.462487380603484,16.083226604718785,40.53314105992538,-0.23556229822808986,27.586368914940223,-33.13213208203522,21.36815180303067,-16.3859858042581,39.65840707231354,15.059879652423293,40.99773065377065,-12.009651353745074,24.789270623533042,-20.313584346449876,37.627461644389,-10.900210780330662,2.317821109495011,19.458210568754033,-7.881365856823476,-24.755629129375734,-32.845918710115356,13.970111558843662,-33.92079224009347,-19.293134600354733,-1.2091977223389525
0.12,0.004004004004004004,-0.688540036063575,16.215663608954326,0.9219618723384377,-3.520574370760373,-5.92136834707226,-33.807072820000656,-21.668431309317643,0.3361646624770799,-34.30401494250207,-36.60998180175698,35.46449423682723,16.084140868495783,40.535635982041605,-0.23544755468098572,27.587884354246615,-33.13420830106855,21.369461114983157,-16.387063906004208,39.66075977055601,15.060760560804507,41.000077459962455,-12.010235591342958,24.790977478447125,-20.31475874157979,37.62982640478502,-10.900899571907585,2.3180912521326626,19.459363149906867,-7.881911201929434,-24.756907064157424,-32.84806500811271,13.97088212340273,-33.923160735105675,-19.294326891927945,-1.2094078820680167
0.15,0.005005005005005005,-0.6881147338540268,16.21679785415644,0.9223302435444167,-3.521015152964683,-5.921776483173657,-33.80896090550349,-21.669708508806085,0.33568811780565044,-34.30590293296588,-36.61227885496983,35.46646274569793,16.08503996207833,40.53815336501293,-0.23528807820480763,27.589355579647656,-33.13631183126862,21.370782525566973,-16.388169935388927,39.66310574501906,15.061633850189972,41.0023897607948,-12.010773081254394,24.792758287476293,-20.315918109914076,37.632229666974965,-10.901599469394068,2.3184077342970633,19.46051225205303,-7.88247830568251,-24.758115636573656,-32.850268124856406,13.971631235893872,-33.9256368934823,-19.2955305699374,-1.2096624950117827
0.18,0.006006006006006006,-0.6875723486225293,16.217973129176258,0.9227782552819076,-3.52151046141515,-5.922197786241695,-33.81081346761557,-21.67097760393411,0.3350897024643852,-34.30774847899429,-36.61459888921276,35.46839271146344,16.085923913768678,40.54069262120145,-0.23508390731348275,27.590782591311978,-33.138442622644966,21.372115947035716,-16.389303548445827,39.665444813401706,15.062499424768601,41.004667627508816,-12.011263811573782,24.794613098262566,-20.317062636747217,37.63467146634713,-10.902310471114053,2.3187706484112276,19.461657853926464,-7.883067191591984,-24.7592547998333,-32.85252812770575,13.9723587586237,-33.928220321759945,-19.29674562390197,-1.209961641282855
0.21,0.007007007007007007,-0.6869127935523098,16.21918902379418,0.9233063264550768,-3.5220600058809217,-5.922632309411687,-33.81263052713999,-21.672238460105465,0.3343696228609387,-34.3095517251539,-36.61694182804074,35.470283937303705,16.086792748096144,40.5432531400135,-0.23483508113094093,27.592165396070726,-33.140600625447675,21.373461263705394,-16.390464393639657,39.667776786974414,15.063357184843156,41.00691112195863,-12.011707775285876,24.796541951417783,-20.318192509131066,37.63715186673326,-10.903032583609706,2.319180080533578,19.462799945524008,-7.883677884721389,-24.760324524427308,-32.85484507620312,13.973064571033067,-33.93091060017368,-19.29797204282196,-1.210305398437372
0.24,0.008008008008008008,-0.6861359905816153,16.22044510567906,0.9239149034663077,-3.522663490056058,-5.923080095978646,-33.814412116411226,-21.673490941696674,0.33352811444494995,-34.31131284091651,-36.61930758630418,35.4721362251642,16.087646485722853,40.54583428786365,-0.23454163921053478,27.59350400737514,-33.14278579009609,21.374818331756465,-16.39165211197283,39.670101470584186,15.064207026913445,41.009120296633306,-12.012104970163556,24.79854488040933,-20.319307915878966,37.63967096043403,-10.90376582159216,2.3196361101800402,19.463938528073047,-7.884310411593567,-24.761324797929987,-32.85721902204109,13.973748569715985,-33.93370728232073,-19.299209815214493,-1.2106938414542694
0.27,0.009009009009009009,-0.6852418705248928,16.22174092040875,0.9246044602492594,-3.52332061168748,-5.923541179420408,-33.816158279363606,-21.674734912159256,0.3325654418646973,-34.31303202077732,-36.62169607003658,35.473949375582094,16.088485143331248,40.54843540814383,-0.23420362134711328,27.59479844525053,-33.144998067108894,21.376186979034735,-16.39286633709863,39.67241866266394,15.065048843758518,41.011295194668726,-12.012455398663416,24.800621911441947,-20.32040904757254,37.64222886826669,-10.904510207881465,2.3201388101295857,19.465073614007906,-7.884964800092086,-24.762255624795557,-32.8596500090248,13.974410668440065,-33.9366098948221,-19.30045892914958,-1.2111270427139713
