t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
0.0,0.0,30.535917497727446,-46.0405436772874,-8.55755734693766,-43.09765936527776,1.3596467256475662,21.591898249668663,5.271019385925163,-31.82750514662446,20.760957451997886,27.682055808833695,8.121618392343818,-5.15859523098006,24.054337554974875,-17.350759570227765,20.837090496395202,21.270370808427163,26.18147472642789,-0.9420566441777604,-32.985447238053204,24.193900859665163,-7.975933129154196,-30.59979335786667,-10.192231364319237,0.7196962865622384,-16.69239704241597,5.153627215816834,-25.419335764509427,23.028566988609555,1.1411413476883894,-25.471414774738484,12.03106213407258,17.716704224104028,-22.890582647032975,2.923279721882334,22.382741253973602,-1.703327743629197,-25.749990355782355,11.580460776110131,-2.551637378084364,30.032017150458977
0.03,0.001001001001001001,30.537745761880927,-46.043315000534946,-8.55807185567486,-43.1002505269421,1.3597218127958985,21.593185820603278,5.271331038881455,-31.82941586739412,20.762200497869028,27.683707801889398,8.12209885230745,-5.158906671032259,24.055778384918646,-17.351804359477505,20.838339356311344,21.271639183894646,26.183039912223332,-0.9421198178000584,-32.98743565618699,24.19534348293921,-7.976417462037437,-30.60163724359573,-10.192845275990368,0.7197352878778775,-16.693405237870852,5.153927162085666,-25.420869515070912,23.029944080147498,1.1412042946898047,-25.472949389926605,12.0317801538096,17.71776688556158,-22.891956823317788,2.92345467835986,22.384075762863485,-1.7034353691514563,-25.751541686213866,11.581152761071417,-2.5517912752475262,30.033813340698234
0.06,0.002002002002002002,30.539602275531767,-46.04613960552988,-8.5585687287175,-43.10283328581425,1.3597609458222646,21.594516310816697,5.2716882102274,-31.831425951114927,20.76350817355917,27.685412400146696,8.122572063678858,-5.159306985822616,24.05717843178395,-17.352837623697628,20.839587305984086,21.27285280969768,26.184618085544045,-0.9422041729762555,-32.98938027995995,24.19676210908218,-7.976925527790038,-30.603487342338866,-10.193354997628443,0.719811045971631,-16.69447088305033,5.15424903151423,-25.422335495226104,23.031357147651455,1.1413065360413432,-25.47445105999922,12.032450766332516,17.718780200071194,-22.893221640612293,2.923699380324592,22.38540334001252,-1.703535627328372,-25.75314508773482,11.58176801498897,-2.5519813827392444,30.035538373511756
0.09,0.003003003003003003,30.541486863879676,-46.0490174197508,-8.559047867301683,-43.105407572940294,1.359764010342302,21.595890043438594,5.272091094963662,-31.83353573776407,20.764880387942885,27.687169925760703,8.123038204022032,-5.159796235878871,24.058537379671613,-17.353859364522563,20.84083459196562,21.274011814938728,26.186209054411396,-0.9423097524196684,-32.99128092230913,24.1981569692001,-7.977457152170694,-30.605343654548236,-10.193760652751015,0.7199234446652927,-16.695594060453846,5.154593056029273,-25.423733829295063,23.032806543353214,1.1414479658303125,-25.475920052287336,12.033073597973573,17.719744256928035,-22.894377239005223,2.924013937986243,22.38672408488834,-1.7036285813982155,-25.75480020781334,11.582306316639952,-2.5522077961702894,30.037191834163043
0.12,0.004004004004004004,30.543399346441443,-46.051948386268414,-8.559509184477694,-43.10797332983478,1.359730882615472,21.597307366753462,5.272539882776088,-31.83574558082575,20.766317042256162,27.688980710641886,8.12349746981777,-5.160374475476126,24.059854905992044,-17.354869569121938,20.842081465624613,21.275116341245255,26.187812632968257,-0.9424366106006653,-32.99313741157673,24.19952827425355,-7.978012166673013,-30.607206178183212,-10.194062343721285,0.7200723696627469,-16.69677485591349,5.154959439239926,-25.425064647050725,23.034292619557178,1.141628445547805,-25.47735665595114,12.033648283756609,17.72065912861202,-22.89542372282518,2.9243984978288555,22.388038101601396,-1.703714299357249,-25.7565066861716,11.582767456352572,-2.5524706018325256,30.038773322530663
0.15,0.005005005005005005,30.545339537000064,-46.05493246344954,-8.559952605115384,-43.110530508614126,1.3596614295125078,21.598768654347104,5.273034757955289,-31.838055846996824,20.76781803028342,27.69084509651327,8.123950076360137,-5.16104175273897,24.061130681448397,-17.35586821029098,20.84332818310601,21.276166542781084,26.189428641502925,-0.9425848137454318,-32.99494959147624,24.20087621502656,-7.978590408471394,-30.609074908722818,-10.194260151902482,0.7202577084583169,-16.698013358589908,5.155348356327444,-25.42632808363995,23.035815728461433,1.141847804156647,-25.478761182129098,12.034174467480304,17.72152487078328,-22.896361160462657,2.9248532427573273,22.389345498681536,-1.7037928540661653,-25.758264154933496,11.58315123596712,-2.5527698765417792,30.040282453191324
0.18,0.006006006006006006,30.54730724354471,-46.05796962464344,-8.560378065909857,-43.11307907213278,1.3595555084833608,21.60027430525736,5.273575899307742,-31.84046691588764,20.76938323856072,27.69276343496977,8.12439625765944,-5.161798109733146,24.062364370015356,-17.356855246527495,20.844575005296313,21.27716258626834,26.191056906466205,-0.9427544398523048,-32.99671732106101,24.20220096208707,-7.979191720361353,-30.610949839175532,-10.194354137811128,0.7204793502387191,-16.69930966095576,5.155759953915561,-25.42752427952595,23.037376221970405,1.1421058381822737,-25.480133964095064,12.034651801787286,17.722341522265708,-22.897189584207705,2.9253783922657335,22.390646388864887,-1.7038643233630921,-25.760072238777497,11.583457468792934,-2.5531056874594693,30.04171885549458
0.21,0.007007007007007007,30.549302268201476,-46.06105985785029,-8.5607855153875,-43.115618994122144,1.3594129675256896,21.60182474412862,5.274163480058238,-31.842979179717272,20.771012546595358,27.69473608753949,8.124836266351613,-5.162643582546675,24.0635556289136,-17.357830622095612,20.845822197794277,21.27810465102008,26.192697260481733,-0.9429455787256463,-32.99844047469561,24.203502665738792,-7.979815950694247,-30.612830960086498,-10.194344341269177,0.7207371857786129,-16.700663858766713,5.156194349921368,-25.42865338045201,23.038974451498632,1.1424023118265385,-25.48147535742345,12.035079948219229,17.723109105018636,-22.897908990102717,2.9259742026273585,22.39194088889062,-1.703928790183195,-25.761930555094747,11.583685979561523,-2.5534780918930755,30.04308217362934
0.24,0.008008008008008008,30.551324407154866,-46.06420316537147,-8.561174913912433,-43.118150259332296,1.3592336451539537,21.603420421369616,5.274797667743508,-31.845593043002253,20.772705827101827,27.696763425746834,8.125270373613859,-5.163578201360347,24.064704108580063,-17.35879426707642,20.847070030887085,21.278992928983605,26.19434954234955,-0.9431583320272316,-33.0001189420301,24.20478145596453,-7.980462953306385,-30.61471825954213,-10.194230781554953,0.7210311073297305,-16.702076051020043,5.156651633386641,-25.42971553742648,23.040610767765152,1.1427369571044677,-25.48278574016232,12.035458577258032,17.72382762409674,-22.898519337809965,2.9266409671063163,22.393229119307147,-1.7039863426849136,-25.7638387141525,11.58383660437608,-2.5538871370754985,30.044372066682378
0.27,0.009009009009009009,30.553373450559953,-46.067399563441334,-8.56154623369338,-43.12067286367638,1.3590173703691732,21.605061813314016,5.275478624096869,-31.848308922237933,20.774462946254413,27.698845831177277,8.125698869086474,-5.16460199050757,24.06580945263409,-17.35974609740565,20.84831877953202,21.27982762479449,26.196013597042995,-0.9433928133451248,-33.00175262797744,24.20603744236078,-7.981132587442459,-30.616611723172223,-10.19401345755292,0.7213610085035644,-16.703546339900814,5.157131864289604,-25.43071090672899,23.04228552057798,1.1431094740039653,-25.48406551301437,12.035787368353173,17.724497067598175,-22.899020550493553,2.927379016190586,22.39451120428736,-1.7040370743828652,-25.765796319262996,11.5839091906576,-2.55433285992336,30.045588208689047
