t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
0.0,0.0,-21.049238477552375,-20.704619813741395,-17.99693229239573,-17.15828463973168,24.786964383320154,27.74331193361453,19.426742653490564,12.793196914018337,-33.936421160351415,-11.244968444459644,24.535612812166725,-11.187621602085413,-25.3486172631272,-5.829049401626945,21.883974762169846,7.8034449147439515,2.6354845500549384,-8.933625643921433,-30.569794078851714,15.519778796548692,11.027321400083364,12.410074620936136,25.364623720180166
0.03,0.001001001001001001,-21.05050749017113,-20.705871369374854,-17.998015901375435,-17.159320763333024,24.78844278981413,27.744974715473347,19.427903313595657,12.793956596340946,-33.93845793150711,-11.245649985194646,24.537079118669265,-11.1883015024981,-25.35014329409279,-5.829400517230095,21.885286855214662,7.803906312863094,2.635633938181019,-8.934167325198699,-30.57163452078905,15.52070592123838,11.027980562464139,12.410813798109016,25.366145322283742
0.06,0.002002002002002002,-21.051738710206543,-20.707152901575284,-17.99906442820997,-17.160352996174947,24.789954722824163,27.746578371879377,19.429071190555494,12.794767555898543,-33.94039988436035,-11.246325559872597,24.538527035263268,-11.188968913403576,-25.35167849873948,-5.829763090454991,21.88661853940867,7.804310778741841,2.6357201026264154,-8.934730748053541,-30.57344369860813,15.521582206343679,11.028593724805491,12.41157714871674,25.3676766960782
0.09,0.003003003003003003,-21.052932137552997,-20.708464425996368,-18.000077758703327,-17.16138125167124,24.791500214215304,27.748122946589646,19.430246355824604,12.795629732862146,-33.94224732526239,-11.2469951049262,24.53995643560265,-11.189623804678527,-25.353222575034,-5.830136803562243,21.887969837153516,7.804658165649099,2.635742951972807,-8.935315926363629,-30.575221727316208,15.522407639818805,11.029160797066524,12.41236450849542,25.36921789929907
0.12,0.004004004004004004,-21.05408777391519,-20.709805950975756,-18.001055787191728,-17.162405441061704,24.79307929577201,27.74960846736805,19.43142888305037,12.79654306327859,-33.94400056557293,-11.247658562378858,24.541367191631437,-11.19026615280283,-25.35477521851777,-5.830521336804369,21.889340773002193,7.804948337329756,2.6357023932047805,-8.935922865048838,-30.576968717572935,15.523182206015225,11.029681699492734,12.41317571803684,25.370768987143375
0.15,0.005005005005005005,-21.055205622819077,-20.711177477541497,-18.001998416531805,-17.16342547340862,24.794691999173075,27.75103494586183,19.43261884810673,12.797507479114838,-33.9456599214157,-11.24831587986302,24.542759173504553,-11.19089594070986,-25.356336122426157,-5.830916368486811,21.890731373609576,7.805181168024222,2.6355983317044394,-8.936551560123766,-30.578684775612388,15.523905885645162,11.030156362526732,12.414010622851329,25.37233001229866
0.18,0.006006006006006006,-21.05628568962325,-20.712578999413818,-18.00290555808795,-17.164441255596095,24.7963383559656,27.75240237748386,19.433816329126337,12.798522908300962,-33.947225713452895,-11.248967010636445,24.544132249515968,-11.191513157641028,-25.357904977808126,-5.831321575028823,21.892141667681113,7.805356542488909,2.635430671250381,-8.937201998754562,-30.580370003167996,15.52457865574733,11.030584726726365,12.414869073430152,25.373901024976465
0.21,0.007007007007007007,-21.0573279815307,-20.71401050300228,-18.003777131718866,-17.165452692332252,24.798018397537938,27.753710741300594,19.435021406530993,12.799589274771854,-33.94869826667816,-11.24961191359639,24.545486286034066,-11.192117799004615,-25.35948147364624,-5.831736631024306,21.89357168591964,7.805474356017711,2.6351993140210994,-8.937874159320033,-30.582024497400212,15.5252004896549,11.030966742690294,12.415750925307362,25.375482072950057
0.24,0.008008008008008008,-21.058332507601047,-20.71547196739834,-18.004613065763422,-17.166459686154298,24.79973215509171,27.754959999925543,19.43623416306035,12.800706498507736,-33.95007791022793,-11.250250553291735,24.54682114744423,-11.192709866239026,-25.361065296976946,-5.832161209302652,21.895021460970376,7.805534514464579,2.6349041606028636,-8.938568011476994,-30.583648350826813,15.525771356965716,11.03130237099108,12.416656039121113,25.37707320159636
0.27,0.009009009009009009,-21.059299278763223,-20.716963364363362,-18.005413297025825,-17.16746213743653,24.801479659612806,27.756150099418196,19.437454683798702,12.801874495573529,-33.95136497721105,-11.25088289993306,24.548136696098542,-11.193289366680538,-25.36265613301104,-5.832594980989644,21.896491027364124,7.805536934267238,2.634545110002134,-8.93928351622978,-30.585241651255668,15.526291223514772,11.031591582115816,12.417584280674387,25.37867445394193
0.3,0.01001001001001001,-21.060228307828634,-20.718484658312132,-18.006177770760182,-17.16845994440127,24.80326094184145,27.757280969188287,19.438683056199793,12.803093178157122,-33.952559804556174,-11.251508929400657,24.549432792272537,-11.193856313435655,-25.36425366525427,-5.833037615568466,21.89798042145866,7.805481542472097,2.6341220596625714,-8.940020626003944,-30.586804481719902,15.52676005134896,11.03183435641431,12.418535520995105,25.380285870712843
0.32999999999999996,0.011011011011011011,-21.06111960950481,-20.72003580629194,-18.006906440654493,-17.16945300313279,24.805076032241313,27.758352521905316,19.4399193701096,12.804362454606611,-33.95366273287694,-11.252128623250517,24.550709294128968,-11.194410725258123,-25.365857575627967,-5.833488780940855,21.89948968137838,7.805368276760416,2.6336349054866934,-8.940779284724044,-30.588336920415305,15.527177798704109,11.032030684054835,12.419509636395583,25.38190749038841
0.36,0.012012012012012012,-21.061973200409586,-20.721616757957324,-18.00759926881411,-17.17044120759423,24.806924960967677,27.759364653413293,19.441163717786946,12.805682229466528,-33.95467410635453,-11.25274196871827,24.551966057688475,-11.194952626430734,-25.367467544589616,-5.833948143488425,21.901018846952205,7.805197085475743,2.633083541862245,-8.94155942789554,-30.589839040639927,15.527544419984322,11.032180564987435,12.42050650853127,25.383539349258598
0.39,0.013013013013013013,-21.062789099085776,-20.72322745554053,-18.0082562257447,-17.171424449647557,24.808807757834682,27.760317242650665,19.44241619392191,12.8070524035131,-33.955594272637306,-11.25334895872109,24.55320293680713,-11.19548204665195,-25.369083251253336,-5.834415368134177,21.90256795964973,7.804967927652659,2.632467861693335,-8.942360982690731,-30.59131091073574,15.527859865743645,11.032284008914761,12.421526024458723,25.385181481484995
0.42,0.014014014014014014,-21.063567326016432,-20.724867833817804,-18.008877290334727,-17.17240261907661,24.81072445228166,27.761210151575362,19.44367689565197,12.808472873788578,-33.95642358275733,-11.25394959185757,24.554419783160764,-11.195999020927479,-25.370704373510133,-5.834890118404225,21.90413706251571,7.8046807730468535,2.6317877564364056,-8.943183868038757,-30.59275259403231,15.528124082670068,11.03234103527042,12.422568076692759,25.38683391916527
0.44999999999999996,0.015015015015015015,-21.064307903640618,-20.726537820071627,-18.0094624498375,-17.173375603613245,24.812675073338564,27.76204322509503,19.444945922575773,12.809943533634646,-33.95716239106343,-11.254543872405558,24.55561644623605,-11.19650358946684,-25.372330588147854,-5.835372056489717,21.905726200102826,7.804335602166518,2.6310431161410905,-8.944027994719583,-30.594164148792398,15.528337013571893,11.032351673204767,12.423632563262696,25.388496692400945
0.48,0.016016016016016016,-21.065010856369767,-20.728237334049005,-18.01001169985276,-17.17434328896661,24.814659649590507,27.762816291002398,19.44622337676453,12.811464272724947,-33.957811055170396,-11.255131810317966,24.556792773328244,-11.19699579758502,-25.373961570970785,-5.83586084330898,21.907335418402823,7.803932406305071,2.6302338294960337,-8.944893265462012,-30.595545628159456,15.528498597366477,11.03231596157811,12.424719387767638,25.390169829368414
0.51,0.017017017017017015,-21.06567621060462,-20.72996628791593,-18.010525044307876,-17.175305558855637,24.81667820914145,27.763529159915844,19.447509362770933,12.813034977096704,-33.958369935924196,-11.255713421216544,24.55794860954552,-11.197475695609285,-25.375596996918766,-5.836356138569848,21.90896476477597,7.803471187575204,2.6293597838797216,-8.945779575045663,-30.596897080106924,15.528608769071404,11.032233948961235,12.425828459430695,25.39185335639304
0.54,0.018018018018018018,-21.066303994752733,-20.731724586208156,-18.011002495438568,-17.176262295044697,24.81873077957703,27.764181625225213,19.448803987635593,12.814655529181467,-33.958839397382675,-11.256288726383607,24.55908379781989,-11.19794333879122,-25.37723654018577,-5.836857600832182,21.91061428787892,7.802951958944213,2.6284208654164045,-8.94668681040692,-30.598218547389344,15.52866745979807,11.032105693643189,12.426959693152073,25.393547298026242
0.57,0.01901901901901902,-21.066894239246587,-20.733512125778446,-18.011444073769262,-17.177213377382557,24.820817387926542,27.764773463042946,19.45010736089089,12.816325807834977,-33.95921980681149,-11.256857752751726,24.560198178924598,-11.198398787224065,-25.378879874337855,-5.837364887570543,21.912284037590975,7.802374744270596,2.627416959037164,-8.947614850748847,-30.59951006749523,15.528674596747752,11.031931263646213,12.428113009560922,25.395251677125472
0.6,0.02002002002002002,-21.067446976562298,-20.735328795740415,-18.01184980809297,-17.1781586838446,24.822938060624118,27.76530443216062,19.45141959456228,12.818045688366132,-33.959511534694926,-11.257420532891361,24.56129159149794,-11.198842105765427,-25.38052667243039,-5.837877655237003,21.91397406493876,7.80173957834187,2.6263479485462002,-8.94856356765504,-30.600771672601695,15.528630103210158,11.031710736747733,12.429288335065865,25.396966514936885
0.63,0.02102102102102102,-21.06796224123892,-20.737174477409162,-18.01221973545073,-17.179098090578385,24.825092823469102,27.765774274010994,19.45274080316696,12.819815042565034,-33.95971495476124,-11.257977104996446,24.5623638720735,-11.199273363965425,-25.38217660712446,-5.838395559324045,21.915684422019357,7.801046506913566,2.6252137166924014,-8.94953282520742,-30.602003389530797,15.528533898564515,11.031444200509288,12.43048560190407,25.398691831180678
0.6599999999999999,0.022022022022022022,-21.06844006989836,-20.73904904423885,-18.012553901110614,-17.18003147195256,24.827281701585655,27.76618271263573,19.45407110370988,12.821633738730105,-33.959830444022096,-11.258527512867893,24.563414855116683,-11.199692636000327,-25.383829350802426,-5.838918254427523,21.917415161921916,7.800295586749325,2.6240141452462686,-8.950522480107967,-30.603205239707652,15.528385898283213,11.031131752312259,12.431704748188796,25.400427644138883
0.69,0.023023023023023025,-21.068880501265898,-20.740952361757408,-18.012852358546183,-17.180958700609192,24.829504719381585,27.76652945465888,19.455410615677067,12.823501641694218,-33.95985838282583,-11.259071805895035,24.56444437306754,-11.200100000611773,-25.385484575682458,-5.839445394309631,21.91916633864775,7.7994868856620485,2.622749115082263,-8.951532381804364,-30.6043772391203,15.528186013938061,11.030773499400286,12.432945717955246,25.40217397074557
0.72,0.024024024024024024,-21.069283576191296,-20.742884287498555,-18.013115169414487,-17.181879647519526,24.831761900506464,27.766814189266384,19.456759461026284,12.825418612849834,-33.95979915492401,-11.259610039034966,24.565452256389833,-11.200495541051602,-25.38714195393205,-5.839976631961829,21.920938007028973,7.798620482556005,2.621418506266647,-8.952562372619571,-30.60551939828135,15.527934153209168,11.030369558928198,12.434208461204646,25.403930826679257
0.75,0.025025025025025023,-21.06964933767053,-20.744844670931343,-18.013342403533454,-17.182794182043228,24.834053267809,27.767036588191715,19.458117764174922,12.827384510173067,-33.95965314755107,-11.260142272789786,24.566438333626245,-11.200879345032378,-25.388801157780367,-5.840511619667678,21.922730222645693,7.797696467469815,2.6200221981508878,-8.953612287885301,-30.60663172219144,15.527630219896517,11.02992005801731,12.435492933946389,25.40569822645747
0.78,0.026026026026026026,-21.069977830868105,-20.746833353387416,-18.0135341388587,-17.18370217199113,24.836378843293748,27.767196305707923,19.459485651985187,12.829399188246635,-33.95942075151641,-11.260668573181732,24.56740243145976,-11.201251504683661,-25.39046185962937,-5.841050009065521,21.92454304174179,7.796714941620223,2.618560069470698,-8.95468195607941,-30.6077142103046,15.527274113934272,11.029425133816918,12.436799098238113,25.40747618353324
0.8099999999999999,0.02702702702702703,-21.07026910313995,-20.748850167986205,-18.013690461459696,-17.184603483691525,24.838738648077115,27.767292978626312,19.46086325374653,12.831462498281631,-33.95910236130876,-11.261189011726179,24.568344374781116,-11.201612116514072,-25.392123732163647,-5.841591451210935,21.926376521139318,7.795676017446538,2.617031998450787,-8.955771198967174,-30.608766856495475,15.52686573140784,11.0288849335718,12.438126922223583,25.409264710393504
0.84,0.028028028028028028,-21.070523204056908,-20.750894939558286,-18.01381146549523,-17.185497982060053,24.84113270234274,27.767326226302014,19.46225070115531,12.833574288138042,-33.95869837521222,-11.261703665402493,24.56926398676228,-11.201961281379212,-25.393786448458844,-5.8421355966389115,21.928230718151575,7.7945798186556345,2.6154378629153854,-8.956879831746457,-30.609789649028595,15.526404964573777,11.02829961469555,12.439476380168193,25.411063818659166
0.87,0.029029029029029027,-21.070740185428775,-20.75296748456711,-18.01389725318811,-17.18638553067317,24.843561025296243,27.767295650646744,19.46364812829169,12.835734402343931,-33.958209195433646,-11.262212616622723,24.57016108893595,-11.202299104455498,-25.395449682088614,-5.84268209542568,21.930105690494848,7.7934264802673985,2.613777540404633,-8.95800766319676,-30.610782570529693,15.525891701882554,11.027669344849519,12.440847452491962,25.412873519186757
0.8999999999999999,0.03003003003003003,-21.070920101328905,-20.755067611029382,-18.013947934799035,-17.187265991845294,24.84602363511936,27.767200836149062,19.46505567159378,12.837942682113201,-33.95763522824089,-11.26271595319811,24.571035501281,-11.202625695219941,-25.397113107230055,-5.843230597250095,21.932001496198907,7.792216148660474,2.6120509082968812,-8.959154495832122,-30.61174559795918,15.525325828004261,11.026994302027175,12.442240125799835,25.414693822171525
0.9299999999999999,0.031031031031031032,-21.071063008119346,-20.75719511843427,-18.013963628599623,-17.18813922670959,24.84852054892351,27.767041349902467,19.46647346982898,12.84019896536183,-33.95697688411148,-11.263213768303412,24.57188704231381,-11.202941167435933,-25.398776398767488,-5.843780751454534,21.933918193516284,7.790948981618181,2.610257843937004,-8.960320126057884,-30.612678702587907,15.524707223857297,11.026274674643645,12.443654392909126,25.41652473725178
0.96,0.03203203203203203,-21.071168964476495,-20.75934979766178,-18.013944460844428,-17.18900509530248,24.851051782702804,27.766816741641705,19.46790166406257,12.842503086722479,-33.95623457789126,-11.263706160438987,24.572715529185515,-11.20324563914507,-25.400439232394564,-5.844332207105213,21.935855840830367,7.789625148374453,2.6083982247707747,-8.961504344331267,-30.613581849975272,15.524035766640095,11.025510661630209,12.445090252873916,25.41836627361439
0.99,0.03303303303303303,-21.07123803141726,-20.761531430900455,-18.01389056574196,-17.189863456651857,24.85361735128651,27.76652654378767,19.469340397623508,12.84485487755735,-33.95540872896256,-11.264193233390666,24.573520777785028,-11.203539232665081,-25.402101284714586,-5.844884613051843,21.93781449656236,7.788244829659639,2.606471928485385,-8.962706935325777,-30.61445499994987,15.52331132986597,11.024702472533512,12.446547711006213,25.42021844010123
1.02,0.03403403403403403,-21.071270272325673,-20.763739791564763,-18.013802085424576,-17.190714168869047,24.856217268291022,27.766170271501316,19.470789816067477,12.847254165969181,-33.954499761421374,-11.264675096187347,24.574302602847872,-11.203822074593859,-25.40376223333899,-5.8454376179865575,21.93979421907719,7.786808217746011,2.6044788331561834,-8.96392767809937,-30.61529810659275,15.522533783401125,11.023850327619229,12.44802677889369,25.42208124531647
1.05,0.035035035035035036,-21.071265752979986,-20.765974644212378,-18.013679169917175,-17.191557089244544,24.85885154607134,27.765747422747044,19.472250067137146,12.849700776810234,-33.9535081042631,-11.265151863056332,24.575060818070753,-11.20409429581966,-25.405421756983934,-5.845990870502026,21.941795066588366,7.7853155164928,2.602418817399694,-8.96516634626639,-30.616111118223476,15.521702993505892,11.022954457979939,12.449527474413781,25.42395469773447
1.08,0.036036036036036036,-21.07122454158016,-20.76823574446164,-18.01352197710461,-17.19239207434751,24.86152019567207,27.765257478366006,19.473721300719692,12.852194531689122,-33.95243419157636,-11.265623653376352,24.575795236231798,-11.204356031537495,-25.407079535564883,-5.84654401914867,21.943817097061903,7.783766941390594,2.600291760532993,-8.966422708173209,-30.616893977389143,15.520818822879297,11.022015105646918,12.451049821743926,25.425838805808173
